"OBJECTID","Reference","Sampling_Date","Gear","ExDate","Bluefish","Common.Snook","Mullets","Pinfish","Red.Drum","Sand.Seatrout"
2031901,"TBM2000122111","2000-12-20 19:00:00",20,"2018-04-12 06:39:18",0,0,0,5,0,0
2032003,"TBM2000120803","2000-12-07 19:00:00",160,"2018-04-12 06:39:08",0,0,0,0,1,0
2040226,"TBM1999081303","1999-08-12 20:00:00",160,"2018-04-12 06:36:15",0,0,0,8,0,0
2040362,"TBM1999100807","1999-10-07 20:00:00",20,"2018-04-12 06:36:53",0,0,0,7,0,0
2040761,"TBM2001030902","2001-03-18 19:00:00",20,"2018-04-12 06:39:35",0,0,0,10,0,0
2041788,"TBM2001051304","2001-05-17 20:00:00",160,"2018-04-12 06:43:26",0,1,0,0,0,0
2041789,"TBM2001051304","2001-05-17 20:00:00",160,"2018-04-12 06:43:26",0,0,0,3,0,0
2041790,"TBM2001051305","2001-05-17 20:00:00",160,"2018-04-12 06:43:26",0,3,0,0,0,0
2042078,"TBM2001031006","2001-03-22 19:00:00",20,"2018-04-12 06:39:38",0,0,0,2,0,0
2042326,"TBM2001031001","2001-03-19 19:00:00",160,"2018-04-12 06:39:31",0,0,0,0,1,0
2042503,"TBM2001030901","2001-03-18 19:00:00",20,"2018-04-12 06:41:33",0,0,0,302,0,0
2042507,"TBM2001031001","2001-03-19 19:00:00",160,"2018-04-12 06:41:33",0,0,0,1,0,0
2043621,"TBM2001040303","2001-04-03 20:00:00",20,"2018-04-12 06:39:32",0,0,0,58,0,0
2043780,"TBM2001040204","2001-04-02 20:00:00",160,"2018-04-12 06:39:38",0,0,0,0,4,0
2043888,"TBM2001051401","2001-05-17 20:00:00",20,"2018-04-12 06:41:43",0,0,0,94,0,0
2043929,"TBM2001060402","2001-06-13 20:00:00",20,"2018-04-12 06:41:44",0,0,0,5,0,0
2044010,"TBM2001040601","2001-04-09 20:00:00",20,"2018-04-12 06:41:41",0,0,0,11,0,0
2044450,"TBM2005040905","2005-04-14 20:00:00",20,"2018-04-12 06:23:19",0,0,0,2,0,0
2044474,"TBM2005041407","2005-04-12 20:00:00",160,"2018-04-12 06:23:34",0,0,0,0,2,0
2044549,"TBM2005051001","2005-05-08 20:00:00",20,"2018-04-12 06:23:34",0,0,0,4,0,0
2044567,"TBM2005051305","2005-05-25 20:00:00",160,"2018-04-12 06:23:34",0,10,0,0,0,0
2044676,"TBM2005041401","2005-04-12 20:00:00",20,"2018-04-12 06:23:17",0,0,0,2,0,0
2044679,"TBM2005041406","2005-04-12 20:00:00",160,"2018-04-12 06:23:17",0,0,0,0,6,0
2044768,"TBM2005051303","2005-05-25 20:00:00",20,"2018-04-12 06:23:26",0,0,0,8,0,0
2045063,"TBM2001040602","2001-04-09 20:00:00",20,"2018-04-12 06:41:40",0,0,0,15,0,0
2045156,"TBM2001050106","2001-05-10 20:00:00",20,"2018-04-12 06:41:41",0,0,0,1,0,0
2045401,"TBM2005050404","2005-05-01 20:00:00",160,"2018-04-12 06:23:29",0,0,0,0,3,0
2045744,"TBM2005070201","2005-06-30 20:00:00",20,"2018-04-12 06:23:35",0,0,0,4,0,0
2045978,"TBM2001031001","2001-03-19 19:00:00",160,"2018-04-12 06:39:23",0,10,0,0,0,0
2046052,"TBM2001061303","2001-06-13 20:00:00",20,"2018-04-12 06:43:32",0,0,0,3,0,0
2046141,"TBM2005040205","2005-04-14 20:00:00",20,"2018-04-12 06:23:16",0,0,0,2,0,0
2046307,"TBM2005061501","2005-06-22 20:00:00",20,"2018-04-12 06:23:36",0,0,0,5,0,0
2046511,"TBM2001040204","2001-04-02 20:00:00",160,"2018-04-12 06:43:13",0,4,0,0,0,0
2046521,"TBM2001040605","2001-04-09 20:00:00",20,"2018-04-12 06:43:13",0,0,0,2,0,0
2046718,"TBM2001061306","2001-06-13 20:00:00",160,"2018-04-12 06:41:46",0,0,0,47,0,0
2046821,"TBM2001071202","2001-07-05 20:00:00",160,"2018-04-12 06:43:49",0,0,0,224,0,0
2046827,"TBM2001071304","2001-07-04 20:00:00",160,"2018-04-12 06:43:49",0,0,0,2,0,0
2046833,"TBM2001071403","2001-07-15 20:00:00",300,"2018-04-12 06:43:49",0,0,0,1,0,0
2046914,"TBM2005060304","2005-05-31 20:00:00",300,"2018-04-12 06:23:30",0,0,0,3,0,0
2047095,"TBM2005041403","2005-04-12 20:00:00",160,"2018-04-12 06:23:19",0,10,0,0,0,0
2047367,"TBM2001071404","2001-07-15 20:00:00",20,"2018-04-12 06:43:50",0,0,0,1,0,0
2047753,"TBM2005070207","2005-06-30 20:00:00",20,"2018-04-12 06:23:38",0,0,0,17,0,0
2047821,"TBM2001061306","2001-06-13 20:00:00",160,"2018-04-12 06:41:48",0,3,0,0,0,0
2047958,"TBM2005050404","2005-05-01 20:00:00",160,"2018-04-12 06:25:20",0,0,0,1,0,0
2048054,"TBM2005060503","2005-06-02 20:00:00",160,"2018-04-12 06:25:21",0,7,0,0,0,0
2048543,"TBM2001071303","2001-07-04 20:00:00",160,"2018-04-12 06:43:32",0,0,0,0,2,0
2048547,"TBM2001071403","2001-07-15 20:00:00",300,"2018-04-12 06:43:32",0,0,0,0,0,32
2048634,"TBM2001080301","2001-08-02 20:00:00",160,"2018-04-12 06:43:34",0,1,0,0,0,0
2048642,"TBM2001080602","2001-08-19 20:00:00",160,"2018-04-12 06:43:34",0,0,0,64,0,0
2048837,"TBM2001051301","2001-05-17 20:00:00",160,"2018-04-12 06:41:41",0,0,0,0,1,0
2048839,"TBM2001051305","2001-05-17 20:00:00",160,"2018-04-12 06:41:41",0,0,0,0,2,0
2049017,"TBM2001040203","2001-04-02 20:00:00",160,"2018-04-12 06:41:33",0,0,0,0,1,0
2049544,"TBM2005051304","2005-05-25 20:00:00",20,"2018-04-12 06:23:32",0,0,0,28,0,0
2049952,"TBM2005050306","2005-05-02 20:00:00",160,"2018-04-12 06:23:29",0,1,0,0,0,0
2049971,"TBM2005051002","2005-05-08 20:00:00",300,"2018-04-12 06:23:29",0,0,0,2,0,0
2050083,"TBM2005061504","2005-06-22 20:00:00",20,"2018-04-12 06:23:31",0,0,0,13,0,0
2050282,"TBM2001061401","2001-06-06 20:00:00",20,"2018-04-12 06:43:35",0,0,0,73,0,0
2050564,"TBM2001061305","2001-06-13 20:00:00",160,"2018-04-12 06:41:43",0,0,0,1,0,0
2050596,"TBM2005040201","2005-04-14 20:00:00",20,"2018-04-12 06:23:17",0,0,0,23,0,0
2050639,"TBM2005041407","2005-04-12 20:00:00",160,"2018-04-12 06:23:17",0,3,0,0,0,0
2051139,"TBM2005040502","2005-04-17 20:00:00",20,"2018-04-12 06:23:20",0,0,0,2,0,0
2051253,"TBM2005051008","2005-05-08 20:00:00",300,"2018-04-12 06:23:30",0,0,0,1,0,0
2051428,"TBM2005040203","2005-04-14 20:00:00",160,"2018-04-12 06:23:22",0,0,0,0,1,0
2051470,"TBM2005041403","2005-04-12 20:00:00",160,"2018-04-12 06:23:22",0,0,0,0,11,0
2051527,"TBM2005050404","2005-05-01 20:00:00",160,"2018-04-12 06:23:30",0,1,0,0,0,0
2051626,"TBM2005060503","2005-06-02 20:00:00",160,"2018-04-12 06:23:31",0,0,0,0,1,0
2051808,"TBM2005040505","2005-04-17 20:00:00",160,"2018-04-12 06:23:15",0,0,0,0,1,0
2051845,"TBM2005041406","2005-04-12 20:00:00",160,"2018-04-12 06:23:15",0,46,0,0,0,0
2051846,"TBM2005041406","2005-04-12 20:00:00",160,"2018-04-12 06:23:15",0,0,0,0,2,0
2051984,"TBM2005051305","2005-05-25 20:00:00",160,"2018-04-12 06:23:30",0,0,0,148,0,0
2051986,"TBM2005051305","2005-05-25 20:00:00",160,"2018-04-12 06:23:30",0,0,0,0,2,0
2052039,"TBM2005060307","2005-05-31 20:00:00",20,"2018-04-12 06:23:30",0,0,0,2,0,0
2052049,"TBM2005060503","2005-06-02 20:00:00",160,"2018-04-12 06:23:30",0,0,0,202,0,0
2052194,"TBM2005060502","2005-06-02 20:00:00",160,"2018-04-12 06:23:40",0,0,0,10,0,0
2052334,"TBM2005071004","2005-07-14 20:00:00",20,"2018-04-12 06:23:40",0,0,0,1,0,0
2052949,"TBM1999110211","1999-11-01 19:00:00",160,"2018-04-12 06:37:02",0,0,0,0,3,0
2053210,"TBM2005070208","2005-06-30 20:00:00",300,"2018-04-12 06:23:31",0,0,0,0,0,4
2053613,"TBM2001081201","2001-08-19 20:00:00",20,"2018-04-12 06:43:41",0,0,0,6,0,0
2053677,"TBM2001090204","2001-09-03 20:00:00",160,"2018-04-12 06:43:41",0,0,0,39,0,0
2054096,"TBM2005070206","2005-06-30 20:00:00",300,"2018-04-12 06:23:31",0,0,0,23,0,0
2055045,"TBM2001081207","2001-08-19 20:00:00",20,"2018-04-12 06:44:07",0,0,0,24,0,0
2055469,"TBM2001090203","2001-09-03 20:00:00",20,"2018-04-12 06:43:34",0,0,0,5,0,0
2069774,"TBM2001071402","2001-07-12 20:00:00",20,"2018-04-12 06:43:39",0,0,0,15,0,0
2070035,"TBM2001071405","2001-07-15 20:00:00",20,"2018-04-12 06:43:35",0,0,0,127,0,0
2070736,"TBM2001080601","2001-08-19 20:00:00",160,"2018-04-12 06:43:55",0,0,0,154,0,0
2070740,"TBM2001080604","2001-08-19 20:00:00",160,"2018-04-12 06:43:55",0,0,0,20,0,0
2070880,"TBM2001091203","2001-09-17 20:00:00",160,"2018-04-12 06:44:01",0,1,0,0,0,0
2071056,"TBM2001061104","2001-06-11 20:00:00",160,"2018-04-12 06:43:26",0,1,0,0,0,0
2071252,"TBM2001100106","2001-09-30 20:00:00",20,"2018-04-12 06:44:14",0,0,0,0,7,0
2071775,"TBM2001090701","2001-09-06 20:00:00",160,"2018-04-12 06:44:07",0,0,0,2,0,0
2072224,"TBM2001090202","2001-09-03 20:00:00",20,"2018-04-12 06:43:43",0,0,0,2,0,0
2072420,"TBM2001080602","2001-08-19 20:00:00",160,"2018-04-12 06:43:56",0,2,0,0,0,0
2072517,"TBM2001090701","2001-09-06 20:00:00",160,"2018-04-12 06:44:03",0,0,0,0,1,0
2072561,"TBM2001071301","2001-07-04 20:00:00",160,"2018-04-12 06:41:48",0,0,0,244,0,0
2072666,"TBM2001080602","2001-08-19 20:00:00",160,"2018-04-12 06:43:45",0,0,0,0,6,0
2073326,"TBM2001091205","2001-09-17 20:00:00",160,"2018-04-12 06:44:00",0,0,0,82,0,0
2073357,"TBM2001100103","2001-09-30 20:00:00",160,"2018-04-12 06:44:00",0,0,0,61,0,0
2073454,"TBM2001100601","2001-10-03 20:00:00",300,"2018-04-12 06:44:02",0,0,0,1,0,0
2073456,"TBM2001100603","2001-10-03 20:00:00",20,"2018-04-12 06:44:02",0,0,0,0,1,0
2073588,"TBM2001091203","2001-09-17 20:00:00",160,"2018-04-12 06:44:03",0,0,0,20,0,0
2073776,"TBM2001090205","2001-09-03 20:00:00",20,"2018-04-12 06:43:48",0,0,0,0,0,2
2074006,"TBM2001071303","2001-07-04 20:00:00",160,"2018-04-12 06:43:43",0,0,0,34,0,0
2074099,"TBM2001080301","2001-08-02 20:00:00",160,"2018-04-12 06:43:45",0,0,0,56,0,0
2074406,"TBM2001090702","2001-09-06 20:00:00",160,"2018-04-12 06:43:47",0,0,0,1,0,0
2074407,"TBM2001090703","2001-09-06 20:00:00",160,"2018-04-12 06:43:47",0,0,0,40,0,0
2074439,"TBM2001091205","2001-09-17 20:00:00",160,"2018-04-12 06:43:47",0,1,0,0,0,0
2075278,"TBM2001100103","2001-09-30 20:00:00",160,"2018-04-12 06:47:46",0,10,0,0,0,0
2075727,"TBM2001090701","2001-09-06 20:00:00",160,"2018-04-12 06:43:50",0,1,0,0,0,0
2076975,"TBM2000041313","2000-04-12 20:00:00",160,"2018-04-12 06:37:19",0,3,0,0,0,0
2077264,"TBM2001111002","2001-11-06 19:00:00",160,"2018-04-12 06:44:05",0,0,0,54,0,0
2079032,"TBM2005071002","2005-07-14 20:00:00",160,"2018-04-12 06:23:32",0,0,0,0,2,0
2079057,"TBM2005071404","2005-07-21 20:00:00",160,"2018-04-12 06:23:32",0,6,0,0,0,0
2079764,"TBM2005071402","2005-07-21 20:00:00",20,"2018-04-12 06:23:40",0,0,0,1,0,0
2079876,"TBM2005081403","2005-08-03 20:00:00",160,"2018-04-12 06:23:47",0,117,0,0,0,0
2079877,"TBM2005081403","2005-08-03 20:00:00",160,"2018-04-12 06:23:47",0,0,0,0,3,0
2080588,"TBM2005080405","2005-08-01 20:00:00",160,"2018-04-12 06:23:49",0,0,0,87,0,0
2081096,"TBM2005090402","2005-09-05 20:00:00",160,"2018-04-12 06:23:46",0,11,0,0,0,0
2081221,"TBM2005080505","2005-08-03 20:00:00",300,"2018-04-12 06:23:50",0,0,0,0,0,560
2081497,"TBM2005100601","2005-10-12 20:00:00",20,"2018-04-12 06:23:49",0,0,0,0,1,0
2081504,"TBM2005100706","2005-10-25 20:00:00",160,"2018-04-12 06:23:49",0,0,0,1,0,0
2082195,"TBM2005071404","2005-07-21 20:00:00",160,"2018-04-12 06:23:37",0,0,0,118,0,0
2082257,"TBM2005080503","2005-08-03 20:00:00",300,"2018-04-12 06:23:51",0,0,0,0,0,1
2082405,"TBM2005070901","2005-07-14 20:00:00",300,"2018-04-12 06:23:32",0,0,0,0,0,1
2082408,"TBM2005070906","2005-07-14 20:00:00",20,"2018-04-12 06:23:32",0,0,0,1,0,0
2082409,"TBM2005071002","2005-07-14 20:00:00",160,"2018-04-12 06:23:32",0,0,0,22,0,0
2082428,"TBM2005071403","2005-07-21 20:00:00",20,"2018-04-12 06:23:32",0,0,0,1,0,0
2082432,"TBM2005071501","2005-07-12 20:00:00",160,"2018-04-12 06:23:32",0,0,0,6,0,0
2082584,"TBM2005080507","2005-08-03 20:00:00",20,"2018-04-12 06:23:46",0,0,0,2,0,0
2082618,"TBM2005081306","2005-08-10 20:00:00",20,"2018-04-12 06:23:48",0,0,0,4,0,0
2082710,"TBM2005091407","2005-09-15 20:00:00",160,"2018-04-12 06:23:48",0,0,0,11,0,0
2082864,"TBM2005071003","2005-07-14 20:00:00",160,"2018-04-12 06:23:33",0,0,0,174,0,0
2082892,"TBM2005071501","2005-07-12 20:00:00",160,"2018-04-12 06:23:45",0,0,0,0,2,0
2083265,"TBM2005091402","2005-09-15 20:00:00",160,"2018-04-12 06:23:48",0,0,0,9,0,0
2083455,"TBM2005090403","2005-09-05 20:00:00",160,"2018-04-12 06:23:45",0,1,0,0,0,0
2083498,"TBM2005091401","2005-09-15 20:00:00",160,"2018-04-12 06:23:47",0,0,0,94,0,0
2083746,"TBM2005081302","2005-08-10 20:00:00",160,"2018-04-12 06:23:52",0,0,0,72,0,0
2083752,"TBM2005081308","2005-08-10 20:00:00",160,"2018-04-12 06:23:52",0,1,0,0,0,0
2084316,"TBM2005080204","2005-07-31 20:00:00",160,"2018-04-12 06:25:21",0,0,0,47,0,0
2084372,"TBM2005081305","2005-08-10 20:00:00",160,"2018-04-12 06:25:33",0,0,0,81,0,0
2084454,"TBM2005091001","2005-09-12 20:00:00",160,"2018-04-12 06:25:34",0,6,0,0,0,0
2084478,"TBM2005091401","2005-09-15 20:00:00",160,"2018-04-12 06:25:34",0,0,0,0,1,0
2084481,"TBM2005091407","2005-09-15 20:00:00",160,"2018-04-12 06:25:34",0,0,0,0,12,0
2084542,"TBM2005100604","2005-10-12 20:00:00",160,"2018-04-12 06:25:34",0,0,0,0,1,0
2084966,"TBM2005071407","2005-07-21 20:00:00",160,"2018-04-12 06:23:30",0,0,0,99,0,0
2085054,"TBM2005080502","2005-08-03 20:00:00",20,"2018-04-12 06:23:47",0,0,0,1,0,0
2085112,"TBM2005081403","2005-08-03 20:00:00",160,"2018-04-12 06:23:48",0,0,0,476,0,0
2085173,"TBM2005090604","2005-09-01 20:00:00",300,"2018-04-12 06:23:48",0,0,0,3,0,0
2085704,"TBM2005100603","2005-10-12 20:00:00",160,"2018-04-12 06:23:50",0,0,0,0,2,0
2085808,"TBM2005090902","2005-09-11 20:00:00",300,"2018-04-12 06:23:46",0,0,0,0,0,121
2085811,"TBM2005090903","2005-09-11 20:00:00",20,"2018-04-12 06:23:46",0,0,0,4,0,0
2085837,"TBM2005091402","2005-09-15 20:00:00",160,"2018-04-12 06:23:46",0,1,0,0,0,0
2086181,"TBM2005101301","2005-10-10 20:00:00",160,"2018-04-12 06:23:51",0,0,0,2,0,0
2086182,"TBM2005101303","2005-10-10 20:00:00",160,"2018-04-12 06:23:51",0,10,0,0,0,0
2086266,"TBM2005091403","2005-09-15 20:00:00",20,"2018-04-12 06:23:55",0,0,0,1,0,0
2089325,"TBM2000091401","2000-09-13 20:00:00",160,"2018-04-12 06:38:55",0,12,0,0,0,0
2090110,"TBM2005100502","2005-10-20 20:00:00",300,"2018-04-12 06:23:48",0,0,0,1,0,0
2090115,"TBM2005100603","2005-10-12 20:00:00",160,"2018-04-12 06:23:48",0,0,0,3,0,0
2091852,"TBM2002010401","2002-01-07 19:00:00",20,"2018-04-12 06:45:01",0,0,0,0,3,0
2092150,"TBM2002021104","2002-02-18 19:00:00",20,"2018-04-12 06:45:02",0,0,0,70,0,0
2092238,"TBM2002030904","2002-03-07 19:00:00",160,"2018-04-12 06:45:08",0,0,0,0,1,0
2093226,"TBM2001111003","2001-11-06 19:00:00",160,"2018-04-12 06:44:54",0,3,0,0,0,0
2093314,"TBM2001120705","2001-12-06 19:00:00",20,"2018-04-12 06:44:57",0,0,0,0,13,0
2095207,"TBM2001111004","2001-11-06 19:00:00",20,"2018-04-12 06:44:22",0,0,0,6,0,0
2095498,"TBM2001100603","2001-10-03 20:00:00",20,"2018-04-12 06:44:05",0,0,0,3,0,0
2095539,"TBM2001101303","2001-10-22 20:00:00",160,"2018-04-12 06:44:05",0,0,0,9,0,0
2095633,"TBM2002020405","2002-02-13 19:00:00",160,"2018-04-12 06:45:06",0,0,0,1,0,0
2096060,"TBM2001111501","2001-11-12 19:00:00",160,"2018-04-12 06:44:15",0,0,0,2,0,0
2097809,"TBM2001100602","2001-10-03 20:00:00",300,"2018-04-12 06:44:03",0,0,0,0,0,6
2098058,"TBM2002020204","2002-01-31 19:00:00",20,"2018-04-12 06:44:58",0,0,0,101,0,0
2098582,"TBM2001111308","2001-11-08 19:00:00",300,"2018-04-12 06:48:07",0,0,0,0,0,8
2098663,"TBM2001101303","2001-10-22 20:00:00",160,"2018-04-12 06:44:07",0,1,0,0,0,0
2098766,"TBM2001111002","2001-11-06 19:00:00",160,"2018-04-12 06:44:59",0,6,0,0,0,0
2098774,"TBM2001111307","2001-11-08 19:00:00",300,"2018-04-12 06:44:59",0,0,0,0,0,7
2098775,"TBM2001111308","2001-11-08 19:00:00",300,"2018-04-12 06:44:59",0,0,0,3,0,0
2098849,"TBM2001120906","2001-12-18 19:00:00",20,"2018-04-12 06:44:59",0,0,0,0,8,0
2099213,"TBM2002020206","2002-01-31 19:00:00",160,"2018-04-12 06:49:13",0,3,0,0,0,0
2100688,"TBM2005011105","2005-01-11 19:00:00",300,"2018-04-12 06:22:54",0,0,0,2,0,0
2100756,"TBM2005020403","2005-01-31 19:00:00",20,"2018-04-12 06:23:11",0,0,0,3,0,0
2100882,"TBM2005031401","2005-03-16 19:00:00",20,"2018-04-12 06:23:12",0,0,0,299,0,0
2105035,"TBM2005040903","2005-04-14 20:00:00",20,"2018-04-12 06:23:13",0,0,0,3,0,0
2105780,"TBM2001021301","2001-02-14 19:00:00",20,"2018-04-12 06:39:35",0,0,0,5,0,0
2112882,"TBM2002020406","2002-02-13 19:00:00",160,"2018-04-12 06:45:03",0,0,0,4,0,0
2113259,"TBM2002020206","2002-01-31 19:00:00",160,"2018-04-12 06:46:19",0,0,0,0,0,2
2113328,"TBM2002030106","2002-02-28 19:00:00",160,"2018-04-12 06:46:19",0,0,0,58,0,0
2113534,"TBM2002020406","2002-02-13 19:00:00",160,"2018-04-12 06:46:24",0,7,0,0,0,0
2113626,"TBM2002020407","2002-02-13 19:00:00",20,"2018-04-12 06:46:22",0,0,0,10,0,0
2113722,"TBM2002030907","2002-03-07 19:00:00",160,"2018-04-12 06:46:26",0,0,0,0,12,0
2114188,"TBM2002030103","2002-02-28 19:00:00",20,"2018-04-12 06:45:04",0,0,0,7,0,0
2114520,"TBM2002041203","2002-04-10 20:00:00",20,"2018-04-12 06:46:29",0,0,0,1,0,0
2114639,"TBM2002050407","2002-05-02 20:00:00",20,"2018-04-12 06:46:26",0,0,0,14,0,0
2114802,"TBM2002051003","2002-05-08 20:00:00",160,"2018-04-12 06:46:39",0,1,0,0,0,0
2114902,"TBM2002060802","2002-06-09 20:00:00",20,"2018-04-12 06:47:30",0,0,0,16,0,0
2114994,"TBM2002020202","2002-01-31 19:00:00",160,"2018-04-12 06:46:18",0,1,0,0,0,0
2115223,"TBM2002051001","2002-05-08 20:00:00",20,"2018-04-12 06:46:34",0,0,0,1,0,0
2115685,"TBM2002030904","2002-03-07 19:00:00",160,"2018-04-12 06:46:31",0,0,0,21,0,0
2115747,"TBM2002041205","2002-04-10 20:00:00",20,"2018-04-12 06:46:31",0,0,0,4,0,0
2115749,"TBM2002041207","2002-04-10 20:00:00",160,"2018-04-12 06:46:31",0,0,0,2,0,0
2115983,"TBM2002030904","2002-03-07 19:00:00",160,"2018-04-12 06:45:02",0,12,0,0,0,0
2117134,"TBM2002071303","2002-07-18 20:00:00",160,"2018-04-12 06:47:30",0,0,0,57,0,0
2117136,"TBM2002071307","2002-07-22 20:00:00",160,"2018-04-12 06:47:30",0,3,0,0,0,0
2117286,"TBM2002060803","2002-06-09 20:00:00",160,"2018-04-12 06:50:32",0,2,0,0,0,0
2118102,"TBM2002041207","2002-04-10 20:00:00",160,"2018-04-12 06:45:07",0,1,0,0,0,0
2118257,"TBM2002070405","2002-07-16 20:00:00",160,"2018-04-12 06:47:31",0,0,0,0,1,0
2136603,"TBM2005050303","2005-05-02 20:00:00",20,"2018-04-12 06:23:27",0,0,0,3,0,0
2136628,"TBM2005051003","2005-05-08 20:00:00",20,"2018-04-12 06:23:27",0,0,0,3,0,0
2136735,"TBM2005061204","2005-06-07 20:00:00",160,"2018-04-12 06:23:28",0,2,0,0,0,0
2141115,"TBM2005070901","2005-07-14 20:00:00",300,"2018-04-12 06:23:28",0,0,0,3,0,0
2141264,"TBM2001071202","2001-07-05 20:00:00",160,"2018-04-12 06:43:41",0,1,0,0,0,0
2141265,"TBM2001071203","2001-07-05 20:00:00",160,"2018-04-12 06:43:41",0,4,0,0,0,0
2141267,"TBM2001071301","2001-07-04 20:00:00",160,"2018-04-12 06:43:41",0,0,0,0,4,0
2155728,"TBM2005101302","2005-10-10 20:00:00",160,"2018-04-12 06:23:56",0,57,0,0,0,0
2156660,"TBM2005101306","2005-10-10 20:00:00",160,"2018-04-12 06:23:56",0,0,0,117,0,0
2156997,"TBM2005100502","2005-10-20 20:00:00",300,"2018-04-12 06:23:47",0,0,0,0,0,28
2157063,"TBM2005101302","2005-10-10 20:00:00",160,"2018-04-12 06:23:48",0,0,0,39,0,0
2157470,"TBM2005101303","2005-10-10 20:00:00",160,"2018-04-12 06:23:53",0,0,0,84,0,0
2157689,"TBM2005101301","2005-10-10 20:00:00",160,"2018-04-12 06:23:55",0,0,0,0,4,0
2159219,"TBM2005111206","2005-11-03 19:00:00",300,"2018-04-12 06:23:55",0,0,0,0,0,2
2160819,"TBM2001100601","2001-10-03 20:00:00",300,"2018-04-12 06:43:59",0,0,0,0,0,45
2161171,"TBM2001111302","2001-11-08 19:00:00",20,"2018-04-12 06:44:01",0,0,0,0,1,0
2161176,"TBM2001111501","2001-11-12 19:00:00",160,"2018-04-12 06:44:01",0,1,0,0,0,0
2161746,"TBM2005120304","2005-12-11 19:00:00",160,"2018-04-12 06:23:56",0,0,0,7,0,0
2163003,"TBM2005121006","2005-12-13 19:00:00",20,"2018-04-12 06:23:59",0,0,0,0,6,0
2163035,"TBM2005121601","2005-12-26 19:00:00",160,"2018-04-12 06:23:59",0,0,0,0,3,0
2163650,"TBM2005120307","2005-12-11 19:00:00",20,"2018-04-12 06:23:59",0,0,0,0,2,0
2175547,"TBM2005081308","2005-08-10 20:00:00",160,"2018-04-12 06:23:46",0,0,0,50,0,0
2181601,"TBM2006010802","2006-01-08 19:00:00",160,"2018-04-12 06:24:02",0,0,0,0,3,0
2182399,"TBM2006011107","2006-01-18 19:00:00",20,"2018-04-12 06:23:57",0,0,0,2,0,0
2184320,"TBM2006020803","2006-02-08 19:00:00",20,"2018-04-12 06:24:08",0,0,0,1,0,0
2186312,"TBM2006030304","2006-03-01 19:00:00",20,"2018-04-12 06:24:13",0,0,0,2,0,0
2186333,"TBM2006030805","2006-03-19 19:00:00",160,"2018-04-12 06:24:13",0,1,0,0,0,0
2186524,"TBM2006030302","2006-03-01 19:00:00",20,"2018-04-12 06:24:11",0,0,5,0,0,0
2188442,"TBM2006020303","2006-02-05 19:00:00",300,"2018-04-12 06:24:11",0,0,0,2,0,0
2188629,"TBM2006030305","2006-03-01 19:00:00",300,"2018-04-12 06:24:13",0,0,0,2,0,0
2188632,"TBM2006030307","2006-03-01 19:00:00",300,"2018-04-12 06:24:13",0,0,0,1,0,0
2191045,"TBM2002020204","2002-01-31 19:00:00",20,"2018-04-12 06:44:57",0,0,0,0,1,0
2191115,"TBM2002030104","2002-02-28 19:00:00",160,"2018-04-12 06:44:57",0,0,0,0,14,0
2191227,"TBM2002040702","2002-04-02 19:00:00",160,"2018-04-12 06:46:36",0,2,0,0,0,0
2195327,"TBM2006031206","2006-03-20 19:00:00",160,"2018-04-12 06:26:04",0,0,0,0,1,0
2198315,"TBM2006040806","2006-04-13 20:00:00",300,"2018-04-12 06:26:00",0,0,0,0,0,3
2198324,"TBM2006041104","2006-04-02 20:00:00",20,"2018-04-12 06:26:00",0,0,5,0,0,0
2198853,"TBM2006030804","2006-03-19 19:00:00",20,"2018-04-12 06:24:15",0,0,5,0,0,0
2201462,"TBM2006050205","2006-05-01 20:00:00",300,"2018-04-12 06:28:35",0,0,0,3,0,0
2204267,"TBM2006040702","2006-04-17 20:00:00",20,"2018-04-12 06:26:00",0,0,0,1,0,0
2207051,"TBM2006050201","2006-05-01 20:00:00",20,"2018-04-12 06:26:00",0,0,0,3,0,0
2215191,"TBM2002071305","2002-07-18 20:00:00",160,"2018-04-12 06:47:28",0,0,0,4,0,0
2215193,"TBM2002071308","2002-07-22 20:00:00",160,"2018-04-12 06:47:28",0,0,0,0,1,0
2215636,"TBM2006041107","2006-04-02 20:00:00",160,"2018-04-12 06:28:36",0,1,0,0,0,0
2216111,"TBM2006061204","2006-06-14 20:00:00",160,"2018-04-12 06:28:44",0,1,0,0,0,0
2216319,"TBM2006060502","2006-06-01 20:00:00",20,"2018-04-12 06:28:35",0,0,0,1,0,0
2216321,"TBM2006060601","2006-06-21 20:00:00",160,"2018-04-12 06:28:35",0,0,0,2,0,0
2216949,"TBM2006050301","2006-05-01 20:00:00",160,"2018-04-12 06:28:36",0,1,0,0,0,0
2217093,"TBM2006070302","2006-07-09 20:00:00",20,"2018-04-12 06:28:43",0,0,0,0,0,16
2217112,"TBM2006070605","2006-07-19 20:00:00",160,"2018-04-12 06:28:43",0,1,0,0,0,0
2217147,"TBM2006071102","2006-07-19 20:00:00",20,"2018-04-12 06:28:43",0,0,0,2,0,0
2217151,"TBM2006071108","2006-07-19 20:00:00",300,"2018-04-12 06:28:43",0,0,0,0,0,45
2217374,"TBM2006061204","2006-06-14 20:00:00",160,"2018-04-12 06:28:46",0,0,0,8,0,0
2218330,"TBM2006070303","2006-07-09 20:00:00",160,"2018-04-12 06:28:46",0,1,0,0,0,0
