"OBJECTID","Reference","Sampling_Date","Gear","ExDate","Bluefish","Common.Snook","Mullets","Pinfish","Red.Drum","Sand.Seatrout"
1550020,"TBM1996032006","1996-03-19 19:00:00",300,"2018-04-12 06:27:38",0,0,0,0,0,1
1550749,"TBM1996032004","1996-03-19 19:00:00",22,"2018-04-12 06:25:23",0,0,0,54,0,0
1550750,"TBM1996032004","1996-03-19 19:00:00",22,"2018-04-12 06:25:23",0,0,0,0,1,0
1550762,"TBM1996032207","1996-03-21 19:00:00",20,"2018-04-12 06:25:23",0,0,0,80,0,0
1550828,"TBM1996042601","1996-04-25 20:00:00",160,"2018-04-12 06:25:23",0,0,0,0,4,0
1550838,"TBM1996051312","1996-05-12 20:00:00",300,"2018-04-12 06:25:23",0,0,0,0,0,1
1550842,"TBM1996051407","1996-05-13 20:00:00",300,"2018-04-12 06:25:23",0,0,0,0,0,5
1551131,"TBM1996051415","1996-05-13 20:00:00",300,"2018-04-12 06:27:38",0,0,0,0,0,66
1551311,"TBM1996032209","1996-03-21 19:00:00",300,"2018-04-12 06:25:20",0,0,0,1,0,0
1551335,"TBM1996041807","1996-04-17 20:00:00",22,"2018-04-12 06:25:24",0,0,0,1,0,0
1551363,"TBM1996042602","1996-04-25 20:00:00",160,"2018-04-12 06:25:24",0,0,0,0,2,0
1555103,"TBM1996022010","1996-02-19 19:00:00",22,"2018-04-12 06:25:29",0,0,0,50,0,0
1555259,"TBM1996022104","1996-02-20 19:00:00",20,"2018-04-12 06:25:31",0,0,0,29,0,0
1556039,"TBM1996051405","1996-05-13 20:00:00",300,"2018-04-12 06:25:30",0,0,0,0,0,74
1556144,"TBM1996061304","1996-06-12 20:00:00",160,"2018-04-12 06:25:30",0,0,0,12,0,0
1556177,"TBM1996042602","1996-04-25 20:00:00",160,"2018-04-12 06:25:31",0,1,0,0,0,0
1556178,"TBM1996042603","1996-04-25 20:00:00",160,"2018-04-12 06:25:31",0,0,0,0,10,0
1556196,"TBM1996051415","1996-05-13 20:00:00",300,"2018-04-12 06:25:31",0,0,0,7,0,0
1572931,"TBM1996080603","1996-08-05 20:00:00",160,"2018-04-12 06:25:36",0,0,0,46,0,0
1572932,"TBM1996080604","1996-08-05 20:00:00",160,"2018-04-12 06:25:36",0,0,0,163,0,0
1573028,"TBM1996061402","1996-06-13 20:00:00",160,"2018-04-12 06:25:27",0,1,0,0,0,0
1573079,"TBM1996062104","1996-06-20 20:00:00",20,"2018-04-12 06:26:15",0,0,0,54,0,0
1573232,"TBM1996062001","1996-06-19 20:00:00",22,"2018-04-12 06:25:31",0,0,0,4,0,0
1574017,"TBM1996071110","1996-07-10 20:00:00",160,"2018-04-12 06:26:11",0,0,0,137,0,0
1574153,"TBM1996081408","1996-08-13 20:00:00",300,"2018-04-12 06:26:11",0,0,0,0,0,22
1574634,"TBM1996081515","1996-08-14 20:00:00",22,"2018-04-12 06:26:18",0,0,0,5,0,0
1574718,"TBM1996091709","1996-09-16 20:00:00",300,"2018-04-12 06:26:18",0,0,0,0,0,7
1576651,"TBM1996022007","1996-02-19 19:00:00",20,"2018-04-12 06:25:24",0,0,0,2,0,0
1576652,"TBM1996022010","1996-02-19 19:00:00",22,"2018-04-12 06:25:24",0,0,0,0,1,0
1576653,"TBM1996022014","1996-02-19 19:00:00",300,"2018-04-12 06:25:24",0,0,0,5,0,0
1577278,"TBM1996061301","1996-06-12 20:00:00",160,"2018-04-12 06:25:26",0,0,0,11,0,0
1581402,"TBM2003101710","2003-10-09 20:00:00",300,"2018-04-12 06:22:28",0,0,0,0,0,15
1581494,"TBM2003111010","2003-11-06 19:00:00",300,"2018-04-12 06:22:28",0,0,0,0,0,2
1581495,"TBM2003111013","2003-11-06 19:00:00",300,"2018-04-12 06:22:28",0,0,0,0,0,64
1581503,"TBM2003111305","2003-11-11 19:00:00",160,"2018-04-12 06:22:28",0,3,0,0,0,0
1581805,"TBM2003120204","2003-11-30 19:00:00",160,"2018-04-12 06:22:28",0,0,0,0,1,0
1581822,"TBM2003120611","2003-12-01 19:00:00",300,"2018-04-12 06:22:28",0,0,0,0,0,4
1582283,"TBM2003111713","2003-11-20 19:00:00",300,"2018-04-12 06:21:14",0,0,0,0,0,5
1584465,"TBM1996061917","1996-06-18 20:00:00",20,"2018-04-12 06:26:04",0,0,0,19,0,0
1584504,"TBM1996071105","1996-07-10 20:00:00",160,"2018-04-12 06:26:04",0,0,0,1,0,0
1584803,"TBM1996011905","1996-01-18 19:00:00",20,"2018-04-12 06:25:26",0,0,0,0,1,0
1585031,"TBM1996081407","1996-08-13 20:00:00",300,"2018-04-12 06:26:09",0,0,0,0,0,51
1585132,"TBM1996091705","1996-09-16 20:00:00",20,"2018-04-12 06:26:11",0,0,0,0,1,0
1586261,"TBM1996051508","1996-05-14 20:00:00",160,"2018-04-12 06:25:27",0,0,0,0,2,0
1588612,"TBM1996022008","1996-02-19 19:00:00",300,"2018-04-12 06:25:15",0,0,0,0,0,1
1589487,"TBM1996032101","1996-03-20 19:00:00",20,"2018-04-12 06:25:27",0,0,0,0,1,0
1589488,"TBM1996032205","1996-03-21 19:00:00",20,"2018-04-12 06:25:27",0,0,0,7,0,0
1589520,"TBM1996041808","1996-04-17 20:00:00",20,"2018-04-12 06:25:27",0,0,0,829,0,0
1589536,"TBM1996042404","1996-04-23 20:00:00",160,"2018-04-12 06:25:27",0,42,0,0,0,0
1589577,"TBM1996051505","1996-05-14 20:00:00",160,"2018-04-12 06:25:27",0,3,0,0,0,0
1589641,"TBM1996061304","1996-06-12 20:00:00",160,"2018-04-12 06:25:29",0,8,0,0,0,0
1589821,"TBM1996011804","1996-01-17 19:00:00",20,"2018-04-12 06:25:15",0,0,0,2,0,0
1589827,"TBM1996011809","1996-01-17 19:00:00",300,"2018-04-12 06:25:15",0,0,0,1,0,0
1590841,"TBM1996011802","1996-01-17 19:00:00",20,"2018-04-12 06:25:16",0,0,0,19,0,0
1591005,"TBM1996041703","1996-04-16 20:00:00",300,"2018-04-12 06:25:27",0,0,0,5,0,0
1591757,"TBM1996022101","1996-02-20 19:00:00",20,"2018-04-12 06:25:26",0,0,0,116,0,0
1591803,"TBM1996032204","1996-03-21 19:00:00",20,"2018-04-12 06:25:26",0,0,0,180,0,0
1591828,"TBM1996041702","1996-04-16 20:00:00",20,"2018-04-12 06:25:26",0,0,0,4,0,0
1591829,"TBM1996041709","1996-04-16 20:00:00",20,"2018-04-12 06:25:26",0,0,0,9,0,0
1591878,"TBM1996051416","1996-05-13 20:00:00",20,"2018-04-12 06:25:26",0,0,0,3,0,0
1591883,"TBM1996051508","1996-05-14 20:00:00",160,"2018-04-12 06:25:26",0,2,0,0,0,0
1591894,"TBM1996051704","1996-05-16 20:00:00",160,"2018-04-12 06:25:28",0,1,0,0,0,0
1595401,"TBM1996011801","1996-01-17 19:00:00",20,"2018-04-12 06:25:15",0,0,0,0,1,0
1595405,"TBM1996011812","1996-01-17 19:00:00",20,"2018-04-12 06:25:15",0,0,0,2,0,0
1595406,"TBM1996011812","1996-01-17 19:00:00",20,"2018-04-12 06:25:15",0,0,0,0,3,0
1595569,"TBM1996041708","1996-04-16 20:00:00",20,"2018-04-12 06:25:25",0,0,0,28,0,0
1596348,"TBM1996061402","1996-06-13 20:00:00",160,"2018-04-12 06:25:28",0,0,0,22,0,0
1596463,"TBM1996051704","1996-05-16 20:00:00",160,"2018-04-12 06:25:26",0,0,0,2,0,0
1597305,"TBM1996072207","1996-07-21 20:00:00",20,"2018-04-12 06:26:13",0,0,0,3,0,0
1597307,"TBM1996072208","1996-07-21 20:00:00",300,"2018-04-12 06:26:13",0,0,0,1,0,0
1597412,"TBM1996091104","1996-09-10 20:00:00",160,"2018-04-12 06:26:13",0,0,0,0,7,0
1597730,"TBM1996061910","1996-06-18 20:00:00",20,"2018-04-12 06:25:29",0,0,0,29,0,0
1598673,"TBM1996072201","1996-07-21 20:00:00",300,"2018-04-12 06:26:18",0,0,0,0,0,24
1598681,"TBM1996072207","1996-07-21 20:00:00",20,"2018-04-12 06:26:18",0,0,0,0,0,3
1599198,"TBM2003111304","2003-11-11 19:00:00",160,"2018-04-12 06:21:16",0,63,0,0,0,0
1599200,"TBM2003111305","2003-11-11 19:00:00",160,"2018-04-12 06:21:16",0,0,0,4,0,0
1599218,"TBM2003111708","2003-11-18 19:00:00",20,"2018-04-12 06:21:16",0,0,0,0,1,0
1600536,"TBM1996071110","1996-07-10 20:00:00",160,"2018-04-12 06:25:29",0,3,0,0,0,0
1600655,"TBM1996081405","1996-08-13 20:00:00",20,"2018-04-12 06:26:15",0,0,0,4,0,0
1602749,"TBM2003101703","2003-10-09 20:00:00",20,"2018-04-12 06:21:20",0,0,0,0,0,1
1602885,"TBM2003111710","2003-11-20 19:00:00",20,"2018-04-12 06:21:29",0,0,0,0,23,0
1603174,"TBM2003120202","2003-11-30 19:00:00",160,"2018-04-12 06:21:30",0,0,0,0,2,0
1603175,"TBM2003120203","2003-11-30 19:00:00",160,"2018-04-12 06:21:30",0,0,0,0,1,0
1603177,"TBM2003120205","2003-11-30 19:00:00",20,"2018-04-12 06:21:30",0,0,0,0,10,0
1603191,"TBM2003120609","2003-12-01 19:00:00",300,"2018-04-12 06:21:30",0,0,0,0,0,1
1603436,"TBM1996072209","1996-07-21 20:00:00",300,"2018-04-12 06:26:18",0,0,0,0,0,1
1603876,"TBM1996062013","1996-06-19 20:00:00",300,"2018-04-12 06:26:04",0,0,0,0,0,3
1604488,"TBM1996091708","1996-09-16 20:00:00",22,"2018-04-12 06:26:16",0,0,0,1,0,0
1606240,"TBM1996090602","1996-09-05 20:00:00",160,"2018-04-12 06:26:11",0,0,0,3,0,0
1607063,"TBM1996091701","1996-09-16 20:00:00",300,"2018-04-12 06:26:18",0,0,0,0,0,72
1619947,"TBM1996101008","1996-10-09 20:00:00",160,"2018-04-12 06:26:18",0,12,0,0,0,0
1619999,"TBM1996101710","1996-10-16 20:00:00",20,"2018-04-12 06:28:17",0,0,0,0,1,0
1620530,"TBM1996110402","1996-11-03 19:00:00",160,"2018-04-12 06:28:24",0,0,0,0,6,0
1620595,"TBM1996112022","1996-11-19 19:00:00",20,"2018-04-12 06:28:24",0,0,0,1,0,0
1620863,"TBM1996101108","1996-10-10 20:00:00",160,"2018-04-12 06:26:11",0,0,0,0,0,2
1621622,"TBM1996112028","1996-11-19 19:00:00",20,"2018-04-12 06:28:22",0,0,0,0,1,0
1621652,"TBM1996121110","1996-12-10 19:00:00",20,"2018-04-12 06:28:22",0,0,0,0,2,0
1621740,"TBM1996101707","1996-10-16 20:00:00",300,"2018-04-12 06:28:48",0,0,0,0,0,21
1621879,"TBM1996120603","1996-12-05 19:00:00",160,"2018-04-12 06:28:48",0,0,0,11,0,0
1621892,"TBM1996121101","1996-12-10 19:00:00",22,"2018-04-12 06:28:48",0,0,0,0,1,0
1622269,"TBM1996112107","1996-11-20 19:00:00",20,"2018-04-12 06:28:20",0,0,0,0,29,0
1622660,"TBM1996101004","1996-10-09 20:00:00",160,"2018-04-12 06:26:22",0,0,0,0,1,0
1624014,"TBM1996101004","1996-10-09 20:00:00",160,"2018-04-12 06:26:18",0,0,0,14,0,0
1624113,"TBM1996110403","1996-11-03 19:00:00",160,"2018-04-12 06:28:26",0,0,0,0,1,0
1624170,"TBM1996101008","1996-10-09 20:00:00",160,"2018-04-12 06:26:16",0,0,0,186,0,0
1624387,"TBM1997011520","1997-01-14 19:00:00",22,"2018-04-12 06:28:26",0,0,0,15,0,0
1624780,"TBM1996101608","1996-10-15 20:00:00",20,"2018-04-12 06:28:17",0,0,0,2,0,0
1624834,"TBM1996110401","1996-11-03 19:00:00",160,"2018-04-12 06:28:17",0,0,0,0,1,0
1624908,"TBM1996112014","1996-11-19 19:00:00",22,"2018-04-12 06:28:17",0,0,0,0,0,7
1624937,"TBM1996120601","1996-12-05 19:00:00",160,"2018-04-12 06:28:17",0,0,0,24,0,0
1625069,"TBM1996101108","1996-10-10 20:00:00",160,"2018-04-12 06:26:21",0,0,0,6,0,0
1625073,"TBM1996101112","1996-10-10 20:00:00",160,"2018-04-12 06:26:21",0,0,0,10,0,0
1625130,"TBM1996101717","1996-10-16 20:00:00",300,"2018-04-12 06:28:26",0,0,0,0,0,12
1626688,"TBM1996120403","1996-12-03 19:00:00",160,"2018-04-12 06:28:26",0,0,0,0,0,1
1627646,"TBM1997011523","1997-01-14 19:00:00",300,"2018-04-12 06:28:20",0,0,0,28,0,0
1627828,"TBM1996120603","1996-12-05 19:00:00",160,"2018-04-12 06:28:19",0,0,0,0,1,0
1627831,"TBM1996120903","1996-12-08 19:00:00",20,"2018-04-12 06:28:19",0,0,0,1,0,0
1627935,"TBM1997011612","1997-01-15 19:00:00",20,"2018-04-12 06:28:24",0,0,0,20,0,0
1628275,"TBM1996120601","1996-12-05 19:00:00",160,"2018-04-12 06:28:22",0,11,0,0,0,0
1628478,"TBM1996112024","1996-11-19 19:00:00",300,"2018-04-12 06:28:26",0,0,0,1,0,0
1633097,"TBM1997021910","1997-02-18 19:00:00",22,"2018-04-12 06:28:24",0,0,0,1,0,0
1634466,"TBM1997021704","1997-02-16 19:00:00",160,"2018-04-12 06:29:38",0,0,0,8,0,0
1634537,"TBM1997031815","1997-03-17 19:00:00",160,"2018-04-12 06:29:38",0,0,0,0,2,0
1635253,"TBM1997031016","1997-03-09 19:00:00",20,"2018-04-12 06:29:33",0,0,0,66,0,0
1635291,"TBM1997032001","1997-03-19 19:00:00",160,"2018-04-12 06:29:33",0,0,0,0,1,0
1635579,"TBM1997011520","1997-01-14 19:00:00",22,"2018-04-12 06:31:10",0,0,0,0,5,0
1635663,"TBM1997021906","1997-02-18 19:00:00",20,"2018-04-12 06:31:10",0,0,0,146,0,0
1635741,"TBM1997032002","1997-03-19 19:00:00",160,"2018-04-12 06:31:10",0,8,0,0,0,0
1635742,"TBM1997032002","1997-03-19 19:00:00",160,"2018-04-12 06:31:10",0,0,0,0,2,0
1636345,"TBM1997031008","1997-03-09 19:00:00",300,"2018-04-12 06:29:36",0,0,0,7,0,0
1636349,"TBM1997031011","1997-03-09 19:00:00",22,"2018-04-12 06:29:38",0,0,0,3,0,0
1636492,"TBM1997051903","1997-05-18 20:00:00",160,"2018-04-12 06:31:12",0,11,0,0,0,0
1636975,"TBM1997051504","1997-05-14 20:00:00",20,"2018-04-12 06:29:40",0,0,0,10,0,0
1637881,"TBM1997041615","1997-04-15 20:00:00",20,"2018-04-12 06:29:34",0,0,0,93,0,0
1637993,"TBM1997051505","1997-05-14 20:00:00",20,"2018-04-12 06:29:36",0,0,0,1,0,0
1638024,"TBM1997032002","1997-03-19 19:00:00",160,"2018-04-12 06:29:38",1,0,0,0,0,0
1638121,"TBM1997042402","1997-04-23 20:00:00",160,"2018-04-12 06:29:41",0,1,0,0,0,0
1638200,"TBM1997051403","1997-05-13 20:00:00",300,"2018-04-12 06:31:13",0,0,0,0,0,3
1638642,"TBM1997011521","1997-01-14 19:00:00",20,"2018-04-12 06:28:23",0,0,0,0,2,0
1638769,"TBM1997031012","1997-03-09 19:00:00",300,"2018-04-12 06:29:32",0,0,0,101,0,0
1639972,"TBM1997031105","1997-03-10 19:00:00",20,"2018-04-12 06:29:43",0,0,0,11,0,0
1639973,"TBM1997031108","1997-03-10 19:00:00",20,"2018-04-12 06:29:43",0,0,0,508,0,0
1640017,"TBM1997032001","1997-03-19 19:00:00",160,"2018-04-12 06:29:43",0,0,0,1,0,0
1640244,"TBM1997011516","1997-01-14 19:00:00",300,"2018-04-12 06:28:26",0,0,0,0,0,28
1640618,"TBM1997021905","1997-02-18 19:00:00",20,"2018-04-12 06:29:38",0,0,0,176,0,0
1640620,"TBM1997021911","1997-02-18 19:00:00",300,"2018-04-12 06:29:38",0,0,0,1,0,0
1640681,"TBM1997041406","1997-04-13 20:00:00",20,"2018-04-12 06:29:43",0,0,0,98,0,0
1641000,"TBM1997031815","1997-03-17 19:00:00",160,"2018-04-12 06:29:42",0,16,0,0,0,0
1641015,"TBM1997032003","1997-03-19 19:00:00",160,"2018-04-12 06:29:42",0,0,0,0,1,0
1641226,"TBM1997011501","1997-01-14 19:00:00",160,"2018-04-12 06:28:28",0,0,0,0,4,0
1641243,"TBM1997011609","1997-01-15 19:00:00",20,"2018-04-12 06:28:28",0,0,0,1,0,0
1641289,"TBM1997031815","1997-03-17 19:00:00",160,"2018-04-12 06:29:38",0,0,0,11,0,0
1641407,"TBM1997042404","1997-04-23 20:00:00",160,"2018-04-12 06:29:39",0,2,0,0,0,0
1641480,"TBM1997051405","1997-05-13 20:00:00",22,"2018-04-12 06:31:13",0,0,0,7,0,0
1641765,"TBM1997031101","1997-03-10 19:00:00",300,"2018-04-12 06:29:43",0,0,0,0,0,2
1641767,"TBM1997031104","1997-03-10 19:00:00",20,"2018-04-12 06:29:43",0,0,0,74,0,0
1641804,"TBM1997032001","1997-03-19 19:00:00",160,"2018-04-12 06:29:43",0,0,0,0,0,3
1641844,"TBM1997041401","1997-04-13 20:00:00",20,"2018-04-12 06:29:43",0,0,0,28,0,0
1641847,"TBM1997041405","1997-04-13 20:00:00",20,"2018-04-12 06:29:43",0,0,0,39,0,0
1642537,"TBM2003101708","2003-10-09 20:00:00",300,"2018-04-12 06:21:12",0,0,0,0,0,111
1642640,"TBM2003111007","2003-11-06 19:00:00",300,"2018-04-12 06:21:13",0,0,0,0,0,13
1642662,"TBM2003111714","2003-11-20 19:00:00",300,"2018-04-12 06:21:13",0,0,0,0,0,8
1642907,"TBM2003111012","2003-11-06 19:00:00",20,"2018-04-12 06:21:06",0,0,0,0,1,0
1643533,"TBM2003111302","2003-11-11 19:00:00",160,"2018-04-12 06:21:06",0,0,0,0,3,0
1643555,"TBM2003111707","2003-11-18 19:00:00",20,"2018-04-12 06:21:06",0,0,0,0,6,0
1643732,"TBM2004010801","2004-01-07 19:00:00",20,"2018-04-12 06:21:55",0,0,0,28,0,0
1643903,"TBM2003101709","2003-10-09 20:00:00",300,"2018-04-12 06:21:04",0,0,0,0,0,66
1644029,"TBM2003101704","2003-10-09 20:00:00",20,"2018-04-12 06:21:47",0,0,0,0,0,1
1644120,"TBM2003111302","2003-11-11 19:00:00",160,"2018-04-12 06:21:47",0,0,0,6,0,0
1644134,"TBM2003111703","2003-11-18 19:00:00",300,"2018-04-12 06:21:49",0,0,0,0,7,0
1644570,"TBM2003120201","2003-11-30 19:00:00",160,"2018-04-12 06:21:13",0,0,0,4,0,0
1644571,"TBM2003120206","2003-11-30 19:00:00",20,"2018-04-12 06:21:13",0,0,0,0,2,0
1644810,"TBM1997051401","1997-05-13 20:00:00",20,"2018-04-12 06:31:17",0,0,0,497,0,0
1644984,"TBM2003101703","2003-10-09 20:00:00",20,"2018-04-12 06:21:12",0,0,0,1,0,0
1644987,"TBM2003101706","2003-10-09 20:00:00",20,"2018-04-12 06:21:12",0,0,0,0,1,0
1644988,"TBM2003101707","2003-10-09 20:00:00",20,"2018-04-12 06:21:12",0,0,0,0,14,0
1644992,"TBM2003101711","2003-10-09 20:00:00",300,"2018-04-12 06:21:12",0,0,0,0,0,55
1645095,"TBM2003111304","2003-11-11 19:00:00",160,"2018-04-12 06:21:14",0,0,0,17,0,0
1645102,"TBM2003111607","2003-11-16 19:00:00",300,"2018-04-12 06:21:14",0,0,0,0,0,2
1645110,"TBM2003111706","2003-11-18 19:00:00",20,"2018-04-12 06:21:14",0,0,0,0,6,0
1647071,"TBM2004010901","2004-01-01 19:00:00",20,"2018-04-12 06:21:33",0,0,0,1,0,0
1647072,"TBM2004010901","2004-01-01 19:00:00",20,"2018-04-12 06:21:33",0,0,0,0,5,0
1647175,"TBM2004020403","2004-02-03 19:00:00",300,"2018-04-12 06:21:34",0,0,0,0,0,3
1647497,"TBM2003120608","2003-12-01 19:00:00",300,"2018-04-12 06:21:50",0,0,0,0,0,9
1647596,"TBM2004010706","2004-01-06 19:00:00",300,"2018-04-12 06:22:08",0,0,0,2,0,0
1647824,"TBM2004021406","2004-02-08 19:00:00",300,"2018-04-12 06:21:34",0,0,0,2,0,0
1647919,"TBM2004031008","2004-03-02 19:00:00",300,"2018-04-12 06:21:34",0,0,0,1,0,0
1648009,"TBM2004040402","2004-04-06 20:00:00",160,"2018-04-12 06:21:42",0,2,0,0,0,0
1648010,"TBM2004040402","2004-04-06 20:00:00",160,"2018-04-12 06:21:42",0,0,0,0,2,0
1648128,"TBM2004020406","2004-02-03 19:00:00",20,"2018-04-12 06:23:08",0,0,0,3,0,0
1648301,"TBM2004031001","2004-03-02 19:00:00",300,"2018-04-12 06:21:36",0,0,0,5,0,0
1648303,"TBM2004031007","2004-03-02 19:00:00",300,"2018-04-12 06:21:36",0,0,0,1,0,0
1648311,"TBM2004031206","2004-02-29 19:00:00",160,"2018-04-12 06:21:36",0,0,0,0,1,0
1648399,"TBM2004040405","2004-04-06 20:00:00",20,"2018-04-12 06:21:45",0,0,0,3,0,0
1648911,"TBM2003111605","2003-11-16 19:00:00",20,"2018-04-12 06:21:05",0,0,0,0,2,0
1648912,"TBM2003111606","2003-11-16 19:00:00",300,"2018-04-12 06:21:05",0,0,0,0,0,1
1648989,"TBM2003120404","2003-11-30 19:00:00",20,"2018-04-12 06:21:05",0,0,0,0,5,0
1648998,"TBM2003120610","2003-12-01 19:00:00",300,"2018-04-12 06:21:05",0,0,0,0,0,5
1649605,"TBM2004021407","2004-02-08 19:00:00",300,"2018-04-12 06:21:57",0,0,0,2,0,0
1649752,"TBM2004020105","2004-02-01 19:00:00",20,"2018-04-12 06:22:08",0,0,0,1,0,0
1649799,"TBM2004021408","2004-02-08 19:00:00",300,"2018-04-12 06:22:08",0,0,0,1,0,0
1650187,"TBM2004020101","2004-02-01 19:00:00",20,"2018-04-12 06:22:06",0,0,0,1,0,0
1650197,"TBM2004020404","2004-02-03 19:00:00",300,"2018-04-12 06:22:06",0,0,0,0,0,2
1650245,"TBM2004021409","2004-02-08 19:00:00",300,"2018-04-12 06:22:06",0,0,0,1,0,0
1650680,"TBM2004011504","2004-01-08 19:00:00",300,"2018-04-12 06:22:00",0,0,0,0,0,4
1650791,"TBM2004021403","2004-02-08 19:00:00",20,"2018-04-12 06:22:02",0,0,0,1,0,0
1650795,"TBM2004021407","2004-02-08 19:00:00",300,"2018-04-12 06:22:02",0,0,0,0,0,1
1651086,"TBM2004020103","2004-02-01 19:00:00",20,"2018-04-12 06:22:09",0,0,0,1,0,0
1651133,"TBM2004021406","2004-02-08 19:00:00",300,"2018-04-12 06:22:09",0,0,0,0,0,5
1651221,"TBM2004030307","2004-03-01 19:00:00",300,"2018-04-12 06:22:09",0,0,0,0,0,2
1651575,"TBM2004020101","2004-02-01 19:00:00",20,"2018-04-12 06:21:54",0,0,0,0,2,0
1651619,"TBM2004021001","2004-02-02 19:00:00",160,"2018-04-12 06:21:54",0,0,0,0,1,0
1651689,"TBM2004030311","2004-03-01 19:00:00",20,"2018-04-12 06:21:54",0,0,0,9,0,0
1652349,"TBM2004031607","2004-03-04 19:00:00",300,"2018-04-12 06:22:02",0,0,0,1,0,0
1652922,"TBM2004030312","2004-03-01 19:00:00",20,"2018-04-12 06:21:32",0,0,0,1,0,0
1652942,"TBM2004031002","2004-03-02 19:00:00",300,"2018-04-12 06:21:32",0,0,0,6,0,0
1653363,"TBM2004031006","2004-03-02 19:00:00",20,"2018-04-12 06:21:58",0,0,0,1,0,0
1653436,"TBM2004040105","2004-04-05 20:00:00",20,"2018-04-12 06:22:08",0,0,0,96,0,0
1654147,"TBM2004030308","2004-03-01 19:00:00",300,"2018-04-12 06:22:08",0,0,0,0,0,3
1654172,"TBM2004031201","2004-02-29 19:00:00",20,"2018-04-12 06:22:08",0,0,0,14,0,0
1654378,"TBM2004031010","2004-03-02 19:00:00",300,"2018-04-12 06:23:08",0,0,0,5,0,0
1654397,"TBM2004031610","2004-03-04 19:00:00",20,"2018-04-12 06:23:08",0,0,0,11,0,0
1662799,"TBM1996022002","1996-02-19 19:00:00",20,"2018-04-12 06:25:30",0,0,0,4,0,0
1662806,"TBM1996022105","1996-02-20 19:00:00",20,"2018-04-12 06:25:30",0,0,0,159,0,0
1662883,"TBM1996041711","1996-04-16 20:00:00",22,"2018-04-12 06:25:30",0,0,0,1,0,0
1682543,"TBM2004010904","2004-01-01 19:00:00",20,"2018-04-12 06:21:29",0,0,0,24,0,0
1682634,"TBM2004020407","2004-02-03 19:00:00",20,"2018-04-12 06:21:30",0,0,0,97,0,0
1682635,"TBM2004020411","2004-02-03 19:00:00",20,"2018-04-12 06:21:30",0,0,0,2,0,0
1682899,"TBM2004050501","2004-05-04 20:00:00",20,"2018-04-12 06:22:12",0,0,0,0,0,1
1682903,"TBM2004050601","2004-05-16 20:00:00",20,"2018-04-12 06:22:12",0,0,0,95,0,0
1682906,"TBM2004050604","2004-05-16 20:00:00",20,"2018-04-12 06:22:12",0,0,0,9,0,0
1683182,"TBM2004050605","2004-05-16 20:00:00",20,"2018-04-12 06:21:45",0,0,0,0,0,5
1683663,"TBM2004040401","2004-04-06 20:00:00",160,"2018-04-12 06:22:15",0,0,0,0,7,0
1683999,"TBM2004040905","2004-04-25 20:00:00",20,"2018-04-12 06:23:39",0,0,0,53,0,0
1684088,"TBM2004050504","2004-05-04 20:00:00",160,"2018-04-12 06:23:39",0,0,0,1,0,0
1684272,"TBM2004050507","2004-05-04 20:00:00",160,"2018-04-12 06:21:46",0,0,0,0,2,0
1684396,"TBM2004050507","2004-05-04 20:00:00",160,"2018-04-12 06:22:15",0,0,0,1,0,0
1684686,"TBM2004050504","2004-05-04 20:00:00",160,"2018-04-12 06:22:13",0,0,0,0,17,0
1684780,"TBM2004050802","2004-05-10 20:00:00",160,"2018-04-12 06:21:44",0,0,0,79,0,0
1684852,"TBM2004060101","2004-05-31 20:00:00",20,"2018-04-12 06:21:44",0,0,0,1,0,0
1684899,"TBM2004060904","2004-06-10 20:00:00",160,"2018-04-12 06:22:36",0,1,0,0,0,0
1685022,"TBM2004060903","2004-06-10 20:00:00",160,"2018-04-12 06:22:49",0,0,0,7,0,0
1685025,"TBM2004060904","2004-06-10 20:00:00",160,"2018-04-12 06:22:49",0,0,0,0,4,0
1685547,"TBM2004070504","2004-06-30 20:00:00",160,"2018-04-12 06:24:12",0,0,0,3,0,0
1685648,"TBM2004050501","2004-05-04 20:00:00",20,"2018-04-12 06:22:08",0,0,0,47,0,0
1687638,"TBM2004031011","2004-03-02 19:00:00",20,"2018-04-12 06:21:30",0,0,0,8,0,0
1687762,"TBM2004041407","2004-04-22 20:00:00",20,"2018-04-12 06:22:30",0,0,0,62,0,0
1690826,"TBM1996062101","1996-06-20 20:00:00",22,"2018-04-12 06:26:13",0,0,0,58,0,0
1690929,"TBM1996072208","1996-07-21 20:00:00",300,"2018-04-12 06:26:14",0,0,0,0,0,57
1691060,"TBM1996091703","1996-09-16 20:00:00",20,"2018-04-12 06:26:14",0,0,0,1,0,0
1696839,"TBM2003111008","2003-11-06 19:00:00",300,"2018-04-12 06:21:13",0,0,0,0,0,9
1696850,"TBM2003111302","2003-11-11 19:00:00",160,"2018-04-12 06:21:13",0,5,0,0,0,0
1696852,"TBM2003111304","2003-11-11 19:00:00",160,"2018-04-12 06:21:13",0,0,0,0,3,0
1696863,"TBM2003111705","2003-11-18 19:00:00",300,"2018-04-12 06:21:13",0,0,0,0,0,4
1696874,"TBM2003111802","2003-11-20 19:00:00",160,"2018-04-12 06:21:13",0,0,0,0,2,0
1696956,"TBM2003120605","2003-12-01 19:00:00",20,"2018-04-12 06:21:13",0,0,0,0,1,0
1697652,"TBM1997051903","1997-05-18 20:00:00",160,"2018-04-12 06:29:47",0,0,0,11,0,0
