OBJECTID,Reference,Sampling_Date,Latitude,Longitude,Gear,ExDate,Bluefish,Common Snook,Mullets,Pinfish,Red Drum,Sand Seatrout
1550020,TBM1996032006,1996-03-20T00:00:00Z,27.9105,-82.620167,300,2018-04-12T10:27:38Z,0,0,0,0,0,1
1550749,TBM1996032004,1996-03-20T00:00:00Z,27.855333,-82.5545,22,2018-04-12T10:25:23Z,0,0,0,54,0,0
1550750,TBM1996032004,1996-03-20T00:00:00Z,27.855333,-82.5545,22,2018-04-12T10:25:23Z,0,0,0,0,1,0
1550762,TBM1996032207,1996-03-22T00:00:00Z,27.926667,-82.533167,20,2018-04-12T10:25:23Z,0,0,0,80,0,0
1550828,TBM1996042601,1996-04-26T00:00:00Z,27.982667,-82.6925,160,2018-04-12T10:25:23Z,0,0,0,0,4,0
1550838,TBM1996051312,1996-05-13T00:00:00Z,27.861,-82.592667,300,2018-04-12T10:25:23Z,0,0,0,0,0,1
1550842,TBM1996051407,1996-05-14T00:00:00Z,27.915333,-82.605167,300,2018-04-12T10:25:23Z,0,0,0,0,0,5
1551131,TBM1996051415,1996-05-14T00:00:00Z,27.936333,-82.676167,300,2018-04-12T10:27:38Z,0,0,0,0,0,66
1551311,TBM1996032209,1996-03-22T00:00:00Z,27.970167,-82.640833,300,2018-04-12T10:25:20Z,0,0,0,1,0,0
1551335,TBM1996041807,1996-04-18T00:00:00Z,27.863167,-82.544333,22,2018-04-12T10:25:24Z,0,0,0,1,0,0
1551363,TBM1996042602,1996-04-26T00:00:00Z,27.955667,-82.719833,160,2018-04-12T10:25:24Z,0,0,0,0,2,0
1555103,TBM1996022010,1996-02-20T00:00:00Z,27.945833,-82.724167,22,2018-04-12T10:25:29Z,0,0,0,50,0,0
1555259,TBM1996022104,1996-02-21T00:00:00Z,27.870167,-82.540833,20,2018-04-12T10:25:31Z,0,0,0,29,0,0
1556039,TBM1996051405,1996-05-14T00:00:00Z,27.962167,-82.597833,300,2018-04-12T10:25:30Z,0,0,0,0,0,74
1556144,TBM1996061304,1996-06-13T00:00:00Z,27.872833,-82.609833,160,2018-04-12T10:25:30Z,0,0,0,12,0,0
1556177,TBM1996042602,1996-04-26T00:00:00Z,27.955667,-82.719833,160,2018-04-12T10:25:31Z,0,1,0,0,0,0
1556178,TBM1996042603,1996-04-26T00:00:00Z,27.909667,-82.643333,160,2018-04-12T10:25:31Z,0,0,0,0,10,0
1556196,TBM1996051415,1996-05-14T00:00:00Z,27.936333,-82.676167,300,2018-04-12T10:25:31Z,0,0,0,7,0,0
1572931,TBM1996080603,1996-08-06T00:00:00Z,27.910167,-82.632667,160,2018-04-12T10:25:36Z,0,0,0,46,0,0
1572932,TBM1996080604,1996-08-06T00:00:00Z,27.906167,-82.638167,160,2018-04-12T10:25:36Z,0,0,0,163,0,0
1573028,TBM1996061402,1996-06-14T00:00:00Z,27.982333,-82.692667,160,2018-04-12T10:25:27Z,0,1,0,0,0,0
1573079,TBM1996062104,1996-06-21T00:00:00Z,27.966,-82.575333,20,2018-04-12T10:26:15Z,0,0,0,54,0,0
1573232,TBM1996062001,1996-06-20T00:00:00Z,27.969667,-82.616,22,2018-04-12T10:25:31Z,0,0,0,4,0,0
1574017,TBM1996071110,1996-07-11T00:00:00Z,27.984833,-82.611,160,2018-04-12T10:26:11Z,0,0,0,137,0,0
1574153,TBM1996081408,1996-08-14T00:00:00Z,27.951833,-82.712167,300,2018-04-12T10:26:11Z,0,0,0,0,0,22
1574634,TBM1996081515,1996-08-15T00:00:00Z,27.915833,-82.6825,22,2018-04-12T10:26:18Z,0,0,0,5,0,0
1574718,TBM1996091709,1996-09-17T00:00:00Z,28.008,-82.671167,300,2018-04-12T10:26:18Z,0,0,0,0,0,7
1576651,TBM1996022007,1996-02-20T00:00:00Z,28.003333,-82.666167,20,2018-04-12T10:25:24Z,0,0,0,2,0,0
1576652,TBM1996022010,1996-02-20T00:00:00Z,27.945833,-82.724167,22,2018-04-12T10:25:24Z,0,0,0,0,1,0
1576653,TBM1996022014,1996-02-20T00:00:00Z,27.945333,-82.641333,300,2018-04-12T10:25:24Z,0,0,0,5,0,0
1577278,TBM1996061301,1996-06-13T00:00:00Z,27.874667,-82.602167,160,2018-04-12T10:25:26Z,0,0,0,11,0,0
1581402,TBM2003101710,2003-10-10T00:00:00Z,27.922567,-82.687733,300,2018-04-12T10:22:28Z,0,0,0,0,0,15
1581494,TBM2003111010,2003-11-07T00:00:00Z,27.923017,-82.68765,300,2018-04-12T10:22:28Z,0,0,0,0,0,2
1581495,TBM2003111013,2003-11-07T00:00:00Z,27.942417,-82.712067,300,2018-04-12T10:22:28Z,0,0,0,0,0,64
1581503,TBM2003111305,2003-11-12T00:00:00Z,27.865383,-82.59875,160,2018-04-12T10:22:28Z,0,3,0,0,0,0
1581805,TBM2003120204,2003-12-01T00:00:00Z,27.91975,-82.688,160,2018-04-12T10:22:28Z,0,0,0,0,1,0
1581822,TBM2003120611,2003-12-02T00:00:00Z,27.9307,-82.683933,300,2018-04-12T10:22:28Z,0,0,0,0,0,4
1582283,TBM2003111713,2003-11-21T00:00:00Z,27.94905,-82.54825,300,2018-04-12T10:21:14Z,0,0,0,0,0,5
1584465,TBM1996061917,1996-06-19T00:00:00Z,27.852333,-82.595667,20,2018-04-12T10:26:04Z,0,0,0,19,0,0
1584504,TBM1996071105,1996-07-11T00:00:00Z,27.967333,-82.575667,160,2018-04-12T10:26:04Z,0,0,0,1,0,0
1584803,TBM1996011905,1996-01-19T00:00:00Z,27.991667,-82.684167,20,2018-04-12T10:25:26Z,0,0,0,0,1,0
1585031,TBM1996081407,1996-08-14T00:00:00Z,27.922,-82.624167,300,2018-04-12T10:26:09Z,0,0,0,0,0,51
1585132,TBM1996091705,1996-09-17T00:00:00Z,27.931333,-82.7025,20,2018-04-12T10:26:11Z,0,0,0,0,1,0
1586261,TBM1996051508,1996-05-15T00:00:00Z,28.004167,-82.655667,160,2018-04-12T10:25:27Z,0,0,0,0,2,0
1588612,TBM1996022008,1996-02-20T00:00:00Z,27.974167,-82.6375,300,2018-04-12T10:25:15Z,0,0,0,0,0,1
1589487,TBM1996032101,1996-03-21T00:00:00Z,28.0185,-82.6815,20,2018-04-12T10:25:27Z,0,0,0,0,1,0
1589488,TBM1996032205,1996-03-22T00:00:00Z,27.946333,-82.5445,20,2018-04-12T10:25:27Z,0,0,0,7,0,0
1589520,TBM1996041808,1996-04-18T00:00:00Z,27.87,-82.537167,20,2018-04-12T10:25:27Z,0,0,0,829,0,0
1589536,TBM1996042404,1996-04-24T00:00:00Z,27.845667,-82.555,160,2018-04-12T10:25:27Z,0,42,0,0,0,0
1589577,TBM1996051505,1996-05-15T00:00:00Z,27.942,-82.545333,160,2018-04-12T10:25:27Z,0,3,0,0,0,0
1589641,TBM1996061304,1996-06-13T00:00:00Z,27.872833,-82.609833,160,2018-04-12T10:25:29Z,0,8,0,0,0,0
1589821,TBM1996011804,1996-01-18T00:00:00Z,27.866,-82.542833,20,2018-04-12T10:25:15Z,0,0,0,2,0,0
1589827,TBM1996011809,1996-01-18T00:00:00Z,27.963167,-82.590833,300,2018-04-12T10:25:15Z,0,0,0,1,0,0
1590841,TBM1996011802,1996-01-18T00:00:00Z,27.8765,-82.535833,20,2018-04-12T10:25:16Z,0,0,0,19,0,0
1591005,TBM1996041703,1996-04-17T00:00:00Z,27.986667,-82.6335,300,2018-04-12T10:25:27Z,0,0,0,5,0,0
1591757,TBM1996022101,1996-02-21T00:00:00Z,27.884167,-82.620833,20,2018-04-12T10:25:26Z,0,0,0,116,0,0
1591803,TBM1996032204,1996-03-22T00:00:00Z,27.958167,-82.571,20,2018-04-12T10:25:26Z,0,0,0,180,0,0
1591828,TBM1996041702,1996-04-17T00:00:00Z,27.976167,-82.689,20,2018-04-12T10:25:26Z,0,0,0,4,0,0
1591829,TBM1996041709,1996-04-17T00:00:00Z,27.944833,-82.544167,20,2018-04-12T10:25:26Z,0,0,0,9,0,0
1591878,TBM1996051416,1996-05-14T00:00:00Z,27.960333,-82.698833,20,2018-04-12T10:25:26Z,0,0,0,3,0,0
1591883,TBM1996051508,1996-05-15T00:00:00Z,28.004167,-82.655667,160,2018-04-12T10:25:26Z,0,2,0,0,0,0
1591894,TBM1996051704,1996-05-17T00:00:00Z,27.8275,-82.591667,160,2018-04-12T10:25:28Z,0,1,0,0,0,0
1595401,TBM1996011801,1996-01-18T00:00:00Z,27.8835,-82.535833,20,2018-04-12T10:25:15Z,0,0,0,0,1,0
1595405,TBM1996011812,1996-01-18T00:00:00Z,27.956833,-82.705667,20,2018-04-12T10:25:15Z,0,0,0,2,0,0
1595406,TBM1996011812,1996-01-18T00:00:00Z,27.956833,-82.705667,20,2018-04-12T10:25:15Z,0,0,0,0,3,0
1595569,TBM1996041708,1996-04-17T00:00:00Z,27.961667,-82.565833,20,2018-04-12T10:25:25Z,0,0,0,28,0,0
1596348,TBM1996061402,1996-06-14T00:00:00Z,27.982333,-82.692667,160,2018-04-12T10:25:28Z,0,0,0,22,0,0
1596463,TBM1996051704,1996-05-17T00:00:00Z,27.8275,-82.591667,160,2018-04-12T10:25:26Z,0,0,0,2,0,0
1597305,TBM1996072207,1996-07-22T00:00:00Z,28.0025,-82.655167,20,2018-04-12T10:26:13Z,0,0,0,3,0,0
1597307,TBM1996072208,1996-07-22T00:00:00Z,27.994833,-82.676167,300,2018-04-12T10:26:13Z,0,0,0,1,0,0
1597412,TBM1996091104,1996-09-11T00:00:00Z,27.883167,-82.533667,160,2018-04-12T10:26:13Z,0,0,0,0,7,0
1597730,TBM1996061910,1996-06-19T00:00:00Z,27.83,-82.584833,20,2018-04-12T10:25:29Z,0,0,0,29,0,0
1598673,TBM1996072201,1996-07-22T00:00:00Z,27.9725,-82.614333,300,2018-04-12T10:26:18Z,0,0,0,0,0,24
1598681,TBM1996072207,1996-07-22T00:00:00Z,28.0025,-82.655167,20,2018-04-12T10:26:18Z,0,0,0,0,0,3
1599198,TBM2003111304,2003-11-12T00:00:00Z,27.86395,-82.545417,160,2018-04-12T10:21:16Z,0,63,0,0,0,0
1599200,TBM2003111305,2003-11-12T00:00:00Z,27.865383,-82.59875,160,2018-04-12T10:21:16Z,0,0,0,4,0,0
1599218,TBM2003111708,2003-11-19T00:00:00Z,27.877783,-82.61195,20,2018-04-12T10:21:16Z,0,0,0,0,1,0
1600536,TBM1996071110,1996-07-11T00:00:00Z,27.984833,-82.611,160,2018-04-12T10:25:29Z,0,3,0,0,0,0
1600655,TBM1996081405,1996-08-14T00:00:00Z,27.981833,-82.606833,20,2018-04-12T10:26:15Z,0,0,0,4,0,0
1602749,TBM2003101703,2003-10-10T00:00:00Z,27.91335,-82.64145,20,2018-04-12T10:21:20Z,0,0,0,0,0,1
1602885,TBM2003111710,2003-11-21T00:00:00Z,27.960317,-82.54945,20,2018-04-12T10:21:29Z,0,0,0,0,23,0
1603174,TBM2003120202,2003-12-01T00:00:00Z,27.9053,-82.6373,160,2018-04-12T10:21:30Z,0,0,0,0,2,0
1603175,TBM2003120203,2003-12-01T00:00:00Z,27.91365,-82.669517,160,2018-04-12T10:21:30Z,0,0,0,0,1,0
1603177,TBM2003120205,2003-12-01T00:00:00Z,27.9653,-82.692917,20,2018-04-12T10:21:30Z,0,0,0,0,10,0
1603191,TBM2003120609,2003-12-02T00:00:00Z,27.924567,-82.687817,300,2018-04-12T10:21:30Z,0,0,0,0,0,1
1603436,TBM1996072209,1996-07-22T00:00:00Z,27.987667,-82.652333,300,2018-04-12T10:26:18Z,0,0,0,0,0,1
1603876,TBM1996062013,1996-06-20T00:00:00Z,27.929333,-82.661167,300,2018-04-12T10:26:04Z,0,0,0,0,0,3
1604488,TBM1996091708,1996-09-17T00:00:00Z,28.002333,-82.664667,22,2018-04-12T10:26:16Z,0,0,0,1,0,0
1606240,TBM1996090602,1996-09-06T00:00:00Z,27.909167,-82.6435,160,2018-04-12T10:26:11Z,0,0,0,3,0,0
1607063,TBM1996091701,1996-09-17T00:00:00Z,27.946,-82.6375,300,2018-04-12T10:26:18Z,0,0,0,0,0,72
1619947,TBM1996101008,1996-10-10T00:00:00Z,27.881167,-82.539167,160,2018-04-12T10:26:18Z,0,12,0,0,0,0
1619999,TBM1996101710,1996-10-17T00:00:00Z,27.9685,-82.686333,20,2018-04-12T10:28:17Z,0,0,0,0,1,0
1620530,TBM1996110402,1996-11-04T00:00:00Z,27.954833,-82.721167,160,2018-04-12T10:28:24Z,0,0,0,0,6,0
1620595,TBM1996112022,1996-11-20T00:00:00Z,27.961833,-82.571,20,2018-04-12T10:28:24Z,0,0,0,1,0,0
1620863,TBM1996101108,1996-10-11T00:00:00Z,27.92,-82.6885,160,2018-04-12T10:26:11Z,0,0,0,0,0,2
1621622,TBM1996112028,1996-11-20T00:00:00Z,27.9165,-82.683167,20,2018-04-12T10:28:22Z,0,0,0,0,1,0
1621652,TBM1996121110,1996-12-11T00:00:00Z,27.921333,-82.697333,20,2018-04-12T10:28:22Z,0,0,0,0,2,0
1621740,TBM1996101707,1996-10-17T00:00:00Z,27.989167,-82.675,300,2018-04-12T10:28:48Z,0,0,0,0,0,21
1621879,TBM1996120603,1996-12-06T00:00:00Z,27.8265,-82.591333,160,2018-04-12T10:28:48Z,0,0,0,11,0,0
1621892,TBM1996121101,1996-12-11T00:00:00Z,27.9975,-82.659,22,2018-04-12T10:28:48Z,0,0,0,0,1,0
1622269,TBM1996112107,1996-11-21T00:00:00Z,27.879167,-82.613,20,2018-04-12T10:28:20Z,0,0,0,0,29,0
1622660,TBM1996101004,1996-10-10T00:00:00Z,27.874167,-82.596667,160,2018-04-12T10:26:22Z,0,0,0,0,1,0
1624014,TBM1996101004,1996-10-10T00:00:00Z,27.874167,-82.596667,160,2018-04-12T10:26:18Z,0,0,0,14,0,0
1624113,TBM1996110403,1996-11-04T00:00:00Z,27.922333,-82.696333,160,2018-04-12T10:28:26Z,0,0,0,0,1,0
1624170,TBM1996101008,1996-10-10T00:00:00Z,27.881167,-82.539167,160,2018-04-12T10:26:16Z,0,0,0,186,0,0
1624387,TBM1997011520,1997-01-15T00:00:00Z,27.92,-82.688,22,2018-04-12T10:28:26Z,0,0,0,15,0,0
1624780,TBM1996101608,1996-10-16T00:00:00Z,27.84,-82.586667,20,2018-04-12T10:28:17Z,0,0,0,2,0,0
1624834,TBM1996110401,1996-11-04T00:00:00Z,28.006833,-82.664,160,2018-04-12T10:28:17Z,0,0,0,0,1,0
1624908,TBM1996112014,1996-11-20T00:00:00Z,27.998667,-82.657667,22,2018-04-12T10:28:17Z,0,0,0,0,0,7
1624937,TBM1996120601,1996-12-06T00:00:00Z,27.881833,-82.539,160,2018-04-12T10:28:17Z,0,0,0,24,0,0
1625069,TBM1996101108,1996-10-11T00:00:00Z,27.92,-82.6885,160,2018-04-12T10:26:21Z,0,0,0,6,0,0
1625073,TBM1996101112,1996-10-11T00:00:00Z,27.959333,-82.6935,160,2018-04-12T10:26:21Z,0,0,0,10,0,0
1625130,TBM1996101717,1996-10-17T00:00:00Z,27.9675,-82.582833,300,2018-04-12T10:28:26Z,0,0,0,0,0,12
1626688,TBM1996120403,1996-12-04T00:00:00Z,27.963167,-82.688167000000007,160,2018-04-12T10:28:26Z,0,0,0,0,0,1
1627646,TBM1997011523,1997-01-15T00:00:00Z,27.956833,-82.559833,300,2018-04-12T10:28:20Z,0,0,0,28,0,0
1627828,TBM1996120603,1996-12-06T00:00:00Z,27.8265,-82.591333,160,2018-04-12T10:28:19Z,0,0,0,0,1,0
1627831,TBM1996120903,1996-12-09T00:00:00Z,27.987,-82.626667,20,2018-04-12T10:28:19Z,0,0,0,1,0,0
1627935,TBM1997011612,1997-01-16T00:00:00Z,27.824667,-82.588833,20,2018-04-12T10:28:24Z,0,0,0,20,0,0
1628275,TBM1996120601,1996-12-06T00:00:00Z,27.881833,-82.539,160,2018-04-12T10:28:22Z,0,11,0,0,0,0
1628478,TBM1996112024,1996-11-20T00:00:00Z,27.958833,-82.573,300,2018-04-12T10:28:26Z,0,0,0,1,0,0
1633097,TBM1997021910,1997-02-19T00:00:00Z,27.895667,-82.637833,22,2018-04-12T10:28:24Z,0,0,0,1,0,0
1634466,TBM1997021704,1997-02-17T00:00:00Z,27.882167,-82.5345,160,2018-04-12T10:29:38Z,0,0,0,8,0,0
1634537,TBM1997031815,1997-03-18T00:00:00Z,27.881,-82.539333,160,2018-04-12T10:29:38Z,0,0,0,0,2,0
1635253,TBM1997031016,1997-03-10T00:00:00Z,27.871833,-82.596833,20,2018-04-12T10:29:33Z,0,0,0,66,0,0
1635291,TBM1997032001,1997-03-20T00:00:00Z,27.945333,-82.721167,160,2018-04-12T10:29:33Z,0,0,0,0,1,0
1635579,TBM1997011520,1997-01-15T00:00:00Z,27.92,-82.688,22,2018-04-12T10:31:10Z,0,0,0,0,5,0
1635663,TBM1997021906,1997-02-19T00:00:00Z,27.848167,-82.549333,20,2018-04-12T10:31:10Z,0,0,0,146,0,0
1635741,TBM1997032002,1997-03-20T00:00:00Z,27.921333,-82.6955,160,2018-04-12T10:31:10Z,0,8,0,0,0,0
1635742,TBM1997032002,1997-03-20T00:00:00Z,27.921333,-82.6955,160,2018-04-12T10:31:10Z,0,0,0,0,2,0
1636345,TBM1997031008,1997-03-10T00:00:00Z,27.873333,-82.549167,300,2018-04-12T10:29:36Z,0,0,0,7,0,0
1636349,TBM1997031011,1997-03-10T00:00:00Z,27.936,-82.563333,22,2018-04-12T10:29:38Z,0,0,0,3,0,0
1636492,TBM1997051903,1997-05-19T00:00:00Z,27.876167,-82.597167,160,2018-04-12T10:31:12Z,0,11,0,0,0,0
1636975,TBM1997051504,1997-05-15T00:00:00Z,27.88,-82.6135,20,2018-04-12T10:29:40Z,0,0,0,10,0,0
1637881,TBM1997041615,1997-04-16T00:00:00Z,27.8415,-82.539833,20,2018-04-12T10:29:34Z,0,0,0,93,0,0
1637993,TBM1997051505,1997-05-15T00:00:00Z,27.891167,-82.638,20,2018-04-12T10:29:36Z,0,0,0,1,0,0
1638024,TBM1997032002,1997-03-20T00:00:00Z,27.921333,-82.6955,160,2018-04-12T10:29:38Z,1,0,0,0,0,0
1638121,TBM1997042402,1997-04-24T00:00:00Z,28.005167,-82.664667,160,2018-04-12T10:29:41Z,0,1,0,0,0,0
1638200,TBM1997051403,1997-05-14T00:00:00Z,27.933,-82.6905,300,2018-04-12T10:31:13Z,0,0,0,0,0,3
1638642,TBM1997011521,1997-01-15T00:00:00Z,27.916667,-82.667333,20,2018-04-12T10:28:23Z,0,0,0,0,2,0
1638769,TBM1997031012,1997-03-10T00:00:00Z,27.895667,-82.607333,300,2018-04-12T10:29:32Z,0,0,0,101,0,0
1639972,TBM1997031105,1997-03-11T00:00:00Z,27.909333,-82.65,20,2018-04-12T10:29:43Z,0,0,0,11,0,0
1639973,TBM1997031108,1997-03-11T00:00:00Z,27.921,-82.656833,20,2018-04-12T10:29:43Z,0,0,0,508,0,0
1640017,TBM1997032001,1997-03-20T00:00:00Z,27.945333,-82.721167,160,2018-04-12T10:29:43Z,0,0,0,1,0,0
1640244,TBM1997011516,1997-01-15T00:00:00Z,27.950333,-82.717833,300,2018-04-12T10:28:26Z,0,0,0,0,0,28
1640618,TBM1997021905,1997-02-19T00:00:00Z,27.842833,-82.553,20,2018-04-12T10:29:38Z,0,0,0,176,0,0
1640620,TBM1997021911,1997-02-19T00:00:00Z,27.907833,-82.563667,300,2018-04-12T10:29:38Z,0,0,0,1,0,0
1640681,TBM1997041406,1997-04-14T00:00:00Z,27.962333,-82.560167,20,2018-04-12T10:29:43Z,0,0,0,98,0,0
1641000,TBM1997031815,1997-03-18T00:00:00Z,27.881,-82.539333,160,2018-04-12T10:29:42Z,0,16,0,0,0,0
1641015,TBM1997032003,1997-03-20T00:00:00Z,27.913,-82.663167,160,2018-04-12T10:29:42Z,0,0,0,0,1,0
1641226,TBM1997011501,1997-01-15T00:00:00Z,27.8635,-82.543167,160,2018-04-12T10:28:28Z,0,0,0,0,4,0
1641243,TBM1997011609,1997-01-16T00:00:00Z,27.931833,-82.533667,20,2018-04-12T10:28:28Z,0,0,0,1,0,0
1641289,TBM1997031815,1997-03-18T00:00:00Z,27.881,-82.539333,160,2018-04-12T10:29:38Z,0,0,0,11,0,0
1641407,TBM1997042404,1997-04-24T00:00:00Z,27.973667,-82.600667,160,2018-04-12T10:29:39Z,0,2,0,0,0,0
1641480,TBM1997051405,1997-05-14T00:00:00Z,27.928,-82.706833,22,2018-04-12T10:31:13Z,0,0,0,7,0,0
1641765,TBM1997031101,1997-03-11T00:00:00Z,27.9385,-82.677667,300,2018-04-12T10:29:43Z,0,0,0,0,0,2
1641767,TBM1997031104,1997-03-11T00:00:00Z,27.924833,-82.696667,20,2018-04-12T10:29:43Z,0,0,0,74,0,0
1641804,TBM1997032001,1997-03-20T00:00:00Z,27.945333,-82.721167,160,2018-04-12T10:29:43Z,0,0,0,0,0,3
1641844,TBM1997041401,1997-04-14T00:00:00Z,27.977833,-82.586667,20,2018-04-12T10:29:43Z,0,0,0,28,0,0
1641847,TBM1997041405,1997-04-14T00:00:00Z,27.962167,-82.5715,20,2018-04-12T10:29:43Z,0,0,0,39,0,0
1642537,TBM2003101708,2003-10-10T00:00:00Z,27.929983,-82.68435,300,2018-04-12T10:21:12Z,0,0,0,0,0,111
1642640,TBM2003111007,2003-11-07T00:00:00Z,27.92985,-82.683217,300,2018-04-12T10:21:13Z,0,0,0,0,0,13
1642662,TBM2003111714,2003-11-21T00:00:00Z,27.9501,-82.547867,300,2018-04-12T10:21:13Z,0,0,0,0,0,8
1642907,TBM2003111012,2003-11-07T00:00:00Z,27.917617,-82.682467,20,2018-04-12T10:21:06Z,0,0,0,0,1,0
1643533,TBM2003111302,2003-11-12T00:00:00Z,27.8823,-82.539883,160,2018-04-12T10:21:06Z,0,0,0,0,3,0
1643555,TBM2003111707,2003-11-19T00:00:00Z,27.881067,-82.615033,20,2018-04-12T10:21:06Z,0,0,0,0,6,0
1643732,TBM2004010801,2004-01-08T00:00:00Z,27.924017,-82.5322,20,2018-04-12T10:21:55Z,0,0,0,28,0,0
1643903,TBM2003101709,2003-10-10T00:00:00Z,27.929483,-82.684317,300,2018-04-12T10:21:04Z,0,0,0,0,0,66
1644029,TBM2003101704,2003-10-10T00:00:00Z,27.912783,-82.642867,20,2018-04-12T10:21:47Z,0,0,0,0,0,1
1644120,TBM2003111302,2003-11-12T00:00:00Z,27.8823,-82.539883,160,2018-04-12T10:21:47Z,0,0,0,6,0,0
1644134,TBM2003111703,2003-11-19T00:00:00Z,27.874017,-82.606317,300,2018-04-12T10:21:49Z,0,0,0,0,7,0
1644570,TBM2003120201,2003-12-01T00:00:00Z,27.973983,-82.5952,160,2018-04-12T10:21:13Z,0,0,0,4,0,0
1644571,TBM2003120206,2003-12-01T00:00:00Z,27.979817,-82.688483,20,2018-04-12T10:21:13Z,0,0,0,0,2,0
1644810,TBM1997051401,1997-05-14T00:00:00Z,27.9645,-82.573833,20,2018-04-12T10:31:17Z,0,0,0,497,0,0
1644984,TBM2003101703,2003-10-10T00:00:00Z,27.91335,-82.64145,20,2018-04-12T10:21:12Z,0,0,0,1,0,0
1644987,TBM2003101706,2003-10-10T00:00:00Z,27.91815,-82.68235,20,2018-04-12T10:21:12Z,0,0,0,0,1,0
1644988,TBM2003101707,2003-10-10T00:00:00Z,27.917,-82.68345,20,2018-04-12T10:21:12Z,0,0,0,0,14,0
1644992,TBM2003101711,2003-10-10T00:00:00Z,27.92315,-82.687783,300,2018-04-12T10:21:12Z,0,0,0,0,0,55
1645095,TBM2003111304,2003-11-12T00:00:00Z,27.86395,-82.545417,160,2018-04-12T10:21:14Z,0,0,0,17,0,0
1645102,TBM2003111607,2003-11-17T00:00:00Z,27.840533,-82.5453,300,2018-04-12T10:21:14Z,0,0,0,0,0,2
1645110,TBM2003111706,2003-11-19T00:00:00Z,27.880883,-82.614767,20,2018-04-12T10:21:14Z,0,0,0,0,6,0
1647071,TBM2004010901,2004-01-02T00:00:00Z,27.954717,-82.720317,20,2018-04-12T10:21:33Z,0,0,0,1,0,0
1647072,TBM2004010901,2004-01-02T00:00:00Z,27.954717,-82.720317,20,2018-04-12T10:21:33Z,0,0,0,0,5,0
1647175,TBM2004020403,2004-02-04T00:00:00Z,27.922817,-82.687683,300,2018-04-12T10:21:34Z,0,0,0,0,0,3
1647497,TBM2003120608,2003-12-02T00:00:00Z,27.922467,-82.687433,300,2018-04-12T10:21:50Z,0,0,0,0,0,9
1647596,TBM2004010706,2004-01-07T00:00:00Z,27.841933,-82.545917,300,2018-04-12T10:22:08Z,0,0,0,2,0,0
1647824,TBM2004021406,2004-02-09T00:00:00Z,27.94975,-82.54785,300,2018-04-12T10:21:34Z,0,0,0,2,0,0
1647919,TBM2004031008,2004-03-03T00:00:00Z,27.948883,-82.552983,300,2018-04-12T10:21:34Z,0,0,0,1,0,0
1648009,TBM2004040402,2004-04-07T00:00:00Z,27.904733,-82.632867,160,2018-04-12T10:21:42Z,0,2,0,0,0,0
1648010,TBM2004040402,2004-04-07T00:00:00Z,27.904733,-82.632867,160,2018-04-12T10:21:42Z,0,0,0,0,2,0
1648128,TBM2004020406,2004-02-04T00:00:00Z,27.917433,-82.682817,20,2018-04-12T10:23:08Z,0,0,0,3,0,0
1648301,TBM2004031001,2004-03-03T00:00:00Z,27.873867,-82.60735,300,2018-04-12T10:21:36Z,0,0,0,5,0,0
1648303,TBM2004031007,2004-03-03T00:00:00Z,27.94795,-82.552917,300,2018-04-12T10:21:36Z,0,0,0,1,0,0
1648311,TBM2004031206,2004-03-01T00:00:00Z,27.909283,-82.6303,160,2018-04-12T10:21:36Z,0,0,0,0,1,0
1648399,TBM2004040405,2004-04-07T00:00:00Z,28.001617,-82.632633,20,2018-04-12T10:21:45Z,0,0,0,3,0,0
1648911,TBM2003111605,2003-11-17T00:00:00Z,27.84715,-82.55115,20,2018-04-12T10:21:05Z,0,0,0,0,2,0
1648912,TBM2003111606,2003-11-17T00:00:00Z,27.8401,-82.545833,300,2018-04-12T10:21:05Z,0,0,0,0,0,1
1648989,TBM2003120404,2003-12-01T00:00:00Z,27.870633,-82.590867,20,2018-04-12T10:21:05Z,0,0,0,0,5,0
1648998,TBM2003120610,2003-12-02T00:00:00Z,27.92975,-82.684517,300,2018-04-12T10:21:05Z,0,0,0,0,0,5
1649605,TBM2004021407,2004-02-09T00:00:00Z,27.95005,-82.548867,300,2018-04-12T10:21:57Z,0,0,0,2,0,0
1649752,TBM2004020105,2004-02-02T00:00:00Z,28.0056,-82.6645,20,2018-04-12T10:22:08Z,0,0,0,1,0,0
1649799,TBM2004021408,2004-02-09T00:00:00Z,27.949067,-82.553183,300,2018-04-12T10:22:08Z,0,0,0,1,0,0
1650187,TBM2004020101,2004-02-02T00:00:00Z,27.9564,-82.7121,20,2018-04-12T10:22:06Z,0,0,0,1,0,0
1650197,TBM2004020404,2004-02-04T00:00:00Z,27.922467,-82.688017,300,2018-04-12T10:22:06Z,0,0,0,0,0,2
1650245,TBM2004021409,2004-02-09T00:00:00Z,27.948883,-82.553883,300,2018-04-12T10:22:06Z,0,0,0,1,0,0
1650680,TBM2004011504,2004-01-09T00:00:00Z,27.920933,-82.687817,300,2018-04-12T10:22:00Z,0,0,0,0,0,4
1650791,TBM2004021403,2004-02-09T00:00:00Z,27.859733,-82.595467,20,2018-04-12T10:22:02Z,0,0,0,1,0,0
1650795,TBM2004021407,2004-02-09T00:00:00Z,27.95005,-82.548867,300,2018-04-12T10:22:02Z,0,0,0,0,0,1
1651086,TBM2004020103,2004-02-02T00:00:00Z,27.990933,-82.623283,20,2018-04-12T10:22:09Z,0,0,0,1,0,0
