OBJECTID,Reference,Sampling_Date,Latitude,Longitude,Gear,ExDate,Bluefish,Common Snook,Mullets,Pinfish,Red Drum,Sand Seatrout
1944073,TBM1999051402,1999-05-14T00:00:00Z,27.946333,-82.722,160,2018-04-12T10:35:01Z,0,0,0,74,0,0
1944139,TBM1999060911,1999-06-09T00:00:00Z,27.927333,-82.533,20,2018-04-12T10:35:06Z,0,0,0,18,0,0
1944157,TBM1999061602,1999-06-16T00:00:00Z,27.9575,-82.7085,160,2018-04-12T10:35:06Z,0,0,0,14,0,0
1944281,TBM1999060408,1999-06-04T00:00:00Z,27.8335,-82.5355,160,2018-04-12T10:35:04Z,0,2,0,0,0,0
1944440,TBM1999050404,1999-05-04T00:00:00Z,27.8815,-82.538833,160,2018-04-12T10:35:07Z,0,23,0,0,0,0
1944591,TBM1999061606,1999-06-16T00:00:00Z,27.926333,-82.692,160,2018-04-12T10:36:16Z,0,0,0,1,0,0
1947017,TBM1999021504,1999-02-15T00:00:00Z,27.954167,-82.718833,160,2018-04-12T10:34:51Z,0,0,0,0,1,0
1948676,TBM1999071609,1999-07-16T00:00:00Z,27.962333,-82.692833,160,2018-04-12T10:36:17Z,0,1,0,0,0,0
1948678,TBM1999071609,1999-07-16T00:00:00Z,27.962333,-82.692833,160,2018-04-12T10:36:17Z,0,0,0,3,0,0
1949066,TBM1999060408,1999-06-04T00:00:00Z,27.8335,-82.5355,160,2018-04-12T10:35:02Z,0,0,0,15,0,0
1949757,TBM1999041309,1999-04-13T00:00:00Z,27.9075,-82.629667,160,2018-04-12T10:36:17Z,0,0,0,1,0,0
1949897,TBM1999060404,1999-06-04T00:00:00Z,27.834333,-82.588167,160,2018-04-12T10:36:23Z,0,0,0,0,1,0
1950962,TBM1999080507,1999-08-05T00:00:00Z,27.949833,-82.545333,160,2018-04-12T10:36:17Z,0,0,0,20,0,0
1951156,TBM1999100621,1999-10-06T00:00:00Z,27.866333,-82.566,300,2018-04-12T10:36:52Z,0,0,0,4,0,0
1951179,TBM1999061602,1999-06-16T00:00:00Z,27.9575,-82.7085,160,2018-04-12T10:37:51Z,0,0,0,0,6,0
1951331,TBM1999080302,1999-08-03T00:00:00Z,27.8785,-82.5325,160,2018-04-12T10:39:14Z,0,56,0,0,0,0
1953765,TBM1999080308,1999-08-03T00:00:00Z,27.895833,-82.539333,20,2018-04-12T10:36:42Z,0,0,0,5,0,0
1953775,TBM1999080508,1999-08-05T00:00:00Z,27.956167,-82.546,20,2018-04-12T10:36:42Z,0,0,0,1,0,0
1954110,TBM1999071609,1999-07-16T00:00:00Z,27.962333,-82.692833,160,2018-04-12T10:36:18Z,0,0,0,0,0,14
1954132,TBM1999072302,1999-07-23T00:00:00Z,27.891667,-82.633,20,2018-04-12T10:36:20Z,0,0,0,11,0,0
1954134,TBM1999080307,1999-08-03T00:00:00Z,27.8525,-82.554833,20,2018-04-12T10:36:20Z,0,0,0,40,0,0
1954146,TBM1999080507,1999-08-05T00:00:00Z,27.949833,-82.545333,160,2018-04-12T10:36:21Z,0,16,0,0,0,0
1954693,TBM1999090803,1999-09-08T00:00:00Z,27.965833,-82.690833,20,2018-04-12T10:36:56Z,0,0,0,4,0,0
1954949,TBM1999072303,1999-07-23T00:00:00Z,27.904833,-82.633167,160,2018-04-12T10:36:43Z,0,0,0,0,1,0
1955199,TBM1999081304,1999-08-13T00:00:00Z,27.874667,-82.606,160,2018-04-12T10:36:11Z,0,0,0,59,0,0
1955222,TBM1999090803,1999-09-08T00:00:00Z,27.965833,-82.690833,20,2018-04-12T10:36:28Z,0,0,0,0,0,1
1955522,TBM1999100605,1999-10-06T00:00:00Z,27.948667,-82.677833,300,2018-04-12T10:36:55Z,0,0,0,0,0,139
1955759,TBM1999100620,1999-10-06T00:00:00Z,27.878167,-82.532167,20,2018-04-12T10:36:51Z,0,0,0,0,45,0
1955868,TBM1999071608,1999-07-16T00:00:00Z,27.951,-82.5475,160,2018-04-12T10:36:22Z,0,0,0,152,0,0
1955870,TBM1999072101,1999-07-21T00:00:00Z,27.864667,-82.601667,160,2018-04-12T10:36:22Z,0,0,0,0,1,0
1956357,TBM1999100613,1999-10-06T00:00:00Z,27.928833,-82.608833,300,2018-04-12T10:36:26Z,0,0,0,0,0,14
1956452,TBM1999110211,1999-11-02T00:00:00Z,27.955833,-82.718667,160,2018-04-12T10:36:53Z,0,1,0,0,0,0
1956877,TBM1999071608,1999-07-16T00:00:00Z,27.951,-82.5475,160,2018-04-12T10:36:22Z,0,1,0,0,0,0
1956908,TBM1999072304,1999-07-23T00:00:00Z,27.910667,-82.644667,20,2018-04-12T10:36:22Z,0,0,0,1,0,0
1956975,TBM1999090804,1999-09-08T00:00:00Z,28.009167,-82.654167,160,2018-04-12T10:36:23Z,0,1,0,0,0,0
1957717,TBM1999091307,1999-09-13T00:00:00Z,27.864833,-82.597667,160,2018-04-12T10:36:50Z,0,0,0,25,0,0
1957868,TBM1999110110,1999-11-01T00:00:00Z,27.896833,-82.5375,20,2018-04-12T10:36:50Z,0,0,0,0,3,0
1958889,TBM1999111003,1999-11-10T00:00:00Z,27.864667,-82.596,20,2018-04-12T10:36:52Z,0,0,0,0,3,0
1958891,TBM1999111005,1999-11-10T00:00:00Z,27.865667,-82.593333,20,2018-04-12T10:36:53Z,0,0,0,0,2,0
1959043,TBM1999101108,1999-10-11T00:00:00Z,27.8955,-82.639833,20,2018-04-12T10:39:37Z,0,0,0,0,1,0
1959106,TBM1999110210,1999-11-02T00:00:00Z,27.922833,-82.694,160,2018-04-12T10:39:55Z,0,1,0,0,0,0
1959939,TBM1999120102,1999-12-01T00:00:00Z,27.912167,-82.673667,20,2018-04-12T10:36:54Z,0,0,0,0,4,0
1960027,TBM2000011903,2000-01-19T00:00:00Z,27.884833,-82.539833,160,2018-04-12T10:37:23Z,0,0,0,1,0,0
1960570,TBM1999081304,1999-08-13T00:00:00Z,27.874667,-82.606,160,2018-04-12T10:36:55Z,0,1,0,0,0,0
1960621,TBM1999091307,1999-09-13T00:00:00Z,27.864833,-82.597667,160,2018-04-12T10:36:56Z,0,2,0,0,0,0
1960676,TBM1999100609,1999-10-06T00:00:00Z,27.958833,-82.625,300,2018-04-12T10:36:56Z,0,0,0,0,0,45
1978651,TBM2000011203,2000-01-12T00:00:00Z,27.962667,-82.688833,160,2018-04-12T10:36:58Z,0,0,0,0,0,7
1979087,TBM1999120310,1999-12-03T00:00:00Z,27.881833,-82.615667,20,2018-04-12T10:36:45Z,0,0,0,0,21,0
1979634,TBM1999110210,1999-11-02T00:00:00Z,27.922833,-82.694,160,2018-04-12T10:36:57Z,0,0,0,0,1,0
1979660,TBM1999111007,1999-11-10T00:00:00Z,27.915,-82.603667,300,2018-04-12T10:36:57Z,0,0,0,0,1,0
1979996,TBM1999120104,1999-12-01T00:00:00Z,27.946,-82.722,160,2018-04-12T10:36:55Z,0,0,0,0,2,0
1980090,TBM2000011916,2000-01-19T00:00:00Z,27.897167,-82.640667,160,2018-04-12T10:36:55Z,0,5,0,0,0,0
1980427,TBM1999111011,1999-11-10T00:00:00Z,27.929333,-82.533,20,2018-04-12T10:36:53Z,0,0,0,0,2,0
1980843,TBM2000011903,2000-01-19T00:00:00Z,27.884833,-82.539833,160,2018-04-12T10:37:00Z,0,14,0,0,0,0
1980858,TBM2000020305,2000-02-03T00:00:00Z,27.845333,-82.549333,20,2018-04-12T10:37:00Z,0,0,0,18,0,0
1981195,TBM2000011903,2000-01-19T00:00:00Z,27.884833,-82.539833,160,2018-04-12T10:37:16Z,0,0,0,0,1,0
1982336,TBM2000022201,2000-02-22T00:00:00Z,28.025,-82.665667,20,2018-04-12T10:36:59Z,0,0,0,33,0,0
1984092,TBM2000041313,2000-04-13T00:00:00Z,27.973833,-82.595167,160,2018-04-12T10:37:31Z,0,0,0,4,0,0
1984114,TBM2000041905,2000-04-19T00:00:00Z,27.863167,-82.544333,160,2018-04-12T10:37:31Z,0,0,0,53,0,0
1984116,TBM2000041907,2000-04-19T00:00:00Z,27.8275,-82.589833,160,2018-04-12T10:37:31Z,0,0,0,0,1,0
1985897,TBM2000041307,2000-04-13T00:00:00Z,27.9625,-82.572333,160,2018-04-12T10:37:25Z,0,0,0,1,0,0
1986938,TBM2000030103,2000-03-01T00:00:00Z,27.864,-82.5425,20,2018-04-12T10:37:27Z,0,0,0,65,0,0
1986961,TBM2000031504,2000-03-15T00:00:00Z,28.010667,-82.654667,160,2018-04-12T10:37:27Z,0,0,0,0,1,0
1986994,TBM2000041307,2000-04-13T00:00:00Z,27.9625,-82.572333,160,2018-04-12T10:37:52Z,0,1,0,0,0,0
1987016,TBM2000041708,2000-04-17T00:00:00Z,27.855333,-82.596667,20,2018-04-12T10:37:52Z,0,0,0,2,0,0
1987025,TBM2000041905,2000-04-19T00:00:00Z,27.863167,-82.544333,160,2018-04-12T10:37:52Z,0,24,0,0,0,0
1987082,TBM2000041311,2000-04-13T00:00:00Z,27.9735,-82.601,160,2018-04-12T10:37:26Z,0,3,0,0,0,0
1987677,TBM2000071417,2000-07-14T00:00:00Z,27.965167,-82.566333,20,2018-04-12T10:38:09Z,0,0,0,0,0,1
1991010,TBM2000011916,2000-01-19T00:00:00Z,27.897167,-82.640667,160,2018-04-12T10:37:23Z,0,0,0,0,1,0
1994753,TBM2000051503,2000-05-15T00:00:00Z,27.905667,-82.638333,20,2018-04-12T10:40:51Z,0,0,0,43,0,0
1997656,TBM2000070606,2000-07-06T00:00:00Z,27.9195,-82.687833,160,2018-04-12T10:38:17Z,0,0,0,0,2,0
1998236,TBM2000051502,2000-05-15T00:00:00Z,27.961667,-82.573167,20,2018-04-12T10:37:32Z,0,0,0,154,0,0
1998439,TBM2000051005,2000-05-10T00:00:00Z,28.009167,-82.654167,160,2018-04-12T10:37:33Z,0,0,0,5,0,0
1998458,TBM2000051207,2000-05-12T00:00:00Z,27.879167,-82.532167,160,2018-04-12T10:37:33Z,0,1,0,0,0,0
1998459,TBM2000051208,2000-05-12T00:00:00Z,27.883,-82.534167,160,2018-04-12T10:37:33Z,0,2,0,0,0,0
1998621,TBM2000051702,2000-05-17T00:00:00Z,27.997167,-82.681,160,2018-04-12T10:37:31Z,0,5,0,0,0,0
1998853,TBM2000051208,2000-05-12T00:00:00Z,27.883,-82.534167,160,2018-04-12T10:37:52Z,0,0,0,3,0,0
1999313,TBM2000051003,2000-05-10T00:00:00Z,28,-82.655,20,2018-04-12T10:37:26Z,0,0,0,1,0,0
1999875,TBM2000071803,2000-07-18T00:00:00Z,27.880167,-82.532333,160,2018-04-12T10:38:10Z,0,0,0,7,0,0
1999908,TBM2000080402,2000-08-04T00:00:00Z,27.914167,-82.535,20,2018-04-12T10:38:29Z,0,0,0,4,0,0
2000944,TBM2005010601,2005-01-20T00:00:00Z,27.909367,-82.653083,160,2018-04-12T10:23:07Z,0,0,0,0,1,0
2000963,TBM2005011101,2005-01-12T00:00:00Z,27.938017,-82.723283,20,2018-04-12T10:23:07Z,0,0,0,0,4,0
2001010,TBM2005020106,2005-02-03T00:00:00Z,27.864967,-82.603433,20,2018-04-12T10:23:19Z,0,0,0,9,0,0
2001065,TBM2005021402,2005-02-17T00:00:00Z,27.839017,-82.592917,20,2018-04-12T10:23:19Z,0,0,0,77,0,0
2001281,TBM2000062607,2000-06-26T00:00:00Z,28.0095,-82.639,160,2018-04-12T10:38:23Z,0,0,0,1,0,0
2001877,TBM2000091306,2000-09-13T00:00:00Z,27.91,-82.654667,160,2018-04-12T10:38:40Z,0,0,0,7,0,0
2001982,TBM2004121202,2004-12-10T00:00:00Z,27.827917,-82.589567,20,2018-04-12T10:23:00Z,0,0,0,1,0,0
2001983,TBM2004121204,2004-12-10T00:00:00Z,27.863917,-82.545067,160,2018-04-12T10:23:00Z,0,18,0,0,0,0
2003077,TBM2005021403,2005-02-17T00:00:00Z,27.848517,-82.595483,20,2018-04-12T10:23:16Z,0,0,0,5,0,0
2003078,TBM2005021403,2005-02-17T00:00:00Z,27.848517,-82.595483,20,2018-04-12T10:23:16Z,0,0,0,0,1,0
2003153,TBM2005030902,2005-03-03T00:00:00Z,27.9621,-82.685817,20,2018-04-12T10:23:16Z,0,0,0,1,0,0
2003721,TBM2000062601,2000-06-26T00:00:00Z,27.999667,-82.6765,20,2018-04-12T10:38:06Z,0,0,0,10,0,0
2003724,TBM2000062610,2000-06-26T00:00:00Z,27.8975,-82.638167,160,2018-04-12T10:38:06Z,0,0,0,11,0,0
2003728,TBM2000062612,2000-06-26T00:00:00Z,27.9715,-82.6075,20,2018-04-12T10:38:06Z,0,0,0,10,0,0
2003750,TBM2000070602,2000-07-06T00:00:00Z,27.980833,-82.6925,160,2018-04-12T10:38:06Z,0,0,0,0,2,0
2003854,TBM2000080804,2000-08-08T00:00:00Z,28.009333,-82.654333,160,2018-04-12T10:38:29Z,0,0,0,11,0,0
2003857,TBM2000080807,2000-08-08T00:00:00Z,27.993667,-82.683833,160,2018-04-12T10:38:29Z,0,4,0,0,0,0
2004016,TBM2000071804,2000-07-18T00:00:00Z,27.8825,-82.5395,160,2018-04-12T10:38:23Z,0,10,0,0,0,0
2004017,TBM2000071805,2000-07-18T00:00:00Z,27.941333,-82.546333,160,2018-04-12T10:38:23Z,0,1,0,0,0,0
2004062,TBM2000080807,2000-08-08T00:00:00Z,27.993667,-82.683833,160,2018-04-12T10:38:31Z,0,0,0,1,0,0
2004064,TBM2000080812,2000-08-08T00:00:00Z,27.983167,-82.6915,160,2018-04-12T10:38:31Z,0,1,0,0,0,0
2004489,TBM2005020406,2005-02-01T00:00:00Z,28.00665,-82.675533,160,2018-04-12T10:23:15Z,0,0,0,0,14,0
2004524,TBM2005021407,2005-02-17T00:00:00Z,27.838783,-82.59245,160,2018-04-12T10:23:15Z,0,5,0,0,0,0
2004592,TBM2005030903,2005-03-03T00:00:00Z,27.969567,-82.6906,20,2018-04-12T10:23:15Z,0,0,0,4,0,0
2004608,TBM2005031405,2005-03-17T00:00:00Z,27.848133,-82.595433,160,2018-04-12T10:23:15Z,0,0,0,0,1,0
2004641,TBM2004121504,2004-12-07T00:00:00Z,27.849067,-82.595917,160,2018-04-12T10:22:57Z,0,1,0,0,0,0
2004750,TBM2005011405,2005-01-06T00:00:00Z,27.83995,-82.593067,160,2018-04-12T10:23:15Z,0,31,0,0,0,0
2004751,TBM2005011405,2005-01-06T00:00:00Z,27.83995,-82.593067,160,2018-04-12T10:23:15Z,0,0,0,0,15,0
2004806,TBM2005020405,2005-02-01T00:00:00Z,28.017,-82.667533,20,2018-04-12T10:23:15Z,0,0,0,1,0,0
2005379,TBM2000070602,2000-07-06T00:00:00Z,27.980833,-82.6925,160,2018-04-12T10:38:29Z,0,0,0,32,0,0
2005452,TBM2000071803,2000-07-18T00:00:00Z,27.880167,-82.532333,160,2018-04-12T10:38:20Z,0,1,0,0,0,0
2005453,TBM2000071804,2000-07-18T00:00:00Z,27.8825,-82.5395,160,2018-04-12T10:38:20Z,0,0,0,4,0,0
2005454,TBM2000071804,2000-07-18T00:00:00Z,27.8825,-82.5395,160,2018-04-12T10:38:20Z,0,0,0,0,1,0
2006324,TBM2005020401,2005-02-01T00:00:00Z,27.957483,-82.715,160,2018-04-12T10:23:13Z,0,0,0,0,6,0
2006482,TBM2005010602,2005-01-20T00:00:00Z,27.963383,-82.675367,160,2018-04-12T10:23:03Z,0,0,0,1,0,0
2006508,TBM2005011404,2005-01-06T00:00:00Z,27.837067,-82.5895,160,2018-04-12T10:23:03Z,0,1,0,0,0,0
2007044,TBM2000091401,2000-09-14T00:00:00Z,28.010333,-82.678333,160,2018-04-12T10:42:13Z,0,0,0,1,0,0
2007173,TBM2005011403,2005-01-06T00:00:00Z,27.832167,-82.588567,160,2018-04-12T10:23:14Z,0,1,0,0,0,0
2007229,TBM2005020405,2005-02-01T00:00:00Z,28.017,-82.667533,20,2018-04-12T10:23:16Z,0,0,0,0,4,0
2007246,TBM2005020703,2005-02-10T00:00:00Z,27.940583,-82.542733,20,2018-04-12T10:23:16Z,0,0,0,12,0,0
2007503,TBM2004121202,2004-12-10T00:00:00Z,27.827917,-82.589567,20,2018-04-12T10:23:02Z,0,0,0,0,2,0
2007516,TBM2004121504,2004-12-07T00:00:00Z,27.849067,-82.595917,160,2018-04-12T10:23:02Z,0,0,0,0,1,0
2008010,TBM2005011401,2005-01-06T00:00:00Z,27.857867,-82.59615,20,2018-04-12T10:23:16Z,0,0,0,2,0,0
2008150,TBM2005020102,2005-02-03T00:00:00Z,27.863367,-82.5451,160,2018-04-12T10:24:56Z,0,0,0,0,1,0
2008907,TBM2005031404,2005-03-17T00:00:00Z,27.845833,-82.5941,20,2018-04-12T10:23:15Z,0,0,0,4,0,0
2009193,TBM2005030903,2005-03-03T00:00:00Z,27.969567,-82.6906,20,2018-04-12T10:23:17Z,0,0,0,0,1,0
2009205,TBM2005031403,2005-03-17T00:00:00Z,27.838617,-82.587633,20,2018-04-12T10:23:17Z,0,0,0,88,0,0
2009308,TBM2005021406,2005-02-17T00:00:00Z,27.849067,-82.595867,160,2018-04-12T10:23:16Z,0,0,0,0,13,0
2009310,TBM2005021408,2005-02-17T00:00:00Z,27.8288,-82.589233,160,2018-04-12T10:23:16Z,0,0,0,0,22,0
2009384,TBM2005030906,2005-03-03T00:00:00Z,28.0249,-82.665383,160,2018-04-12T10:23:16Z,0,0,0,0,1,0
2009400,TBM2005031402,2005-03-17T00:00:00Z,27.834383,-82.588483,160,2018-04-12T10:23:16Z,0,1,0,0,0,0
2009525,TBM2000091201,2000-09-12T00:00:00Z,27.876167,-82.596333,160,2018-04-12T10:38:51Z,0,0,0,55,0,0
2009531,TBM2000091302,2000-09-13T00:00:00Z,27.910333,-82.644,160,2018-04-12T10:38:51Z,0,0,0,34,0,0
2009615,TBM2000100203,2000-10-02T00:00:00Z,27.914333,-82.6715,20,2018-04-12T10:38:53Z,0,0,0,0,2,0
2009618,TBM2000100302,2000-10-03T00:00:00Z,27.854167,-82.5965,160,2018-04-12T10:38:53Z,0,0,0,49,0,0
2010163,TBM2005030904,2005-03-03T00:00:00Z,27.990583,-82.684717,20,2018-04-12T10:23:17Z,0,0,0,1,0,0
2010255,TBM2000080807,2000-08-08T00:00:00Z,27.993667,-82.683833,160,2018-04-12T10:38:42Z,0,0,0,0,21,0
2010358,TBM2005021407,2005-02-17T00:00:00Z,27.838783,-82.59245,160,2018-04-12T10:23:15Z,0,0,0,0,1,0
2010647,TBM2000100201,2000-10-02T00:00:00Z,27.906167,-82.649833,160,2018-04-12T10:42:13Z,0,0,0,13,0,0
2010753,TBM2005021404,2005-02-17T00:00:00Z,27.85275,-82.59675,20,2018-04-12T10:23:17Z,0,0,0,0,2,0
2010799,TBM2005030404,2005-03-01T00:00:00Z,27.945617,-82.551333,300,2018-04-12T10:23:17Z,0,0,0,5,0,0
2010801,TBM2005030406,2005-03-01T00:00:00Z,27.938017,-82.723567,20,2018-04-12T10:23:17Z,0,0,0,11,0,0
2011236,TBM2000100202,2000-10-02T00:00:00Z,27.908333,-82.645667,20,2018-04-12T10:38:41Z,0,0,0,5,0,0
2011615,TBM2000091302,2000-09-13T00:00:00Z,27.910333,-82.644,160,2018-04-12T10:38:38Z,0,0,0,0,1,0
2011634,TBM2000091401,2000-09-14T00:00:00Z,28.010333,-82.678333,160,2018-04-12T10:38:38Z,0,0,0,0,4,0
2011702,TBM2000100408,2000-10-04T00:00:00Z,27.971,-82.669,300,2018-04-12T10:38:38Z,0,0,0,0,0,21
2012599,TBM2000091201,2000-09-12T00:00:00Z,27.876167,-82.596333,160,2018-04-12T10:39:00Z,0,3,0,0,0,0
2012682,TBM2000100303,2000-10-03T00:00:00Z,27.906667,-82.532333,160,2018-04-12T10:39:00Z,0,6,0,0,0,0
2013152,TBM2000100302,2000-10-03T00:00:00Z,27.854167,-82.5965,160,2018-04-12T10:38:47Z,0,21,0,0,0,0
2013766,TBM2001010102,2001-01-05T00:00:00Z,27.879317,-82.608033,20,2018-04-12T10:39:35Z,0,0,0,10,0,0
2014125,TBM2000100201,2000-10-02T00:00:00Z,27.906167,-82.649833,160,2018-04-12T10:38:57Z,0,0,0,0,5,0
2014131,TBM2000100303,2000-10-03T00:00:00Z,27.906667,-82.532333,160,2018-04-12T10:38:57Z,0,0,0,15,0,0
2014134,TBM2000100305,2000-10-03T00:00:00Z,27.897167,-82.533167,20,2018-04-12T10:38:57Z,0,0,0,0,32,0
2014136,TBM2000100405,2000-10-04T00:00:00Z,27.970667,-82.575333,300,2018-04-12T10:38:57Z,0,0,0,0,0,1
2014265,TBM2000110611,2000-11-06T00:00:00Z,27.835167,-82.589,20,2018-04-12T10:42:13Z,0,0,0,0,4,0
2015055,TBM2000100201,2000-10-02T00:00:00Z,27.906167,-82.649833,160,2018-04-12T10:38:40Z,0,4,0,0,0,0
2015184,TBM2000111304,2000-11-13T00:00:00Z,27.938167,-82.556833,160,2018-04-12T10:39:03Z,0,0,0,1,0,0
2015321,TBM2000110607,2000-11-06T00:00:00Z,27.839833,-82.537667,20,2018-04-12T10:39:02Z,0,0,0,0,46,0
2016714,TBM2000111306,2000-11-13T00:00:00Z,27.893833,-82.638,160,2018-04-12T10:39:09Z,0,1,0,0,0,0
2018991,TBM2001021303,2001-02-15T00:00:00Z,27.908567,-82.651217,20,2018-04-12T10:39:35Z,0,0,0,15,0,0
2027217,TBM2001021304,2001-02-15T00:00:00Z,27.905367,-82.648333,160,2018-04-12T10:39:35Z,0,3,0,0,0,0
2027325,TBM2000112104,2000-11-21T00:00:00Z,27.959,-82.565833,20,2018-04-12T10:39:15Z,0,0,0,0,1,0
2027512,TBM2000122101,2000-12-21T00:00:00Z,27.881833,-82.54,160,2018-04-12T10:42:35Z,0,33,0,0,0,0
2027541,TBM2001011001,2001-01-26T00:00:00Z,27.934967,-82.541217,20,2018-04-12T10:42:35Z,0,0,0,35,0,0
2028255,TBM2001010901,2001-01-08T00:00:00Z,27.987833,-82.686,20,2018-04-12T10:39:07Z,0,0,0,2,0,0
2028938,TBM2001040203,2001-04-03T00:00:00Z,28.003067,-82.665033,160,2018-04-12T10:41:34Z,0,1,0,0,0,0
2028945,TBM2001040304,2001-04-04T00:00:00Z,27.864733,-82.5997,160,2018-04-12T10:41:34Z,0,0,0,0,1,0
2029175,TBM2001021302,2001-02-15T00:00:00Z,27.933833,-82.709967,20,2018-04-12T10:39:31Z,0,0,0,1080,0,0
2029459,TBM2001021307,2001-02-15T00:00:00Z,28.009267,-82.65475,160,2018-04-12T10:39:29Z,0,1,0,0,0,0
2029568,TBM2001030905,2001-03-19T00:00:00Z,27.910433,-82.644517,160,2018-04-12T10:43:13Z,0,0,0,0,1,0
2029572,TBM2001030907,2001-03-23T00:00:00Z,27.980083,-82.609183,20,2018-04-12T10:43:13Z,0,0,0,406,0,0
2030026,TBM2001040206,2001-04-03T00:00:00Z,28.02005,-82.684217,160,2018-04-12T10:39:41Z,0,2,0,0,0,0
2030027,TBM2001040206,2001-04-03T00:00:00Z,28.02005,-82.684217,160,2018-04-12T10:39:41Z,0,0,0,0,2,0
2030132,TBM2001010901,2001-01-08T00:00:00Z,27.987833,-82.686,20,2018-04-12T10:39:25Z,0,0,0,0,3,0
2030304,TBM2001030604,2001-03-28T00:00:00Z,27.825317,-82.592833,20,2018-04-12T10:41:29Z,0,0,0,31,0,0
2031525,TBM2001030902,2001-03-19T00:00:00Z,27.946367,-82.722483,20,2018-04-12T10:41:29Z,0,0,0,0,3,0
2031898,TBM2000122101,2000-12-21T00:00:00Z,27.881833,-82.54,160,2018-04-12T10:39:18Z,0,0,0,12,0,0
2031901,TBM2000122111,2000-12-21T00:00:00Z,27.929667,-82.534167,20,2018-04-12T10:39:18Z,0,0,0,5,0,0
2032003,TBM2000120803,2000-12-08T00:00:00Z,27.920167,-82.688167000000007,160,2018-04-12T10:39:08Z,0,0,0,0,1,0
2040226,TBM1999081303,1999-08-13T00:00:00Z,27.91,-82.6335,160,2018-04-12T10:36:15Z,0,0,0,8,0,0
2040362,TBM1999100807,1999-10-08T00:00:00Z,27.851667,-82.590667,20,2018-04-12T10:36:53Z,0,0,0,7,0,0
2040761,TBM2001030902,2001-03-19T00:00:00Z,27.946367,-82.722483,20,2018-04-12T10:39:35Z,0,0,0,10,0,0
2041788,TBM2001051304,2001-05-18T00:00:00Z,28.018833,-82.666433,160,2018-04-12T10:43:26Z,0,1,0,0,0,0
2041789,TBM2001051304,2001-05-18T00:00:00Z,28.018833,-82.666433,160,2018-04-12T10:43:26Z,0,0,0,3,0,0
2041790,TBM2001051305,2001-05-18T00:00:00Z,28.008133,-82.676767,160,2018-04-12T10:43:26Z,0,3,0,0,0,0
2042078,TBM2001031006,2001-03-23T00:00:00Z,27.939133000000002,-82.53845,20,2018-04-12T10:39:38Z,0,0,0,2,0,0
2042326,TBM2001031001,2001-03-20T00:00:00Z,27.8726,-82.603333,160,2018-04-12T10:39:31Z,0,0,0,0,1,0
2042503,TBM2001030901,2001-03-19T00:00:00Z,27.963417,-82.684783,20,2018-04-12T10:41:33Z,0,0,0,302,0,0
2042507,TBM2001031001,2001-03-20T00:00:00Z,27.8726,-82.603333,160,2018-04-12T10:41:33Z,0,0,0,1,0,0
2043621,TBM2001040303,2001-04-04T00:00:00Z,27.87,-82.603933,20,2018-04-12T10:39:32Z,0,0,0,58,0,0
2043780,TBM2001040204,2001-04-03T00:00:00Z,28.007667,-82.676567,160,2018-04-12T10:39:38Z,0,0,0,0,4,0
2043888,TBM2001051401,2001-05-18T00:00:00Z,27.960117,-82.569133,20,2018-04-12T10:41:43Z,0,0,0,94,0,0
2043929,TBM2001060402,2001-06-14T00:00:00Z,27.864517,-82.5458,20,2018-04-12T10:41:44Z,0,0,0,5,0,0
2044010,TBM2001040601,2001-04-10T00:00:00Z,27.971233,-82.608033,20,2018-04-12T10:41:41Z,0,0,0,11,0,0
2044450,TBM2005040905,2005-04-15T00:00:00Z,27.9249,-82.700817,20,2018-04-12T10:23:19Z,0,0,0,2,0,0
2044474,TBM2005041407,2005-04-13T00:00:00Z,27.8479,-82.5944,160,2018-04-12T10:23:34Z,0,0,0,0,2,0
2044549,TBM2005051001,2005-05-09T00:00:00Z,27.883467,-82.53765,20,2018-04-12T10:23:34Z,0,0,0,4,0,0
2044567,TBM2005051305,2005-05-26T00:00:00Z,27.8385,-82.592317,160,2018-04-12T10:23:34Z,0,10,0,0,0,0
2044676,TBM2005041401,2005-04-13T00:00:00Z,27.8518,-82.5947,20,2018-04-12T10:23:17Z,0,0,0,2,0,0
2044679,TBM2005041406,2005-04-13T00:00:00Z,27.847383,-82.596017,160,2018-04-12T10:23:17Z,0,0,0,0,6,0
2044768,TBM2005051303,2005-05-26T00:00:00Z,27.8334,-82.588017,20,2018-04-12T10:23:26Z,0,0,0,8,0,0
2045063,TBM2001040602,2001-04-10T00:00:00Z,27.909433,-82.65,20,2018-04-12T10:41:40Z,0,0,0,15,0,0
2045156,TBM2001050106,2001-05-11T00:00:00Z,27.876617,-82.58975,20,2018-04-12T10:41:41Z,0,0,0,1,0,0
2045401,TBM2005050404,2005-05-02T00:00:00Z,27.9939,-82.683633,160,2018-04-12T10:23:29Z,0,0,0,0,3,0
2045744,TBM2005070201,2005-07-01T00:00:00Z,27.971333,-82.608517,20,2018-04-12T10:23:35Z,0,0,0,4,0,0
2045978,TBM2001031001,2001-03-20T00:00:00Z,27.8726,-82.603333,160,2018-04-12T10:39:23Z,0,10,0,0,0,0
2046052,TBM2001061303,2001-06-14T00:00:00Z,27.870867,-82.602833,20,2018-04-12T10:43:32Z,0,0,0,3,0,0
2046141,TBM2005040205,2005-04-15T00:00:00Z,27.84475,-82.55325,20,2018-04-12T10:23:16Z,0,0,0,2,0,0
