"Reference","Latitude","Longitude"
"TBM2005020404",27.97415,-82.600467
"TBM2002020404",27.824833,-82.59455
"TBM2002020201",27.89735,-82.637683
"TBM2002020409",27.880383,-82.600883
"TBM2002010901",27.8859,-82.611867
"TBM2002010902",27.9152,-82.535567
"TBM2002020203",27.92265,-82.688283
"TBM2002030902",27.84605,-82.554633
"TBM2002041206",27.84495,-82.54395
"TBM2002041207",27.881717,-82.539833
"TBM2002050406",27.893483,-82.643217
"TBM2002050407",27.908033,-82.65055
"TBM2002051003",27.9629,-82.692333
"TBM2002051004",27.991517,-82.6841
"TBM2002051101",27.833983,-82.588483
"TBM2002060802",27.877617,-82.6106
"TBM2002060804",27.886733,-82.624383
"TBM2002060901",27.999267,-82.677267
"TBM2002060905",27.9726,-82.592717
"TBM2002051005",28.0189,-82.666983
"TBM2002060803",27.88,-82.616667
"TBM2002060805",27.909117,-82.653333
"TBM2002060904",27.96195,-82.566017
"TBM2002060907",27.979967,-82.608783
"TBM2002050408",27.904783,-82.532783
"TBM2002051001",27.92215,-82.656117
"TBM2002051002",27.96305,-82.676567
"TBM2002060504",27.866733,-82.538017
"TBM2002050404",27.852417,-82.554417
"TBM2002070403",28.025267,-82.688833
"TBM2002070404",27.98145,-82.69185
"TBM2002070406",27.96135,-82.6903
"TBM2002070407",27.97375,-82.594833
"TBM2002071303",27.83745,-82.59135
"TBM2002071307",27.912683,-82.672533
"TBM2002071304",27.833217,-82.554667
"TBM2002070405",27.961517,-82.692167
"TBM2005101306",27.854667,-82.596667
"TBM2005110503",27.9696,-82.572917
"TBM2005111202",28.008783,-82.653767
"TBM2005111204",27.938133,-82.7236
"TBM2005111206",27.945283,-82.669333
"TBM2005110204",27.874133,-82.599083
"TBM2005110502",27.951883,-82.5478
"TBM2005111201",28.005833,-82.6388
"TBM2005110202",27.845617,-82.555033
"TBM2005111208",27.95875,-82.615683
"TBM2005100707",27.832283,-82.554
"TBM2005111207",27.93105,-82.642083
"TBM2005120301",27.9752,-82.596067
"TBM2005120306",27.9091,-82.6421
"TBM2005120307",27.966283,-82.56575
"TBM2005111205",27.933033,-82.703917
"TBM2005120303",27.98175,-82.6931
"TBM2005120304",27.9652,-82.669083
"TBM2005120806",27.859133,-82.596083
"TBM2005121001",27.869517,-82.564483
"TBM2005121002",27.874383,-82.596633
"TBM2005121008",27.937633,-82.5553
"TBM2005121202",27.84455,-82.545317
"TBM2005120807",27.882117,-82.61715
"TBM2005121003",27.891633,-82.58815
"TBM2005121007",27.946783,-82.700133
"TBM2005121009",27.906067,-82.564767
"TBM2006011101",27.984,-82.6702
"TBM2005121005",27.956267,-82.71305
"TBM2006010307",27.865133,-82.543183
"TBM2001100609",27.846583,-82.555367
"TBM2005120305",27.910067,-82.653983
"TBM2005121601",27.863817,-82.545333
"TBM2006011103",27.956067,-82.5975
"TBM2006011105",27.925917,-82.692417
"TBM2005121006",27.945933,-82.721833
"TBM2006010804",28.009117,-82.646467
"TBM2006010301",27.876783,-82.596783
"TBM2006011108",27.842333,-82.5837
"TBM2005121004",27.934333,-82.708567
"TBM2006010803",28.006,-82.674833
"TBM2006011102",27.966883,-82.61795
"TBM2006011107",27.919883,-82.610917
"TBM2006020207",27.963133,-82.68785
"TBM2006020201",28.002433,-82.633717
"TBM2006020303",27.972867,-82.582767
"TBM2006020301",27.903983,-82.535517
"TBM2006020801",27.865633,-82.588383
"TBM2006020803",27.8734,-82.610033
"TBM2006029203",27.90179,-82.64168
"TBM2006020804",27.88955,-82.633267
"TBM2006030303",28.009433,-82.654617
"TBM2006030306",27.9579,-82.635017
"TBM2006030307",27.899017,-82.546183
"TBM2006030804",27.960383,-82.6999
"TBM2006010802",28.022983,-82.686533
"TBM2006011104",27.947233,-82.54615
"TBM2006020805",27.9211,-82.624267
"TBM2006030302",28.009783,-82.6397
"TBM2006030805",27.9198,-82.688133
"TBM2006020807",27.911633,-82.656267
"TBM2006030807",27.91495,-82.67545
"TBM2006020204",28.025,-82.68805
"TBM2006011106",27.916617,-82.676867
"TBM2006030308",27.85285,-82.554283
"TBM2006031206",27.844867,-82.593933
"TBM2006030304",27.992067,-82.660683
"TBM2006020203",27.9965,-82.65715
"TBM2006020806",27.93065,-82.660067
"TBM2006030305",27.985983,-82.6294
"TBM2006021002",27.831417,-82.5635
"TBM2006040806",27.973517,-82.660283
"TBM2006041105",28.010767,-82.639567
"TBM2006050201",27.944417,-82.544767
"TBM2006050203",27.950967,-82.565817
"TBM2006050204",27.967233,-82.588883
"TBM2006041107",27.97355,-82.60195
"TBM2006050202",27.958983,-82.551483
"TBM2006050207",27.97545,-82.688117
"TBM2006040802",27.873433,-82.610783
"TBM2006040803",27.888117,-82.633567
"TBM2006040805",27.955383,-82.70375
"TBM2006040809",27.96295,-82.572783
"TBM2006040702",27.843467,-82.551183
"TBM2006040804",27.939583,-82.6426
"TBM2006041104",28.018083,-82.666633
"TBM2006040707",27.879317,-82.53235
"TBM2006041101",27.909,-82.6278
"TBM2006050205",27.92655,-82.68725
"TBM2006050402",27.8462,-82.546233
"TBM2006040808",27.9733,-82.603033
"TBM2006041103",27.947533,-82.723133
"TBM2006040801",27.873833,-82.590617
"TBM2006040807",27.9972,-82.639033
"TBM2006050206",27.959533,-82.694383
"TBM2006050303",27.92645,-82.705617
"TBM2006050301",27.972633,-82.6099
"TBM2002071305",27.87635,-82.597667
"TBM2002071308",27.879233,-82.614167
"TBM2006060503",27.934617,-82.58955
"TBM2006060504",27.8844,-82.5353
"TBM2006060505",27.971333,-82.63505
"TBM2006060601",27.972533,-82.5911
"TBM2006060603",27.9808,-82.69315
"TBM2006061104",27.879583,-82.537583
"TBM2006061204",27.876417,-82.59515
"TBM2006060501",27.96265,-82.6824
"TBM2006060502",27.9169,-82.671483
"TBM2006061103",27.882083,-82.5398
"TBM2006060606",28.017917,-82.666833
"TBM2006070302",27.961917,-82.686667
"TBM2006070303",28.004617,-82.6553
"TBM2006070605",27.881667,-82.616867
"TBM2006071102",27.877367,-82.592467
"TBM2006071106",27.908417,-82.640817
"TBM2006071107",27.948183,-82.644317
"TBM2006071108",27.948733,-82.707617
"TBM2006070301",27.912633,-82.674467
"TBM2006070307",27.96755,-82.65035
"TBM2006070606",27.8518,-82.59245
"TBM2006071104",27.88805,-82.626983
"TBM2006071105",27.8914,-82.632483
"TBM2006071101",27.892717,-82.560233
"TBM2006071103",27.8806,-82.617617
"TBM2006060506",27.999533,-82.627083
"TBM2006070602",27.863967,-82.54235
"TBM2006070603",27.851833,-82.554767
"TBM2006070601",27.870883,-82.539283
"TBM2006080402",27.880233,-82.582367
"TBM2006080803",27.854383,-82.5966
"TBM2006081005",27.844117,-82.547383
"TBM2006081104",27.963133,-82.67575
"TBM2006080403",27.893683,-82.5608
"TBM2006080405",27.92735,-82.627867
"TBM2006081001",27.962967,-82.572833
"TBM2006081004",27.881667,-82.5386
"TBM2006081106",27.94615,-82.722817
"TBM2006080404",27.904067,-82.5961
"TBM2006081003",27.924533,-82.53145
"TBM2006081105",27.957183,-82.715233
"TBM2006090603",27.8757,-82.600333
"TBM2006090602",27.869033,-82.540667
"TBM2006090605",27.84585,-82.5898
"TBM2006090901",27.904217,-82.533533
"TBM2006090904",27.972267,-82.612117
"TBM2006090905",27.978167,-82.588117
"TBM2006091001",27.834467,-82.555533
"TBM2006091103",28.0228,-82.686767
"TBM2006091105",27.934117,-82.717133
"TBM2006091106",27.985933,-82.610883
"TBM2006091108",27.864283,-82.596433
"TBM2006090906",28.00935,-82.6542
"TBM2006091101",27.908533,-82.541183
"TBM2006090601",27.8687,-82.5354
"TBM2006090604",27.881967,-82.61795
"TBM2006081107",27.909083,-82.652867
"TBM2006091102",27.989983,-82.637333
"TBM2006091104",27.94585,-82.70195
"TBM2002076202",27.921317,-82.629767
"TBM2002080404",28.007717,-82.676617
"TBM2002080902",27.955517,-82.71845
"TBM2002071306",27.924183,-82.64925
"TBM2002081002",27.823333,-82.59
"TBM2002081305",27.938017,-82.5574
"TBM2002090207",27.98995,-82.61675
"TBM2002090402",27.88545,-82.612
"TBM2002090404",27.874783,-82.549967
"TBM2002080401",27.96125,-82.6927
"TBM2002080901",27.963333,-82.6882
"TBM2002090203",28.021117,-82.685633
"TBM2002090205",27.9981,-82.660583
"TBM2002100104",28.017167,-82.6675
"TBM2002100106",27.99925,-82.659167
"TBM2002100201",27.914517,-82.53325
"TBM2002100202",27.9037,-82.535117
"TBM2002100206",27.873383,-82.600867
"TBM2002100101",27.907333,-82.645433
"TBM2002100102",27.922383,-82.696683
"TBM2002100105",28.011433,-82.666083
"TBM2002100203",27.87885,-82.53345
"TBM2002090405",27.874667,-82.531517
"TBM2006020802",27.874967,-82.5877
"TBM2006030806",27.916417,-82.68365
"TBM2006100104",27.93775,-82.601
"TBM2006100105",27.948,-82.673617
"TBM2006100106",27.96335,-82.68325
"TBM2006100901",27.957783,-82.709233
"TBM2006100101",27.962383,-82.5722
"TBM2006100102",27.935217,-82.53555
"TBM2006100103",27.92455,-82.5315
"TBM2006100903",28.031183,-82.690783
"TBM2006100906",27.953933,-82.54715
"TBM2006101106",27.870683,-82.55285
"TBM2006101202",27.876733,-82.596483
"TBM2006101203",27.87635,-82.598117
"TBM2006110202",27.973967,-82.595933
"TBM2006110203",27.972033,-82.68955
"TBM2006110205",27.923067,-82.697317
"TBM2006110206",27.966883,-82.647283
"TBM2006110602",27.933267,-82.536317
"TBM2006110604",27.8594,-82.5879
"TBM2006110605",27.909133,-82.6109
"TBM2006110608",27.954133,-82.721567
"TBM2006100107",27.994083,-82.677183
"TBM2006100902",27.933367,-82.7145
"TBM2006101105",27.84195,-82.54175
"TBM2006101201",27.852867,-82.595917
"TBM2006110201",27.976467,-82.580217
"TBM2006110204",27.936667,-82.722433
"TBM2006110207",27.967167,-82.6512
"TBM2006110601",27.954267,-82.6569
"TBM2006110603",27.917717,-82.575433
"TBM2006110607",27.916367,-82.6841
"TBM2006110701",27.882233,-82.539583
"TBM2006110702",27.873817,-82.586517
"TBM2006110703",27.835117,-82.581967
"TBM2006110606",27.910833,-82.655183
"TBM2006120702",27.981567,-82.6151
"TBM2006120706",27.946133,-82.7222
"TBM2006121001",27.962933,-82.633583
"TBM2006121102",27.865,-82.59065
"TBM2006121106",27.863717,-82.544333
"TBM2007010302",28.01065,-82.6735
"TBM2007010304",27.952583,-82.5557
"TBM2006120704",27.999517,-82.657167
"TBM2006121005",27.950517,-82.56475
"TBM2006121007",27.965467,-82.565967
"TBM2006121006",27.952833,-82.548317
"TBM2006121101",27.875733,-82.600867
"TBM2006120603",27.85795,-82.582067
"TBM2006120707",27.912733,-82.672333
"TBM2006121003",27.884017,-82.535633
"TBM2006121002",27.9327,-82.637867
"TBM2007010303",27.945783,-82.714033
"TBM2007010902",27.863783,-82.545617
"TBM2007010907",27.895617,-82.5332
"TBM2007011005",27.981983,-82.618017
"TBM2007011006",27.975017,-82.600483
"TBM2007011101",27.881667,-82.61835
"TBM2006121004",27.929583,-82.533983
"TBM2007010901",27.881567,-82.539733
"TBM2007011007",27.968683,-82.5704
"TBM2007010903",27.867767,-82.542433
"TBM2007010905",27.90395,-82.5355
"TBM2007010904",27.931583,-82.533917
"TBM2007011002",27.911567,-82.659733
"TBM2007011004",27.962,-82.560517
"TBM2007020604",27.87385,-82.532017
"TBM2007020902",27.966733,-82.564183
"TBM2007020603",27.863583,-82.543317
"TBM2007020605",27.881833,-82.53985
"TBM2007021002",27.945517,-82.5902
"TBM2007021003",27.944933,-82.5508
"TBM2007021005",27.90665,-82.630433
"TBM2007021101",27.846067,-82.555367
"TBM2002101503",28.0045,-82.670533
"TBM2002101504",27.97645,-82.579517
"TBM2002101705",27.923567,-82.683583
"TBM2002101707",27.944483,-82.551467
"TBM2002101708",27.840167,-82.5448
"TBM2002101801",27.8733,-82.6085
"TBM2002101804",27.920317,-82.687083
"TBM2002101501",27.845433,-82.587267
"TBM2002101502",27.9168,-82.6032
"TBM2002101704",27.923483,-82.687517
"TBM2002101706",27.94545,-82.547533
"TBM2002101805",27.920517,-82.682717
"TBM2002101807",27.9464,-82.5518
"TBM2002101808",27.8375,-82.544083
"TBM2002110602",27.874717,-82.60445
"TBM2002110603",27.882217,-82.60545
"TBM2002110604",27.85435,-82.561617
"TBM2002110605",27.841133,-82.544717
"TBM2002111301",27.865017,-82.538267
"TBM2002111307",27.874067,-82.598533
"TBM2002101701",27.876117,-82.59895
"TBM2002101802",27.888567,-82.613567
"TBM2002110608",27.846033,-82.590933
"TBM2002111401",27.999517,-82.642367
"TBM2002111403",27.986417,-82.654667
"TBM2002111404",28.004517,-82.6698
"TBM2002111405",27.946467,-82.71855
"TBM2002111406",27.920533,-82.687767
"TBM2002111603",27.971667,-82.608333
"TBM2002111604",27.923867,-82.531817
"TBM2002111704",27.841433,-82.54525
"TBM2002111705",27.84285,-82.543017
"TBM2002111706",27.840567,-82.540067
"TBM2002111708",27.87375,-82.606933
"TBM2002111709",27.8877,-82.611933
"TBM2002111802",27.950917,-82.548233
"TBM2002111803",27.950383,-82.552117
"TBM2002111806",27.9475,-82.545333
"TBM2002111808",27.922967,-82.687717
"TBM2002111809",27.925133,-82.682367
"TBM2002110606",27.838167,-82.5501
"TBM2002111306",27.876033,-82.598817
"TBM2002111402",28.01715,-82.669267
"TBM2002111606",27.909283,-82.627217
"TBM2002111607",27.90115,-82.643267
"TBM2002111801",27.948867,-82.548217
"TBM2002120202",27.94995,-82.548867
"TBM2002120206",27.947117,-82.54555
"TBM2002120209",27.901517,-82.643933
"TBM2002120212",27.922183,-82.687267
"TBM2002120215",27.9223,-82.688217
"TBM2002120216",27.922783,-82.688283
"TBM2002101702",27.879833,-82.5999
"TBM2002101806",27.947567,-82.54765
"TBM2002100504",27.956083,-82.71845
"TBM2002101709",27.836933,-82.550017
"TBM2002111601",27.989033,-82.685233
"TBM2002111605",27.94175,-82.544883
"TBM2002111811",27.920067,-82.688217
"TBM2002120201",27.950517,-82.5479
"TBM2002120203",27.9494,-82.552883
"TBM2002120204",27.9483,-82.552567
"TBM2002120210",27.906567,-82.647583
"TBM2006080406",27.913567,-82.637633
"TBM2002101809",27.835567,-82.546967
"TBM2002111407",27.9249,-82.68235
"TBM2002111409",27.9792,-82.682417
"TBM2002111707",27.838683,-82.55035
"TBM2002111810",27.924017,-82.6881
"TBM2002120214",27.924767,-82.683267
"TBM2002111305",27.876383,-82.597283
"TBM2002111804",27.94805,-82.552483
"TBM2003010603",27.968367,-82.634167
"TBM2003010607",27.963067,-82.68815
"TBM2003011307",27.912167,-82.644033
"TBM2003011402",27.951333,-82.548117
"TBM2003011403",27.951067,-82.553767
"TBM2003011408",27.87425,-82.60555
"TBM2003011801",27.845483,-82.54715
"TBM2003011802",27.846283,-82.552217
"TBM2003020202",27.9019,-82.6402
"TBM2003020204",27.919883,-82.6882
"TBM2003021202",27.896817,-82.5366
"TBM2003021203",27.926533,-82.5338
"TBM2003021303",27.89965,-82.641783
"TBM2003021308",27.923717,-82.687783
"TBM2003021401",27.951133,-82.54855
"TBM2003021402",27.950283,-82.547817
"TBM2003021405",27.873533,-82.608117
"TBM2003021406",27.873617,-82.607433
"TBM2003021407",27.87775,-82.60365
"TBM2003021410",27.880483,-82.598483
"TBM2003021411",27.954017,-82.547383
"TBM2003021506",27.841367,-82.544867
"TBM2002120803",27.95945,-82.56985
"TBM2002120806",28.015933,-82.6826
"TBM2002120904",27.874083,-82.606417
"TBM2002121113",27.841733,-82.545383
"TBM2002121114",27.843483,-82.54375
"TBM2003011303",27.920917,-82.686767
"TBM2003011304",27.9199,-82.688167
"TBM2003011305",27.929,-82.682717
"TBM2003011409",27.87945,-82.6091
"TBM2003011411",27.954467,-82.5481
"TBM2003011503",27.836533,-82.548917
"TBM2003020203",27.896483,-82.641583
"TBM2003020206",28.00275,-82.664717
"TBM2003021302",27.912033,-82.64625
"TBM2003021309",27.92115,-82.683533
"TBM2003021408",27.877767,-82.602817
"TBM2003021505",27.841483,-82.54505
"TBM2003021507",27.845167,-82.548967
"TBM2002120213",27.924433,-82.682483
"TBM2002120802",27.9698,-82.579933
"TBM2002120804",27.91995,-82.68815
"TBM2002121109",27.838917,-82.5502
"TBM2002121115",27.840433,-82.540017
"TBM2002120805",27.989783,-82.6846
"TBM2002120902",27.888317,-82.608983
"TBM2002120903",27.887033,-82.6122
"TBM2002121110",27.841667,-82.54505
"TBM2003010602",27.977117,-82.681467
"TBM2003010606",27.951417,-82.721367
"TBM2003011301",27.91875,-82.683117
"TBM2003011410",27.880033,-82.611867
"TBM2003011502",27.8382,-82.543583
"TBM2002120907",27.876483,-82.596417
"TBM2002120211",27.921767,-82.686533
"TBM2002120905",27.874767,-82.604167
"TBM2002121108",27.8368,-82.5499
"TBM2003011407",27.87385,-82.60655
"TBM2003011501",27.838917,-82.541483
"TBM2003011201",27.8956,-82.536967
"TBM2003011302",27.92065,-82.6836
"TBM2003011306",27.9263,-82.683783
"TBM2003011401",27.9493,-82.548467
"TBM2003011412",27.95375,-82.54845
"TBM2002120205",27.948067,-82.544883
"TBM2003020205",27.964217,-82.66785
"TBM2003020803",27.83365,-82.562533
"TBM2003021201",27.868283,-82.542117
"TBM2003021409",27.879667,-82.600783
"TBM2003021504",27.836317,-82.55335
"TBM2003021306",27.926567,-82.683633
"TBM2003021307",27.920533,-82.6876
"TBM2003021310",27.921883,-82.68315
"TBM2003021403",27.950133,-82.553467
"TBM2003021404",27.950633,-82.554083
"TBM2003031104",27.836983,-82.5829
"TBM2003031107",27.837633,-82.53725
"TBM2003031301",27.927683,-82.682917
"TBM2003031302",27.919183,-82.687133
"TBM2003031303",27.92005,-82.6862
"TBM2003031304",27.9319,-82.684083
"TBM2002111805",27.950117,-82.54695
"TBM2002120906",27.878883,-82.6055
"TBM2003010601",28.009217,-82.675983
"TBM2003010604",27.9175,-82.617117
"TBM2003011404",27.947933,-82.5543
"TBM2003021305",27.927867,-82.684217
"TBM2003021508",27.847467,-82.5505
"TBM2003031203",27.965633,-82.654167
"TBM2003031207",27.973833,-82.595233
"TBM2003031201",27.894283,-82.638317
"TBM2003031204",27.9909,-82.684517
"TBM2003031402",27.949833,-82.5478
"TBM2003031405",27.937783,-82.55315
"TBM2003031409",27.8801,-82.612367
"TBM2003031503",27.837633,-82.552317
"TBM2003031505",27.842433,-82.546033
"TBM2003031506",27.84105,-82.5461
"TBM2003041005",27.871733,-82.606917
"TBM2003041204",27.963517,-82.694317
"TBM2003041206",27.950967,-82.723
"TBM2003041301",27.920067,-82.686067
"TBM2003041303",27.92695,-82.6849
"TBM2003041304",27.927283,-82.6832
"TBM2003041309",27.912417,-82.641783
"TBM2003041401",27.8773,-82.602183
"TBM2003041404",27.8766,-82.5978
"TBM2003041407",27.94935,-82.553733
"TBM2003041409",27.951683,-82.548067
"TBM2003041411",27.954283,-82.547733
"TBM2003041412",27.955933,-82.547867
"TBM2003041505",27.841567,-82.54495
"TBM2003031103",27.837333,-82.584033
"TBM2003031202",27.937917,-82.71865
"TBM2003031410",27.8738,-82.606717
"TBM2003031411",27.874017,-82.606283
"TBM2003031507",27.844517,-82.548167
"TBM2003041004",27.85925,-82.596183
"TBM2003041202",27.972317,-82.612417
"TBM2003041205",27.957733,-82.713133
"TBM2003041302",27.920217,-82.68765
"TBM2003041306",27.920183,-82.68305
"TBM2003041310",27.9124,-82.642683
"TBM2003041402",27.880067,-82.612017
"TBM2003041403",27.875367,-82.60125
"TBM2003041405",27.88015,-82.6
"TBM2003041408",27.949717,-82.5537
"TBM2003041410",27.949533,-82.547067
"TBM2003041503",27.83685,-82.553667
"TBM2003041504",27.837267,-82.5533
"TBM2003041506",27.839933,-82.5465
"TBM2003041507",27.844517,-82.550317
"TBM2003050306",27.826133,-82.592283
"TBM2003050802",27.962883,-82.680933
"TBM2003050804",27.976283,-82.692
"TBM2003051301",27.922467,-82.68775
"TBM2003051306",27.9211,-82.681683
"TBM2003051401",27.9625,-82.572717
"TBM2003051404",27.95165,-82.548717
"TBM2003051405",27.94955,-82.54825
"TBM2003051410",27.880133,-82.599767
"TBM2003051411",27.88,-82.600267
"TBM2003051503",27.838033,-82.552617
"TBM2003011504",27.834233,-82.54915
"TBM2003031305",27.922983,-82.683633
"TBM2003031310",27.911417,-82.646167
"TBM2003031404",27.9481,-82.552933
"TBM2003031408",27.88095,-82.614733
"TBM2003031413",27.879983,-82.598833
"TBM2003041406",27.880233,-82.5979
"TBM2003021503",27.838167,-82.551917
"TBM2003031403",27.94895,-82.547667
"TBM2003031407",27.954,-82.548317
"TBM2003031406",27.960083,-82.54875
"TBM2003031504",27.838683,-82.5534
"TBM2003020201",27.906967,-82.633
"TBM2003011204",27.902317,-82.64015
"TBM2003011205",27.876767,-82.595433
"TBM2003011405",27.8808,-82.5991
"TBM2003011406",27.880867,-82.5986
"TBM2003021301",27.915433,-82.638183
"TBM2003041508",27.84625,-82.5476
"TBM2003041201",27.973017,-82.575183
"TBM2003041207",27.912517,-82.67225
"TBM2003031412",27.880233,-82.599233
"TBM2003031105",27.836333,-82.582783
"TBM2003050803",27.968217,-82.69205
"TBM2003050701",27.883333,-82.536667
"TBM2003050801",27.904,-82.534083
"TBM2003051303",27.9303,-82.6844
"TBM2003051307",27.911783,-82.6439
"TBM2003051402",27.959867,-82.548883
"TBM2003051406",27.948617,-82.552883
"TBM2003051408",27.87775,-82.602583
"TBM2003051413",27.8733,-82.60925
"TBM2003051505",27.8406,-82.546267
"TBM2003051506",27.841833,-82.544833
"TBM2003051507",27.843933,-82.547333
"TBM2003051508",27.84745,-82.5497
"TBM2003031306",27.917833,-82.682817
"TBM2003041305",27.917867,-82.6831
"TBM2003051302",27.92295,-82.687783
"TBM2003051304",27.931,-82.684083
"TBM2003051403",27.957883,-82.54825
"TBM2003051412",27.873933,-82.607267
"TBM2003051504",27.83825,-82.553733
"TBM2003031309",27.91115,-82.646883
"TBM2003060301",27.876683,-82.59655
"TBM2003060601",27.955767,-82.546467
"TBM2003060602",27.954567,-82.5466
"TBM2003060603",27.936717,-82.7214
"TBM2003060604",27.961617,-82.691033
"TBM2003060605",28.020617,-82.665867
"TBM2003061401",27.910367,-82.628767
"TBM2003061402",27.918,-82.6489
"TBM2003061403",27.894417,-82.64275
"TBM2003061502",27.931317,-82.68425
"TBM2003061505",27.917983,-82.682617
"TBM2003061508",27.912133,-82.643483
"TBM2003061601",27.948733,-82.547483
"TBM2003061602",27.948667,-82.548
"TBM2003061604",27.9556,-82.5482
"TBM2003061605",27.949367,-82.553133
"TBM2003061606",27.94935,-82.55395
"TBM2003061608",27.880233,-82.612067
"TBM2003061609",27.879867,-82.600667
"TBM2003061612",27.876183,-82.598383
"TBM2003061702",27.84515,-82.5496
"TBM2003061603",27.95475,-82.548783
"TBM2003061607",27.880583,-82.613483
"TBM2003061703",27.843133,-82.5425
"TBM2003061704",27.84055,-82.5471
"TBM2003051407",27.949283,-82.5533
"TBM2003061503",27.922817,-82.687133
"TBM2003061507",27.912533,-82.6428
"TBM2003061611",27.876033,-82.599283
"TBM2003061701",27.846483,-82.5515
"TBM2003061706",27.8375,-82.552867
"TBM2003061504",27.922833,-82.68685
"TBM2003051308",27.911233,-82.6446
"TBM2003061501",27.930483,-82.684117
"TBM2003070301",27.8742,-82.605267
"TBM2003070302",27.8327,-82.588817
"TBM2003070307",27.923917,-82.531917
"TBM2003071301",27.905183,-82.637633
"TBM2003071302",27.917183,-82.682117
"TBM2003071403",27.922767,-82.687067
"TBM2003071405",27.931117,-82.684283
"TBM2003071408",27.91315,-82.643833
"TBM2003071501",27.877683,-82.6023
"TBM2003071502",27.880733,-82.614417
"TBM2003071503",27.8731,-82.609383
"TBM2003071507",27.959217,-82.548833
"TBM2003071508",27.959033,-82.548733
"TBM2003071509",27.951533,-82.54835
"TBM2003071512",27.948667,-82.553733
"TBM2003071604",27.838367,-82.551933
"TBM2003071607",27.8454,-82.549017
"TBM2003071608",27.848667,-82.549917
"TBM2003051305",27.917083,-82.683533
"TBM2003061506",27.9176,-82.682367
"TBM2003061610",27.87995,-82.5998
"TBM2003061707",27.838683,-82.55365
"TBM2003070501",27.867733,-82.537217
"TBM2003071402",27.918433,-82.68385
"TBM2003071404",27.9237,-82.687533
"TBM2003071406",27.930617,-82.6846
"TBM2003071504",27.873817,-82.606817
"TBM2003071510",27.95085,-82.54835
"TBM2003070303",27.832017,-82.56325
"TBM2003071303",27.936767,-82.721167
"TBM2003071506",27.881033,-82.59645
"TBM2003071511",27.951517,-82.553933
"TBM2003071606",27.838083,-82.545583
"TBM2003050702",27.882733,-82.53525
"TBM2003050805",27.987283,-82.68605
"TBM2003080806",27.930233,-82.683417
"TBM2003080810",27.91415,-82.639383
"TBM2007021001",27.940733,-82.619683
"TBM2007021004",27.94005,-82.537417
"TBM2007021007",27.9602,-82.701167
"TBM2003070306",27.91415,-82.5354
"TBM2003071407",27.911167,-82.647833
"TBM2003080807",27.927533,-82.68345
"TBM2003080903",27.97395,-82.6013
"TBM2003080904",28.031017,-82.679667
"TBM2003081106",27.868467,-82.536167
"TBM2003080803",27.91685,-82.683133
"TBM2003080901",27.9378,-82.720817
"TBM2003080902",27.97405,-82.58975
"TBM2003080907",27.963467,-82.68515
"TBM2003081107",27.90265,-82.5381
"TBM2003081202",27.951167,-82.55405
"TBM2003081205",27.95765,-82.549683
"TBM2003061705",27.84005,-82.546817
"TBM2003080805",27.9233,-82.687667
"TBM2003080808",27.920567,-82.687267
"TBM2003080811",27.91765,-82.681767
"TBM2003081203",27.951817,-82.547683
"TBM2003081204",27.9503,-82.5481
"TBM2003071401",27.921167,-82.682367
"TBM2003071603",27.837833,-82.55385
"TBM2003081206",27.95765,-82.549517
"TBM2003090402",28.019767,-82.6842
"TBM2003090407",27.9168,-82.674533
"TBM2003091005",27.954217,-82.5488
"TBM2003091006",27.958133,-82.549017
"TBM2003091008",27.8755,-82.603283
"TBM2003091009",27.8766,-82.597217
"TBM2003091012",27.878917,-82.607067
"TBM2003091301",27.849683,-82.55515
"TBM2003091303",27.832183,-82.562483
"TBM2003091307",27.873717,-82.610667
"TBM2003091504",27.919567,-82.68745
"TBM2003091505",27.920833,-82.687933
"TBM2003091510",27.901383,-82.640433
"TBM2003091605",27.834767,-82.553233
"TBM2003091606",27.836233,-82.551033
"TBM2003100402",27.95795,-82.549067
"TBM2003100406",27.946717,-82.55375
"TBM2003100408",27.851683,-82.590833
"TBM2003100607",27.896517,-82.637733
"TBM2003100706",27.87615,-82.53135
"TBM2003071505",27.879617,-82.600967
"TBM2003091002",27.948717,-82.554667
"TBM2003091003",27.952,-82.548333
"TBM2003091013",27.877833,-82.603267
"TBM2003091302",27.84165,-82.542433
"TBM2003091501",27.92315,-82.6974
"TBM2003091502",27.93155,-82.684267
"TBM2003091508",27.912833,-82.642983
"TBM2003091607",27.847583,-82.549717
"TBM2003091608",27.848233,-82.549283
"TBM2003100401",27.953483,-82.547517
"TBM2003100405",27.946317,-82.54815
"TBM2003100407",27.944117,-82.553417
"TBM2003100501",27.92915,-82.632233
"TBM2003100503",27.897433,-82.557167
"TBM2003100604",27.97395,-82.688833
"TBM2003101102",27.85395,-82.596517
"TBM2003091001",27.948467,-82.553
"TBM2003091503",27.927117,-82.6841
"TBM2003100404",27.947817,-82.546983
"TBM2003100502",27.89215,-82.578383
"TBM2003100606",27.905983,-82.647267
"TBM2003071605",27.840617,-82.547417
"TBM2003080906",28.019233,-82.666633
"TBM2003081201",27.94915,-82.55475
"TBM2003091007",27.9014,-82.63575
"TBM2003071306",28.0188,-82.666367
"TBM2003091603",27.838633,-82.545733
"TBM2003080804",27.9173,-82.6831
"TBM2003081101",27.8301,-82.581033
"TBM2003091506",27.920433,-82.682633
"TBM2003091507",27.921233,-82.6835
