"OBJECTID","Reference","Sampling_Date","Latitude","Longitude","Gear","Scientificname","Commonname","TotalNum","avg_size","min_size","max_size","ExDate"
1549799,"TBM1996011812",1996-01-17 19:00:00,27.956833,-82.705667,20,"Anchoa mitchilli","Bay Anchovy",320,23,20,28,2018-04-12 06:25:14
1549800,"TBM1996011812",1996-01-17 19:00:00,27.956833,-82.705667,20,"Gobiosoma bosc","Naked Goby",4,25,22,33,2018-04-12 06:25:14
1549802,"TBM1996011819",1996-01-17 19:00:00,27.989333,-82.619667,20,"Mugil cephalus","Striped Mullet",1,20,20,20,2018-04-12 06:25:14
1549804,"TBM1996011904",1996-01-18 19:00:00,27.9925,-82.684167,20,"Callinectes sapidus","Blue Crab",2,17,15,20,2018-04-12 06:25:14
1549806,"TBM1996011908",1996-01-18 19:00:00,28.012833,-82.6735,300,"Callinectes sapidus","Blue Crab",1,103,103,103,2018-04-12 06:25:23
1549860,"TBM1996011802",1996-01-17 19:00:00,27.8765,-82.535833,20,"Cynoscion nebulosus","Spotted Seatrout",1,63,63,63,2018-04-12 06:27:38
1549863,"TBM1996011809",1996-01-17 19:00:00,27.963167,-82.590833,300,"Prionotus scitulus","Leopard Searobin",1,39,39,39,2018-04-12 06:27:38
1549864,"TBM1996011809",1996-01-17 19:00:00,27.963167,-82.590833,300,"Synodus foetens","Inshore Lizardfish",1,97,97,97,2018-04-12 06:27:38
1549865,"TBM1996011812",1996-01-17 19:00:00,27.956833,-82.705667,20,"Microgobius gulosus","Clown Goby",3,31,27,37,2018-04-12 06:27:38
1549867,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Ariopsis felis","Hardhead Catfish",1,185,185,185,2018-04-12 06:27:38
1549868,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Callinectes sapidus","Blue Crab",2,153,152,154,2018-04-12 06:27:38
1549877,"TBM1996011904",1996-01-18 19:00:00,27.9925,-82.684167,20,"Floridichthys carpio","Goldspotted Killifish",1,29,29,29,2018-04-12 06:27:38
1549878,"TBM1996011905",1996-01-18 19:00:00,27.991667,-82.684167,20,"Anchoa mitchilli","Bay Anchovy",437,33,24,47,2018-04-12 06:27:38
1549879,"TBM1996011905",1996-01-18 19:00:00,27.991667,-82.684167,20,"Syngnathus scovelli","Gulf Pipefish",4,89,72,102,2018-04-12 06:27:38
1549880,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Menidia spp.","Menidia Silversides",1,68,68,68,2018-04-12 06:27:38
1549956,"TBM1996022005",1996-02-19 19:00:00,28.015833,-82.6525,20,"Leiostomus xanthurus","Spot",1,17,17,17,2018-04-12 06:27:38
1549958,"TBM1996022008",1996-02-19 19:00:00,27.974167,-82.6375,300,"Prionotus scitulus","Leopard Searobin",2,50,50,51,2018-04-12 06:27:38
1549960,"TBM1996022014",1996-02-19 19:00:00,27.945333,-82.641333,300,"Callinectes sapidus","Blue Crab",1,98,98,98,2018-04-12 06:27:38
1549963,"TBM1996022016",1996-02-19 19:00:00,27.943833,-82.593,300,"Callinectes sapidus","Blue Crab",1,64,64,64,2018-04-12 06:27:38
1549965,"TBM1996022101",1996-02-20 19:00:00,27.884167,-82.620833,20,"Cynoscion nebulosus","Spotted Seatrout",1,101,101,101,2018-04-12 06:27:38
1549966,"TBM1996022103",1996-02-20 19:00:00,27.889167,-82.545,20,"Achirus lineatus","Lined Sole",1,24,24,24,2018-04-12 06:27:38
1549967,"TBM1996022105",1996-02-20 19:00:00,27.848667,-82.557667,20,"Syngnathus louisianae","Chain Pipefish",1,90,90,90,2018-04-12 06:27:38
1550020,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Cynoscion arenarius","Sand Seatrout",1,102,102,102,2018-04-12 06:27:38
1550022,"TBM1996032016",1996-03-19 19:00:00,27.8275,-82.593833,22,"Menidia spp.","Menidia Silversides",808,31,15,71,2018-04-12 06:27:38
1550024,"TBM1996032201",1996-03-21 19:00:00,28.014167,-82.646167,22,"No fish",".",0,NA,NA,NA,2018-04-12 06:27:38
1550025,"TBM1996032203",1996-03-21 19:00:00,27.962,-82.569,22,"No fish",".",0,NA,NA,NA,2018-04-12 06:27:38
1550026,"TBM1996032204",1996-03-21 19:00:00,27.958167,-82.571,20,"Cyprinodon variegatus","Sheepshead Minnow",2,44,38,51,2018-04-12 06:27:38
1550027,"TBM1996032209",1996-03-21 19:00:00,27.970167,-82.640833,300,"Ariopsis felis","Hardhead Catfish",2,247,185,310,2018-04-12 06:27:38
1550131,"TBM1996011713",1996-01-16 19:00:00,27.864833,-82.599,22,"Floridichthys carpio","Goldspotted Killifish",10,47,41,52,2018-04-12 06:25:20
1550132,"TBM1996011713",1996-01-16 19:00:00,27.864833,-82.599,22,"Menidia spp.","Menidia Silversides",1,58,58,58,2018-04-12 06:25:20
1550134,"TBM1996011804",1996-01-17 19:00:00,27.866,-82.542833,20,"Cynoscion nebulosus","Spotted Seatrout",1,55,55,55,2018-04-12 06:25:20
1550135,"TBM1996011804",1996-01-17 19:00:00,27.866,-82.542833,20,"Syngnathus scovelli","Gulf Pipefish",1,74,74,74,2018-04-12 06:25:20
1550136,"TBM1996011809",1996-01-17 19:00:00,27.963167,-82.590833,300,"Chilomycterus schoepfii","Striped Burrfish",2,154,148,160,2018-04-12 06:25:20
1550138,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Menticirrhus americanus","Southern Kingfish",11,64,44,78,2018-04-12 06:25:20
1550139,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Symphurus plagiusa","Blackcheek Tonguefish",1,72,72,72,2018-04-12 06:25:20
1550140,"TBM1996011817",1996-01-17 19:00:00,27.993,-82.625,22,"Fundulus grandis","Gulf Killifish",2,68,65,71,2018-04-12 06:25:20
1550141,"TBM1996011817",1996-01-17 19:00:00,27.993,-82.625,22,"Menidia spp.","Menidia Silversides",149,34,26,51,2018-04-12 06:25:20
1550144,"TBM1996011905",1996-01-18 19:00:00,27.991667,-82.684167,20,"Hippocampus spp.",".",1,18,18,18,2018-04-12 06:25:20
1550145,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Callinectes sapidus","Blue Crab",1,41,41,41,2018-04-12 06:25:20
1550146,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Membras martinica","Rough Silverside",4,38,32,45,2018-04-12 06:25:20
1550230,"TBM1996022103",1996-02-20 19:00:00,27.889167,-82.545,20,"Callinectes sapidus","Blue Crab",1,50,50,50,2018-04-12 06:25:20
1550231,"TBM1996022103",1996-02-20 19:00:00,27.889167,-82.545,20,"Menidia spp.","Menidia Silversides",4,66,58,70,2018-04-12 06:25:20
1550687,"TBM1996022002",1996-02-19 19:00:00,27.991667,-82.6285,20,"Microgobius gulosus","Clown Goby",2,34,30,39,2018-04-12 06:25:23
1550688,"TBM1996022005",1996-02-19 19:00:00,28.015833,-82.6525,20,"Microgobius gulosus","Clown Goby",2,35,34,36,2018-04-12 06:25:23
1550693,"TBM1996022013",1996-02-19 19:00:00,27.914167,-82.675833,20,"Leiostomus xanthurus","Spot",1,21,21,21,2018-04-12 06:25:23
1550694,"TBM1996022016",1996-02-19 19:00:00,27.943833,-82.593,300,"Aluterus schoepfii","Orange Filefish",1,329,329,329,2018-04-12 06:25:23
1550695,"TBM1996022102",1996-02-20 19:00:00,27.88,-82.6015,300,"Callinectes sapidus","Blue Crab",1,19,19,19,2018-04-12 06:25:23
1550696,"TBM1996022105",1996-02-20 19:00:00,27.848667,-82.557667,20,"Leiostomus xanthurus","Spot",1,33,33,33,2018-04-12 06:25:23
1550749,"TBM1996032004",1996-03-19 19:00:00,27.855333,-82.5545,22,"Lagodon rhomboides","Pinfish",54,22,14,35,2018-04-12 06:25:23
1550750,"TBM1996032004",1996-03-19 19:00:00,27.855333,-82.5545,22,"Sciaenops ocellatus","Red Drum",1,130,130,130,2018-04-12 06:25:23
1550751,"TBM1996032004",1996-03-19 19:00:00,27.855333,-82.5545,22,"Sphoeroides nephelus","Southern Puffer",1,27,27,27,2018-04-12 06:25:23
1550752,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Dasyatis sabina","Atlantic Stingray",24,227,175,290,2018-04-12 06:25:23
1550753,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Farfantepenaeus duorarum","Pink Shrimp",10,19,9,27,2018-04-12 06:25:23
1550760,"TBM1996032101",1996-03-20 19:00:00,28.0185,-82.6815,20,"Callinectes sapidus","Blue Crab",3,43,42,46,2018-04-12 06:25:23
1550761,"TBM1996032204",1996-03-21 19:00:00,27.958167,-82.571,20,"Syngnathus scovelli","Gulf Pipefish",3,58,43,67,2018-04-12 06:25:23
1550762,"TBM1996032207",1996-03-21 19:00:00,27.926667,-82.533167,20,"Lagodon rhomboides","Pinfish",80,17,13,28,2018-04-12 06:25:23
1550763,"TBM1996032207",1996-03-21 19:00:00,27.926667,-82.533167,20,"Syngnathus scovelli","Gulf Pipefish",25,81,58,114,2018-04-12 06:25:23
1550764,"TBM1996032208",1996-03-21 19:00:00,27.896,-82.635333,20,"Callinectes sapidus","Blue Crab",1,32,32,32,2018-04-12 06:25:23
1550765,"TBM1996032210",1996-03-21 19:00:00,27.976333,-82.688167,20,"Gobiosoma robustum","Code Goby",17,18,14,20,2018-04-12 06:25:23
1550766,"TBM1996032210",1996-03-21 19:00:00,27.976333,-82.688167,20,"Syngnathus scovelli","Gulf Pipefish",1,61,61,61,2018-04-12 06:25:23
1550786,"TBM1996041702",1996-04-16 20:00:00,27.976167,-82.689,20,"Callinectes sapidus","Blue Crab",1,19,19,19,2018-04-12 06:25:23
1550789,"TBM1996041709",1996-04-16 20:00:00,27.944833,-82.544167,20,"Gobiosoma bosc","Naked Goby",9,23,20,29,2018-04-12 06:25:23
1550793,"TBM1996041809",1996-04-17 20:00:00,27.871333,-82.533167,20,"Microgobius gulosus","Clown Goby",2,32,29,35,2018-04-12 06:25:23
1550827,"TBM1996042601",1996-04-25 20:00:00,27.982667,-82.6925,160,"Mugil cephalus","Striped Mullet",13,180,151,234,2018-04-12 06:25:23
1550828,"TBM1996042601",1996-04-25 20:00:00,27.982667,-82.6925,160,"Sciaenops ocellatus","Red Drum",4,133,124,144,2018-04-12 06:25:23
1550829,"TBM1996042603",1996-04-25 20:00:00,27.909667,-82.643333,160,"Strongylura notata","Redfin Needlefish",25,362,320,415,2018-04-12 06:25:23
1550838,"TBM1996051312",1996-05-12 20:00:00,27.861,-82.592667,300,"Cynoscion arenarius","Sand Seatrout",1,23,23,23,2018-04-12 06:25:23
1550839,"TBM1996051312",1996-05-12 20:00:00,27.861,-82.592667,300,"Menticirrhus saxatilis","Northern Kingfish",1,248,248,248,2018-04-12 06:25:23
1550842,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Cynoscion arenarius","Sand Seatrout",5,17,11,21,2018-04-12 06:25:23
1550843,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Menticirrhus saxatilis","Northern Kingfish",2,18,11,26,2018-04-12 06:25:23
1550844,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Prionotus scitulus","Leopard Searobin",1,75,75,75,2018-04-12 06:25:23
1550847,"TBM1996051412",1996-05-13 20:00:00,27.926667,-82.706667,22,"Callinectes sapidus","Blue Crab",1,53,53,53,2018-04-12 06:25:23
1550852,"TBM1996051502",1996-05-14 20:00:00,27.9105,-82.6265,160,"Archosargus probatocephalus","Sheepshead",1,270,270,270,2018-04-12 06:25:23
1550853,"TBM1996051502",1996-05-14 20:00:00,27.9105,-82.6265,160,"Chilomycterus schoepfii","Striped Burrfish",2,230,206,255,2018-04-12 06:25:23
1550858,"TBM1996051508",1996-05-14 20:00:00,28.004167,-82.655667,160,"Mugil cephalus","Striped Mullet",4,250,195,350,2018-04-12 06:25:23
1551074,"TBM1996041703",1996-04-16 20:00:00,27.986667,-82.6335,300,"Farfantepenaeus duorarum","Pink Shrimp",12,21,15,35,2018-04-12 06:27:38
1551080,"TBM1996041808",1996-04-17 20:00:00,27.87,-82.537167,20,"Farfantepenaeus duorarum","Pink Shrimp",1,18,18,18,2018-04-12 06:27:38
1551081,"TBM1996041810",1996-04-17 20:00:00,27.899167,-82.5605,300,"Prionotus scitulus","Leopard Searobin",3,76,52,108,2018-04-12 06:27:38
1551114,"TBM1996042602",1996-04-25 20:00:00,27.955667,-82.719833,160,"Dasyatis say","Bluntnose Stingray",2,457,445,470,2018-04-12 06:27:38
1551115,"TBM1996042603",1996-04-25 20:00:00,27.909667,-82.643333,160,"Ariopsis felis","Hardhead Catfish",4,309,292,332,2018-04-12 06:27:38
1551116,"TBM1996042603",1996-04-25 20:00:00,27.909667,-82.643333,160,"Mugil trichodon","Fantail Mullet",1,244,244,244,2018-04-12 06:27:38
1551126,"TBM1996051405",1996-05-13 20:00:00,27.962167,-82.597833,300,"Microgobius thalassinus","Green Goby",1,29,29,29,2018-04-12 06:27:38
1551131,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Cynoscion arenarius","Sand Seatrout",66,24,13,103,2018-04-12 06:27:38
1551132,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Harengula jaguana","Scaled Sardine",1,80,80,80,2018-04-12 06:27:38
1551133,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Trinectes maculatus","Hogchoker",1,70,70,70,2018-04-12 06:27:38
1551134,"TBM1996051416",1996-05-13 20:00:00,27.960333,-82.698833,20,"Bairdiella chrysoura","Silver Perch",1608,22,15,27,2018-04-12 06:27:38
1551136,"TBM1996051502",1996-05-14 20:00:00,27.9105,-82.6265,160,"Mugil cephalus","Striped Mullet",1,240,240,240,2018-04-12 06:27:38
1551139,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Rhinobatos lentiginosus","Atlantic Guitarfish",3,530,470,585,2018-04-12 06:27:38
1551151,"TBM1996051704",1996-05-16 20:00:00,27.8275,-82.591667,160,"Strongylura notata","Redfin Needlefish",35,346,175,421,2018-04-12 06:27:38
1551308,"TBM1996032016",1996-03-19 19:00:00,27.8275,-82.593833,22,"Cyprinodon variegatus","Sheepshead Minnow",99,38,24,45,2018-04-12 06:25:20
1551310,"TBM1996032206",1996-03-21 19:00:00,27.934667,-82.548667,300,"Farfantepenaeus duorarum","Pink Shrimp",12,23,15,31,2018-04-12 06:25:20
1551311,"TBM1996032209",1996-03-21 19:00:00,27.970167,-82.640833,300,"Lagodon rhomboides","Pinfish",1,71,71,71,2018-04-12 06:25:20
1551335,"TBM1996041807",1996-04-17 20:00:00,27.863167,-82.544333,22,"Lagodon rhomboides","Pinfish",1,42,42,42,2018-04-12 06:25:24
1551336,"TBM1996041807",1996-04-17 20:00:00,27.863167,-82.544333,22,"Menidia spp.","Menidia Silversides",1,21,21,21,2018-04-12 06:25:24
1551363,"TBM1996042602",1996-04-25 20:00:00,27.955667,-82.719833,160,"Sciaenops ocellatus","Red Drum",2,140,125,155,2018-04-12 06:25:24
1551376,"TBM1996051404",1996-05-13 20:00:00,28.004333,-82.666333,20,"Syngnathus floridae","Dusky Pipefish",2,54,53,55,2018-04-12 06:25:24
1551377,"TBM1996051406",1996-05-13 20:00:00,27.961,-82.576167,20,"Cynoscion nebulosus","Spotted Seatrout",1,12,12,12,2018-04-12 06:25:24
1551378,"TBM1996051406",1996-05-13 20:00:00,27.961,-82.576167,20,"Syngnathus scovelli","Gulf Pipefish",1,72,72,72,2018-04-12 06:25:24
1551388,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Leiostomus xanthurus","Spot",6,91,80,104,2018-04-12 06:25:26
1551389,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Microgobius thalassinus","Green Goby",3,31,29,35,2018-04-12 06:25:26
1551393,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Eugerres plumieri","Striped Mojarra",3,189,170,223,2018-04-12 06:25:26
1551394,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Mugil cephalus","Striped Mullet",7,159,130,215,2018-04-12 06:25:26
1551395,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Mugil trichodon","Fantail Mullet",2,174,137,212,2018-04-12 06:25:26
1551468,"TBM1996061301",1996-06-12 20:00:00,27.874667,-82.602167,160,"Eugerres plumieri","Striped Mojarra",6,218,185,238,2018-04-12 06:25:26
1551469,"TBM1996061301",1996-06-12 20:00:00,27.874667,-82.602167,160,"Leiostomus xanthurus","Spot",25,96,80,111,2018-04-12 06:25:26
1551470,"TBM1996061301",1996-06-12 20:00:00,27.874667,-82.602167,160,"Oligoplites saurus","Leatherjacket",1,210,210,210,2018-04-12 06:25:26
1551683,"TBM1996051704",1996-05-16 20:00:00,27.8275,-82.591667,160,"Archosargus probatocephalus","Sheepshead",5,236,222,272,2018-04-12 06:25:23
1555029,"TBM1996011812",1996-01-17 19:00:00,27.956833,-82.705667,20,"Gobiosoma robustum","Code Goby",10,21,17,24,2018-04-12 06:25:19
1555030,"TBM1996011817",1996-01-17 19:00:00,27.993,-82.625,22,"Anchoa mitchilli","Bay Anchovy",2,25,25,25,2018-04-12 06:25:19
1555036,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Anchoa mitchilli","Bay Anchovy",315,31,22,51,2018-04-12 06:25:19
1555037,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Microgobius gulosus","Clown Goby",1,21,21,21,2018-04-12 06:25:19
1555103,"TBM1996022010",1996-02-19 19:00:00,27.945833,-82.724167,22,"Lagodon rhomboides","Pinfish",50,17,12,21,2018-04-12 06:25:29
1555104,"TBM1996022010",1996-02-19 19:00:00,27.945833,-82.724167,22,"Lucania parva","Rainwater Killifish",1,22,22,22,2018-04-12 06:25:29
1555105,"TBM1996022014",1996-02-19 19:00:00,27.945333,-82.641333,300,"Chilomycterus schoepfii","Striped Burrfish",2,252,222,282,2018-04-12 06:25:29
1555106,"TBM1996022103",1996-02-20 19:00:00,27.889167,-82.545,20,"Symphurus plagiusa","Blackcheek Tonguefish",2,32,25,40,2018-04-12 06:25:29
1555171,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Anchoa mitchilli","Bay Anchovy",154,37,27,52,2018-04-12 06:25:18
1555172,"TBM1996011814",1996-01-17 19:00:00,27.978167,-82.660333,300,"Bairdiella chrysoura","Silver Perch",1,87,87,87,2018-04-12 06:25:18
1555175,"TBM1996011904",1996-01-18 19:00:00,27.9925,-82.684167,20,"Microgobius gulosus","Clown Goby",1,30,30,30,2018-04-12 06:25:18
1555176,"TBM1996011905",1996-01-18 19:00:00,27.991667,-82.684167,20,"Cynoscion nebulosus","Spotted Seatrout",4,411,380,480,2018-04-12 06:25:18
1555178,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Menticirrhus americanus","Southern Kingfish",1,85,85,85,2018-04-12 06:25:18
1555179,"TBM1996011907",1996-01-18 19:00:00,28.004667,-82.6645,20,"Syngnathus scovelli","Gulf Pipefish",3,81,78,84,2018-04-12 06:25:18
1555255,"TBM1996022014",1996-02-19 19:00:00,27.945333,-82.641333,300,"Chaetodipterus faber","Atlantic Spadefish",1,55,55,55,2018-04-12 06:25:31
1555256,"TBM1996022014",1996-02-19 19:00:00,27.945333,-82.641333,300,"Farfantepenaeus duorarum","Pink Shrimp",2,28,18,38,2018-04-12 06:25:31
1555257,"TBM1996022102",1996-02-20 19:00:00,27.88,-82.6015,300,"Chilomycterus schoepfii","Striped Burrfish",6,165,149,190,2018-04-12 06:25:31
1555258,"TBM1996022103",1996-02-20 19:00:00,27.889167,-82.545,20,"Syngnathus scovelli","Gulf Pipefish",1,81,81,81,2018-04-12 06:25:31
1555259,"TBM1996022104",1996-02-20 19:00:00,27.870167,-82.540833,20,"Lagodon rhomboides","Pinfish",29,16,12,22,2018-04-12 06:25:31
1555299,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Rhinobatos lentiginosus","Atlantic Guitarfish",1,630,630,630,2018-04-12 06:25:31
1555302,"TBM1996032016",1996-03-19 19:00:00,27.8275,-82.593833,22,"Microgobius gulosus","Clown Goby",2,37,35,40,2018-04-12 06:25:31
1555303,"TBM1996032204",1996-03-21 19:00:00,27.958167,-82.571,20,"Gobiosoma robustum","Code Goby",4,17,16,20,2018-04-12 06:25:31
1555304,"TBM1996032205",1996-03-21 19:00:00,27.946333,-82.5445,20,"Gobiosoma robustum","Code Goby",6,20,17,30,2018-04-12 06:25:31
1555305,"TBM1996032205",1996-03-21 19:00:00,27.946333,-82.5445,20,"Leiostomus xanthurus","Spot",96,39,29,50,2018-04-12 06:25:31
1555306,"TBM1996032206",1996-03-21 19:00:00,27.934667,-82.548667,300,"Prionotus scitulus","Leopard Searobin",4,60,59,63,2018-04-12 06:25:31
1555307,"TBM1996032209",1996-03-21 19:00:00,27.970167,-82.640833,300,"Urophycis floridana","Southern Hake",1,178,178,178,2018-04-12 06:25:31
1555323,"TBM1996041709",1996-04-16 20:00:00,27.944833,-82.544167,20,"Syngnathus scovelli","Gulf Pipefish",3,89,86,92,2018-04-12 06:25:31
1555965,"TBM1996032004",1996-03-19 19:00:00,27.855333,-82.5545,22,"Floridichthys carpio","Goldspotted Killifish",3,45,40,49,2018-04-12 06:25:29
1555967,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Ariopsis felis","Hardhead Catfish",5,141,95,315,2018-04-12 06:25:29
1555968,"TBM1996032006",1996-03-19 19:00:00,27.9105,-82.620167,300,"Prionotus scitulus","Leopard Searobin",5,60,48,78,2018-04-12 06:25:29
1555972,"TBM1996032209",1996-03-21 19:00:00,27.970167,-82.640833,300,"Prionotus scitulus","Leopard Searobin",6,77,46,105,2018-04-12 06:25:29
1555973,"TBM1996032209",1996-03-21 19:00:00,27.970167,-82.640833,300,"Trinectes maculatus","Hogchoker",1,73,73,73,2018-04-12 06:25:29
1555992,"TBM1996041703",1996-04-16 20:00:00,27.986667,-82.6335,300,"Callinectes sapidus","Blue Crab",6,91,57,110,2018-04-12 06:25:29
1555993,"TBM1996041703",1996-04-16 20:00:00,27.986667,-82.6335,300,"Syngnathus scovelli","Gulf Pipefish",1,83,83,83,2018-04-12 06:25:29
1555995,"TBM1996041709",1996-04-16 20:00:00,27.944833,-82.544167,20,"Syngnathus louisianae","Chain Pipefish",1,65,65,65,2018-04-12 06:25:29
1556025,"TBM1996042601",1996-04-25 20:00:00,27.982667,-82.6925,160,"Dasyatis sabina","Atlantic Stingray",4,166,155,190,2018-04-12 06:25:30
1556026,"TBM1996042602",1996-04-25 20:00:00,27.955667,-82.719833,160,"Ariopsis felis","Hardhead Catfish",24,298,260,345,2018-04-12 06:25:30
1556034,"TBM1996051402",1996-05-13 20:00:00,28.028,-82.679333,20,"Microgobius gulosus","Clown Goby",12,27,18,57,2018-04-12 06:25:30
1556038,"TBM1996051405",1996-05-13 20:00:00,27.962167,-82.597833,300,"Anchoa mitchilli","Bay Anchovy",2,51,47,55,2018-04-12 06:25:30
1556039,"TBM1996051405",1996-05-13 20:00:00,27.962167,-82.597833,300,"Cynoscion arenarius","Sand Seatrout",74,21,11,195,2018-04-12 06:25:30
1556040,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Bagre marinus","Gafftopsail Catfish",1,322,322,322,2018-04-12 06:25:30
1556041,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Chilomycterus schoepfii","Striped Burrfish",3,172,150,185,2018-04-12 06:25:30
1556042,"TBM1996051408",1996-05-13 20:00:00,27.891167,-82.639167,20,"Cynoscion nebulosus","Spotted Seatrout",1,15,15,15,2018-04-12 06:25:30
1556043,"TBM1996051408",1996-05-13 20:00:00,27.891167,-82.639167,20,"Microgobius gulosus","Clown Goby",17,17,13,23,2018-04-12 06:25:30
1556046,"TBM1996051412",1996-05-13 20:00:00,27.926667,-82.706667,22,"Mugil cephalus","Striped Mullet",1,368,368,368,2018-04-12 06:25:30
1556047,"TBM1996051416",1996-05-13 20:00:00,27.960333,-82.698833,20,"Menidia spp.","Menidia Silversides",37,29,17,43,2018-04-12 06:25:30
1556052,"TBM1996051502",1996-05-14 20:00:00,27.9105,-82.6265,160,"Paralichthys albigutta","Gulf Flounder",1,295,295,295,2018-04-12 06:25:30
1556053,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Callinectes sapidus","Blue Crab",10,114,85,145,2018-04-12 06:25:30
1556054,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Oligoplites saurus","Leatherjacket",1,155,155,155,2018-04-12 06:25:30
1556057,"TBM1996051508",1996-05-14 20:00:00,28.004167,-82.655667,160,"Ariopsis felis","Hardhead Catfish",1,315,315,315,2018-04-12 06:25:30
1556058,"TBM1996051508",1996-05-14 20:00:00,28.004167,-82.655667,160,"Rhinoptera bonasus","Cownose Ray",1,750,750,750,2018-04-12 06:25:30
1556059,"TBM1996051508",1996-05-14 20:00:00,28.004167,-82.655667,160,"Strongylura notata","Redfin Needlefish",7,355,332,385,2018-04-12 06:25:30
1556143,"TBM1996061301",1996-06-12 20:00:00,27.874667,-82.602167,160,"Dasyatis sabina","Atlantic Stingray",2,296,280,312,2018-04-12 06:25:30
1556144,"TBM1996061304",1996-06-12 20:00:00,27.872833,-82.609833,160,"Lagodon rhomboides","Pinfish",12,83,71,92,2018-04-12 06:25:30
1556157,"TBM1996061402",1996-06-13 20:00:00,27.982333,-82.692667,160,"Strongylura notata","Redfin Needlefish",1,358,358,358,2018-04-12 06:25:30
1556175,"TBM1996042601",1996-04-25 20:00:00,27.982667,-82.6925,160,"Bagre marinus","Gafftopsail Catfish",1,405,405,405,2018-04-12 06:25:31
1556176,"TBM1996042601",1996-04-25 20:00:00,27.982667,-82.6925,160,"Strongylura notata","Redfin Needlefish",7,343,328,362,2018-04-12 06:25:31
1556177,"TBM1996042602",1996-04-25 20:00:00,27.955667,-82.719833,160,"Centropomus undecimalis","Common Snook",1,504,504,504,2018-04-12 06:25:31
1556178,"TBM1996042603",1996-04-25 20:00:00,27.909667,-82.643333,160,"Sciaenops ocellatus","Red Drum",10,388,318,500,2018-04-12 06:25:31
1556191,"TBM1996051405",1996-05-13 20:00:00,27.962167,-82.597833,300,"Prionotus scitulus","Leopard Searobin",9,86,71,109,2018-04-12 06:25:31
1556192,"TBM1996051407",1996-05-13 20:00:00,27.915333,-82.605167,300,"Achirus lineatus","Lined Sole",2,54,53,55,2018-04-12 06:25:31
1556195,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Callinectes sapidus","Blue Crab",10,110,85,146,2018-04-12 06:25:31
1556196,"TBM1996051415",1996-05-13 20:00:00,27.936333,-82.676167,300,"Lagodon rhomboides","Pinfish",7,53,46,68,2018-04-12 06:25:31
1556199,"TBM1996051502",1996-05-14 20:00:00,27.9105,-82.6265,160,"Mugil trichodon","Fantail Mullet",3,191,133,225,2018-04-12 06:25:31
1556200,"TBM1996051505",1996-05-14 20:00:00,27.942,-82.545333,160,"Dasyatis sabina","Atlantic Stingray",8,265,201,353,2018-04-12 06:25:31
1556280,"TBM1996061402",1996-06-13 20:00:00,27.982333,-82.692667,160,"Mugil cephalus","Striped Mullet",13,201,177,260,2018-04-12 06:25:31
1572492,"TBM1996061402",1996-06-13 20:00:00,27.982333,-82.692667,160,"Leiostomus xanthurus","Spot",2,79,76,82,2018-04-12 06:27:56
1572519,"TBM1996061901",1996-06-18 20:00:00,27.868333,-82.5385,20,"Achirus lineatus","Lined Sole",1,13,13,13,2018-04-12 06:27:56
