"OBJECTID","Reference","Sampling_Date","Latitude","Longitude","Gear","Scientificname","Commonname","TotalNum","avg_size","min_size","max_size","ExDate"
2549678,"TBM2008050902",2008-05-06 20:00:00,27.91085,-82.655383,160,"Strongylura notata","Redfin Needlefish",14,364,319,391,2018-04-12 06:39:43
2549930,"TBM2008050305",2008-04-30 20:00:00,27.833967,-82.541617,300,"Synodus foetens","Inshore Lizardfish",3,46,40,54,2018-04-12 06:39:41
2549931,"TBM2008050306",2008-04-30 20:00:00,27.877867,-82.532517,20,"Strongylura notata","Redfin Needlefish",3,245,238,254,2018-04-12 06:39:41
2549932,"TBM2008050401",2008-05-05 20:00:00,27.933333,-82.547317,300,"Acanthostracion quadricornis","Scrawled Cowfish",2,170,145,196,2018-04-12 06:39:41
2549933,"TBM2008050403",2008-05-05 20:00:00,27.96265,-82.572467,20,"Eucinostomus spp.","Eucinostomus",3,38,37,39,2018-04-12 06:39:41
2549934,"TBM2008050404",2008-05-05 20:00:00,27.95065,-82.6416,300,"Menticirrhus americanus","Southern Kingfish",2,26,20,32,2018-04-12 06:39:41
2549935,"TBM2008050404",2008-05-05 20:00:00,27.95065,-82.6416,300,"Portunus spp.","Portunus Crabs",1,16,16,16,2018-04-12 06:39:41
2549936,"TBM2008050406",2008-05-05 20:00:00,27.9913,-82.643083,300,"Orthopristis chrysoptera","Pigfish",8,34,28,48,2018-04-12 06:39:41
2549964,"TBM2008050902",2008-05-06 20:00:00,27.91085,-82.655383,160,"Eucinostomus harengulus","Tidewater Mojarra",2,88,87,89,2018-04-12 06:39:41
2550076,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Eucinostomus harengulus","Tidewater Mojarra",17,95,84,109,2018-04-12 06:39:50
2550077,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Lagodon rhomboides","Pinfish",4,69,68,71,2018-04-12 06:39:50
2550078,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Limulus polyphemus","Horseshoe Crab",3,136,131,146,2018-04-12 06:39:50
2550079,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Malaclemys terrapin","Diamondback Terrapin",1,192,192,192,2018-04-12 06:39:50
2550108,"TBM2008061202",2008-06-09 20:00:00,27.8912,-82.555083,300,"Menippe spp.","Stone Crab",1,46,46,46,2018-04-12 06:39:50
2550313,"TBM2008061202",2008-06-09 20:00:00,27.8912,-82.555083,300,"Portunus spp.","Portunus Crabs",12,40,36,46,2018-04-12 06:39:50
2550314,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Gymnura micrura","Smooth Butterfly Ray",1,529,529,529,2018-04-12 06:39:50
2550320,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Portunus spp.","Portunus Crabs",1,32,32,32,2018-04-12 06:39:50
2550321,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Callinectes sapidus","Blue Crab",1,98,98,98,2018-04-12 06:39:50
2550322,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Dasyatis sabina","Atlantic Stingray",1,174,174,174,2018-04-12 06:39:50
2550323,"TBM2008061406",2008-06-11 20:00:00,27.845817,-82.59385,160,"Eucinostomus gula","Silver Jenny",2,85,82,89,2018-04-12 06:39:50
2550324,"TBM2008061406",2008-06-11 20:00:00,27.845817,-82.59385,160,"Lagodon rhomboides","Pinfish",713,82,72,134,2018-04-12 06:39:50
2550325,"TBM2008061406",2008-06-11 20:00:00,27.845817,-82.59385,160,"Sciaenops ocellatus","Red Drum",2,468,401,536,2018-04-12 06:39:50
2550563,"TBM2008050904",2008-05-06 20:00:00,27.937767,-82.714583,20,"Ariopsis felis","Hardhead Catfish",5,212,185,294,2018-04-12 06:39:41
2550580,"TBM2008051401",2008-05-13 20:00:00,27.86375,-82.544933,160,"Dasyatis sabina","Atlantic Stingray",4,286,255,320,2018-04-12 06:39:41
2550581,"TBM2008051401",2008-05-13 20:00:00,27.86375,-82.544933,160,"Mugil curema","White Mullet",2,123,118,128,2018-04-12 06:39:41
2550696,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Centropomus undecimalis","Common Snook",1,378,378,378,2018-04-12 06:39:44
2550697,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Mugil cephalus","Striped Mullet",2,431,415,448,2018-04-12 06:39:44
2550757,"TBM2008060702",2008-06-03 20:00:00,27.960367,-82.693633,20,"Syngnathus scovelli","Gulf Pipefish",4,75,62,86,2018-04-12 06:39:48
2550790,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Bairdiella chrysoura","Silver Perch",1,38,38,38,2018-04-12 06:39:48
2550799,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Eucinostomus harengulus","Tidewater Mojarra",27,99,88,116,2018-04-12 06:39:48
2550800,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Eucinostomus harengulus","Tidewater Mojarra",5,87,82,93,2018-04-12 06:39:48
2550801,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Lagodon rhomboides","Pinfish",4,82,73,93,2018-04-12 06:39:48
2550802,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Mugil cephalus","Striped Mullet",14,303,175,369,2018-04-12 06:39:48
2550803,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Microgobius gulosus","Clown Goby",71,36,24,49,2018-04-12 06:39:48
2550804,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Oreochromis/Sarotherodon spp.","Tilapias",4,23,21,25,2018-04-12 06:39:48
2550867,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Eucinostomus spp.","Eucinostomus",4,28,19,38,2018-04-12 06:39:48
2550868,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Farfantepenaeus duorarum","Pink Shrimp",5,9,7,11,2018-04-12 06:39:48
2550869,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Orthopristis chrysoptera","Pigfish",25,99,81,159,2018-04-12 06:39:48
2551620,"TBM2008060707",2008-06-03 20:00:00,28.016967,-82.683367,20,"Eucinostomus harengulus","Tidewater Mojarra",2,68,67,70,2018-04-12 06:39:45
2551650,"TBM2008061202",2008-06-09 20:00:00,27.8912,-82.555083,300,"Synodus foetens","Inshore Lizardfish",1,211,211,211,2018-04-12 06:39:46
2551651,"TBM2008061203",2008-06-09 20:00:00,27.91015,-82.538,300,"Chilomycterus schoepfii","Striped Burrfish",1,213,213,213,2018-04-12 06:39:46
2551652,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Oligoplites saurus","Leatherjacket",1,25,25,25,2018-04-12 06:39:46
2551653,"TBM2008061207",2008-06-09 20:00:00,27.8331,-82.561617,20,"Lagodon rhomboides","Pinfish",8,65,48,81,2018-04-12 06:39:46
2551660,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Mugil curema","White Mullet",1,262,262,262,2018-04-12 06:39:46
2551661,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Orthopristis chrysoptera","Pigfish",31,89,83,95,2018-04-12 06:39:46
2551662,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Archosargus probatocephalus","Sheepshead",16,29,23,37,2018-04-12 06:39:46
2552223,"TBM2008040905",2008-04-10 20:00:00,27.901467,-82.5976,300,"Synodus foetens","Inshore Lizardfish",2,63,33,94,2018-04-12 06:36:20
2552224,"TBM2008040907",2008-04-10 20:00:00,27.96705,-82.5653,20,"Eucinostomus gula","Silver Jenny",14,46,40,60,2018-04-12 06:36:20
2552225,"TBM2008040907",2008-04-10 20:00:00,27.96705,-82.5653,20,"Eucinostomus spp.","Eucinostomus",1,37,37,37,2018-04-12 06:36:20
2552226,"TBM2008040908",2008-04-10 20:00:00,27.973733,-82.606983,300,"Callinectes sapidus","Blue Crab",3,87,60,114,2018-04-12 06:36:20
2552228,"TBM2008041005",2008-04-23 20:00:00,27.881317,-82.53865,160,"Archosargus probatocephalus","Sheepshead",9,122,82,192,2018-04-12 06:36:20
2552229,"TBM2008041005",2008-04-23 20:00:00,27.881317,-82.53865,160,"Sciaenops ocellatus","Red Drum",1,411,411,411,2018-04-12 06:36:20
2552233,"TBM2008041202",2008-04-22 20:00:00,27.95475,-82.719833,160,"Strongylura notata","Redfin Needlefish",1,369,369,369,2018-04-12 06:36:20
2552234,"TBM2008041204",2008-04-22 20:00:00,28.005883,-82.644083,20,"Bairdiella chrysoura","Silver Perch",1,34,34,34,2018-04-12 06:36:20
2552235,"TBM2008041204",2008-04-22 20:00:00,28.005883,-82.644083,20,"Gobiosoma robustum","Code Goby",5,29,27,33,2018-04-12 06:36:20
2552236,"TBM2008041206",2008-04-22 20:00:00,27.973333,-82.606017,160,"Eugerres plumieri","Striped Mojarra",2,218,203,234,2018-04-12 06:36:20
2552340,"TBM2008050401",2008-05-05 20:00:00,27.933333,-82.547317,300,"Opisthonema oglinum","Atlantic Thread Herring",2,117,103,132,2018-04-12 06:36:20
2552341,"TBM2008050402",2008-05-05 20:00:00,27.938933,-82.557417,20,"Syngnathus scovelli","Gulf Pipefish",6,76,69,84,2018-04-12 06:36:20
2552342,"TBM2008050403",2008-05-05 20:00:00,27.96265,-82.572467,20,"Orthopristis chrysoptera","Pigfish",1,20,20,20,2018-04-12 06:36:20
2552343,"TBM2008050403",2008-05-05 20:00:00,27.96265,-82.572467,20,"Syngnathus scovelli","Gulf Pipefish",1,65,65,65,2018-04-12 06:36:20
2552627,"TBM2008050402",2008-05-05 20:00:00,27.938933,-82.557417,20,"Calamus arctifrons","Grass Porgy",1,14,14,14,2018-04-12 06:39:39
2552628,"TBM2008050403",2008-05-05 20:00:00,27.96265,-82.572467,20,"Sphoeroides nephelus","Southern Puffer",5,21,16,26,2018-04-12 06:39:39
2552629,"TBM2008050404",2008-05-05 20:00:00,27.95065,-82.6416,300,"Syngnathus louisianae","Chain Pipefish",2,267,252,283,2018-04-12 06:39:39
2552630,"TBM2008050406",2008-05-05 20:00:00,27.9913,-82.643083,300,"Bairdiella chrysoura","Silver Perch",1,20,20,20,2018-04-12 06:39:39
2552655,"TBM2008050901",2008-05-06 20:00:00,27.949,-82.544217,160,"Mugil trichodon","Fantail Mullet",6,148,137,162,2018-04-12 06:39:51
2552868,"TBM2008050901",2008-05-06 20:00:00,27.949,-82.544217,160,"Harengula jaguana","Scaled Sardine",67,95,82,121,2018-04-12 06:39:47
2552891,"TBM2008051401",2008-05-13 20:00:00,27.86375,-82.544933,160,"Synodus foetens","Inshore Lizardfish",1,201,201,201,2018-04-12 06:39:47
2552996,"TBM2008060702",2008-06-03 20:00:00,27.960367,-82.693633,20,"Farfantepenaeus duorarum","Pink Shrimp",1,14,14,14,2018-04-12 06:39:48
2552997,"TBM2008060702",2008-06-03 20:00:00,27.960367,-82.693633,20,"Lagodon rhomboides","Pinfish",85,39,35,54,2018-04-12 06:39:48
2552998,"TBM2008060702",2008-06-03 20:00:00,27.960367,-82.693633,20,"Sphoeroides nephelus","Southern Puffer",2,25,24,26,2018-04-12 06:39:48
2553031,"TBM2008061203",2008-06-09 20:00:00,27.91015,-82.538,300,"Portunus spp.","Portunus Crabs",8,41,35,56,2018-04-12 06:39:48
2553032,"TBM2008061203",2008-06-09 20:00:00,27.91015,-82.538,300,"Synodus foetens","Inshore Lizardfish",2,39,26,53,2018-04-12 06:39:48
2553033,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Trinectes maculatus","Hogchoker",3,104,102,107,2018-04-12 06:39:48
2553034,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Cyprinodon variegatus","Sheepshead Minnow",1,8,8,8,2018-04-12 06:39:48
2553035,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Eucinostomus spp.","Eucinostomus",26,23,17,28,2018-04-12 06:39:48
2553050,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Farfantepenaeus duorarum","Pink Shrimp",1,NA,NA,NA,2018-04-12 06:39:59
2553051,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Eugerres plumieri","Striped Mojarra",2,191,189,194,2018-04-12 06:39:59
2553052,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Mugil curema","White Mullet",11,192,172,206,2018-04-12 06:39:59
2553053,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Lucania parva","Rainwater Killifish",266,27,20,32,2018-04-12 06:39:59
2553121,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Oligoplites saurus","Leatherjacket",8,19,12,28,2018-04-12 06:39:59
2553122,"TBM2008070403",2008-07-01 20:00:00,27.93685,-82.720883,160,"Mugil cephalus","Striped Mullet",13,238,185,423,2018-04-12 06:39:59
2553123,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Cynoscion nebulosus","Spotted Seatrout",20,43,26,60,2018-04-12 06:39:59
2553124,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Eucinostomus gula","Silver Jenny",13,49,42,59,2018-04-12 06:39:59
2553125,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Eucinostomus spp.","Eucinostomus",51,31,25,38,2018-04-12 06:39:59
2553126,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Sphoeroides nephelus","Southern Puffer",3,101,90,123,2018-04-12 06:39:59
2553172,"TBM2008060707",2008-06-03 20:00:00,28.016967,-82.683367,20,"Anchoa mitchilli","Bay Anchovy",518,32,24,46,2018-04-12 06:39:52
2553208,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Chaetodipterus faber","Atlantic Spadefish",1,29,29,29,2018-04-12 06:39:52
2553209,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Portunus spp.","Portunus Crabs",3,25,14,41,2018-04-12 06:39:52
2553210,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Menidia spp.","Menidia Silversides",736,31,21,54,2018-04-12 06:39:52
2553211,"TBM2008061207",2008-06-09 20:00:00,27.8331,-82.561617,20,"Harengula jaguana","Scaled Sardine",1,41,41,41,2018-04-12 06:39:52
2553221,"TBM2008061401",2008-06-11 20:00:00,27.889117,-82.627567,160,"Sphyrna tiburo","Bonnethead",2,675,631,720,2018-04-12 06:39:52
2553222,"TBM2008061402",2008-06-11 20:00:00,27.876383,-82.5909,160,"Callinectes sapidus","Blue Crab",1,86,86,86,2018-04-12 06:39:52
2553223,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Centropomus undecimalis","Common Snook",3,473,373,666,2018-04-12 06:39:52
2553224,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Dasyatis sabina","Atlantic Stingray",3,175,162,194,2018-04-12 06:39:52
2553225,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Strongylura notata","Redfin Needlefish",2,347,345,350,2018-04-12 06:39:52
2553226,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Eucinostomus gula","Silver Jenny",1,68,68,68,2018-04-12 06:39:52
2553227,"TBM2008061406",2008-06-11 20:00:00,27.845817,-82.59385,160,"Dasyatis sabina","Atlantic Stingray",15,163,150,184,2018-04-12 06:39:52
2553302,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Cynoscion nebulosus","Spotted Seatrout",10,25,20,32,2018-04-12 06:39:53
2553303,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Orthopristis chrysoptera","Pigfish",1,50,50,50,2018-04-12 06:39:53
2553304,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Syngnathus louisianae","Chain Pipefish",16,103,59,162,2018-04-12 06:39:53
2553305,"TBM2008070402",2008-07-01 20:00:00,27.95545,-82.717817,20,"Oligoplites saurus","Leatherjacket",1,20,20,20,2018-04-12 06:39:53
2553307,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Mugil curema","White Mullet",1,216,216,216,2018-04-12 06:39:53
2553308,"TBM2008070505",2008-07-16 20:00:00,27.881633,-82.538567,160,"Chaetodipterus faber","Atlantic Spadefish",1,176,176,176,2018-04-12 06:39:53
2553309,"TBM2008070505",2008-07-16 20:00:00,27.881633,-82.538567,160,"Lutjanus griseus","Gray Snapper",1,201,201,201,2018-04-12 06:39:53
2553538,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Brevoortia spp.","Menhadens",25,87,76,100,2018-04-12 06:39:52
2553539,"TBM2008060701",2008-06-03 20:00:00,27.957517,-82.7093,160,"Mugil curema","White Mullet",1,196,196,196,2018-04-12 06:39:52
2553580,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Anchoa mitchilli","Bay Anchovy",1,32,32,32,2018-04-12 06:39:52
2553581,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Farfantepenaeus duorarum","Pink Shrimp",1,18,18,18,2018-04-12 06:39:52
2553582,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Symphurus plagiusa","Blackcheek Tonguefish",11,80,32,154,2018-04-12 06:39:52
2553583,"TBM2008061205",2008-06-09 20:00:00,27.9164,-82.684967,20,"Lucania parva","Rainwater Killifish",2,25,25,26,2018-04-12 06:39:52
2553595,"TBM2008061402",2008-06-11 20:00:00,27.876383,-82.5909,160,"Orthopristis chrysoptera","Pigfish",2,91,87,95,2018-04-12 06:39:52
2553596,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Callinectes sapidus","Blue Crab",18,105,53,214,2018-04-12 06:39:52
2553597,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Centropomus undecimalis","Common Snook",1,450,450,450,2018-04-12 06:39:52
2553598,"TBM2008061404",2008-06-11 20:00:00,27.874917,-82.531433,160,"Mugil trichodon","Fantail Mullet",2,163,163,163,2018-04-12 06:39:52
2553599,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Eucinostomus spp.","Eucinostomus",125,27,22,38,2018-04-12 06:39:52
2553600,"TBM2008061406",2008-06-11 20:00:00,27.845817,-82.59385,160,"Centropomus undecimalis","Common Snook",41,538,370,800,2018-04-12 06:39:52
2553674,"TBM2008070305",2008-06-30 20:00:00,27.8652,-82.60405,20,"Achirus lineatus","Lined Sole",4,12,7,14,2018-04-12 06:40:01
2553675,"TBM2008070306",2008-06-30 20:00:00,27.840067,-82.5931,160,"Lagodon rhomboides","Pinfish",167,100,66,177,2018-04-12 06:40:01
2553677,"TBM2008070401",2008-07-01 20:00:00,27.966333,-82.650917,20,"Eucinostomus gula","Silver Jenny",3,45,41,51,2018-04-12 06:40:01
2553678,"TBM2008070402",2008-07-01 20:00:00,27.95545,-82.717817,20,"Syngnathus louisianae","Chain Pipefish",4,130,122,146,2018-04-12 06:40:01
2553679,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Chasmodes saburrae","Florida Blenny",1,40,40,40,2018-04-12 06:40:01
2553680,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Hippocampus zosterae","Dwarf Seahorse",1,22,22,22,2018-04-12 06:40:01
2553681,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Lutjanus griseus","Gray Snapper",3,192,179,206,2018-04-12 06:40:01
2553750,"TBM2008071402",2008-07-16 20:00:00,27.97165,-82.602583,20,"Farfantepenaeus duorarum","Pink Shrimp",6,13,8,17,2018-04-12 06:40:01
2553751,"TBM2008071402",2008-07-16 20:00:00,27.97165,-82.602583,20,"Lagodon rhomboides","Pinfish",6,64,63,72,2018-04-12 06:40:01
2553752,"TBM2008071403",2008-07-16 20:00:00,27.932367,-82.659,300,"Chaetodipterus faber","Atlantic Spadefish",2,33,26,41,2018-04-12 06:40:01
2553753,"TBM2008071404",2008-07-16 20:00:00,27.9099,-82.6317,300,"Bairdiella chrysoura","Silver Perch",2,29,26,33,2018-04-12 06:40:01
2553754,"TBM2008071404",2008-07-16 20:00:00,27.9099,-82.6317,300,"Eucinostomus gula","Silver Jenny",5,54,50,58,2018-04-12 06:40:01
2553755,"TBM2008071405",2008-07-16 20:00:00,27.909633,-82.627717,20,"Eucinostomus gula","Silver Jenny",13,59,49,69,2018-04-12 06:40:01
2553756,"TBM2008071405",2008-07-16 20:00:00,27.909633,-82.627717,20,"Oligoplites saurus","Leatherjacket",1,20,20,20,2018-04-12 06:40:01
2553757,"TBM2008071406",2008-07-16 20:00:00,27.87465,-82.603433,20,"Eucinostomus gula","Silver Jenny",67,64,53,72,2018-04-12 06:40:01
2553758,"TBM2008071406",2008-07-16 20:00:00,27.87465,-82.603433,20,"Farfantepenaeus duorarum","Pink Shrimp",9,11,7,22,2018-04-12 06:40:01
2553759,"TBM2008071407",2008-07-16 20:00:00,27.874233,-82.605517,300,"Eucinostomus spp.","Eucinostomus",6,18,13,32,2018-04-12 06:40:01
2553760,"TBM2008071407",2008-07-16 20:00:00,27.874233,-82.605517,300,"Gobiosoma spp.","Gobiosoma Gobies",1,19,19,19,2018-04-12 06:40:01
2554156,"TBM2007060302",2007-05-31 20:00:00,27.941783,-82.544817,160,"Eucinostomus harengulus","Tidewater Mojarra",939,93,79,104,2018-04-12 06:31:16
2554157,"TBM2007060302",2007-05-31 20:00:00,27.941783,-82.544817,160,"Leiostomus xanthurus","Spot",106,92,82,104,2018-04-12 06:31:16
2554158,"TBM2007060304",2007-05-31 20:00:00,27.882367,-82.619683,20,"Floridichthys carpio","Goldspotted Killifish",129,27,15,58,2018-04-12 06:31:16
2554159,"TBM2007060304",2007-05-31 20:00:00,27.882367,-82.619683,20,"Lucania parva","Rainwater Killifish",313,21,17,32,2018-04-12 06:31:16
2554160,"TBM2007060304",2007-05-31 20:00:00,27.882367,-82.619683,20,"Menidia spp.","Menidia Silversides",15,27,24,33,2018-04-12 06:31:16
2554174,"TBM2007060602",2007-06-12 20:00:00,27.98925,-82.643933,300,"Hippocampus erectus","Lined Seahorse",1,137,137,137,2018-04-12 06:31:16
2554175,"TBM2007060604",2007-06-12 20:00:00,27.945783,-82.576433,300,"Opsanus beta","Gulf Toadfish",1,63,63,63,2018-04-12 06:31:16
2554176,"TBM2007060605",2007-06-12 20:00:00,27.86805,-82.564667,300,"Portunus spp.","Portunus Crabs",3,47,31,58,2018-04-12 06:31:16
2554177,"TBM2007060605",2007-06-12 20:00:00,27.86805,-82.564667,300,"Sphoeroides nephelus","Southern Puffer",2,44,44,45,2018-04-12 06:31:16
2554178,"TBM2007060606",2007-06-12 20:00:00,27.83385,-82.57595,300,"Acanthostracion quadricornis","Scrawled Cowfish",1,86,86,86,2018-04-12 06:31:16
2554323,"TBM2007070501",2007-07-02 20:00:00,27.967833,-82.64785,160,"Rhinobatos lentiginosus","Atlantic Guitarfish",1,585,585,585,2018-04-12 06:31:30
2554326,"TBM2007070504",2007-07-02 20:00:00,27.876583,-82.60025,20,"Gobiosoma spp.","Gobiosoma Gobies",1,14,14,14,2018-04-12 06:31:30
2554327,"TBM2007070506",2007-07-02 20:00:00,27.90995,-82.62735,20,"Cynoscion nebulosus","Spotted Seatrout",3,25,19,28,2018-04-12 06:31:30
2554328,"TBM2007070506",2007-07-02 20:00:00,27.90995,-82.62735,20,"Eucinostomus spp.","Eucinostomus",4,24,19,29,2018-04-12 06:31:30
2554344,"TBM2007070903",2007-07-22 20:00:00,27.96155,-82.659467,300,"Callinectes sapidus","Blue Crab",1,90,90,90,2018-04-12 06:31:30
2554345,"TBM2007070903",2007-07-22 20:00:00,27.96155,-82.659467,300,"Chilomycterus schoepfii","Striped Burrfish",1,225,225,225,2018-04-12 06:31:30
2554346,"TBM2007070903",2007-07-22 20:00:00,27.96155,-82.659467,300,"Symphurus plagiusa","Blackcheek Tonguefish",6,116,101,134,2018-04-12 06:31:30
2554360,"TBM2007071102",2007-07-23 20:00:00,27.833217,-82.561683,20,"Strongylura notata","Redfin Needlefish",1,63,63,63,2018-04-12 06:31:34
2554363,"TBM2007071106",2007-07-23 20:00:00,27.867867,-82.537333,160,"Lagodon rhomboides","Pinfish",212,87,69,135,2018-04-12 06:31:34
2555138,"TBM2008060702",2008-06-03 20:00:00,27.960367,-82.693633,20,"Archosargus probatocephalus","Sheepshead",71,24,19,30,2018-04-12 06:43:23
2555168,"TBM2008061202",2008-06-09 20:00:00,27.8912,-82.555083,300,"Prionotus scitulus","Leopard Searobin",23,111,57,144,2018-04-12 06:43:24
2555169,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Dasyatis sabina","Atlantic Stingray",7,278,253,308,2018-04-12 06:43:24
2555170,"TBM2008061204",2008-06-09 20:00:00,27.935383,-82.684317,300,"Synodus foetens","Inshore Lizardfish",1,106,106,106,2018-04-12 06:43:24
2555180,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Ariopsis felis","Hardhead Catfish",4,332,298,354,2018-04-12 06:43:24
2555181,"TBM2008061403",2008-06-11 20:00:00,27.873883,-82.599,160,"Mugil cephalus","Striped Mullet",6,125,109,150,2018-04-12 06:43:24
2555182,"TBM2008061405",2008-06-11 20:00:00,27.8748,-82.531433,20,"Floridichthys carpio","Goldspotted Killifish",8,19,16,23,2018-04-12 06:43:24
2555437,"TBM2008070306",2008-06-30 20:00:00,27.840067,-82.5931,160,"Mugil curema","White Mullet",1,205,205,205,2018-04-12 06:43:24
2555438,"TBM2008070501",2008-07-16 20:00:00,27.961967,-82.5717,20,"Oligoplites saurus","Leatherjacket",4,27,22,30,2018-04-12 06:43:24
2555439,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Archosargus probatocephalus","Sheepshead",2,110,106,115,2018-04-12 06:43:24
2555440,"TBM2008070502",2008-07-16 20:00:00,27.931883,-82.53415,160,"Lagodon rhomboides","Pinfish",379,112,69,189,2018-04-12 06:43:24
2555443,"TBM2008070505",2008-07-16 20:00:00,27.881633,-82.538567,160,"Ariopsis felis","Hardhead Catfish",1,301,301,301,2018-04-12 06:43:24
2555444,"TBM2008070505",2008-07-16 20:00:00,27.881633,-82.538567,160,"Opisthonema oglinum","Atlantic Thread Herring",1,140,140,140,2018-04-12 06:43:24
2555514,"TBM2008071402",2008-07-16 20:00:00,27.97165,-82.602583,20,"Eucinostomus spp.","Eucinostomus",35,24,18,34,2018-04-12 06:43:24
2555515,"TBM2008071404",2008-07-16 20:00:00,27.9099,-82.6317,300,"Eucinostomus spp.","Eucinostomus",8,32,27,38,2018-04-12 06:43:24
2555516,"TBM2008071404",2008-07-16 20:00:00,27.9099,-82.6317,300,"Synodus foetens","Inshore Lizardfish",1,170,170,170,2018-04-12 06:43:24
2555517,"TBM2008071407",2008-07-16 20:00:00,27.874233,-82.605517,300,"Farfantepenaeus duorarum","Pink Shrimp",14,17,12,23,2018-04-12 06:43:24
2555518,"TBM2008071407",2008-07-16 20:00:00,27.874233,-82.605517,300,"Lagodon rhomboides","Pinfish",1,96,96,96,2018-04-12 06:43:24
2555589,"TBM2008080203",2008-08-11 20:00:00,27.86595,-82.5434,20,"Eucinostomus spp.","Eucinostomus",13,27,20,32,2018-04-12 06:43:24
2555592,"TBM2008080205",2008-08-11 20:00:00,27.8551,-82.5968,160,"Brevoortia spp.","Menhadens",1,84,84,84,2018-04-12 06:43:24
2555608,"TBM2008080401",2008-08-13 20:00:00,27.86765,-82.5374,20,"Strongylura notata","Redfin Needlefish",16,115,59,142,2018-04-12 06:43:24
